Parti,Nombre de sièges,Nombre de voix,canton,date,election
PSC/CVP,,9003,Aarschot,1965,sénat
BSP/PSB,,4325,Aarschot,1965,sénat
PVV/PLP,,7411,Aarschot,1965,sénat
Volksunie,,812,Aarschot,1965,sénat
Vlaamse Democraten,,85,Aarschot,1965,sénat
PCB/KPB,,326,Aarschot,1965,sénat
PSC/CVP,,19762,Alost,1965,sénat
BSP/PSB,,13871,Alost,1965,sénat
PVV/PLP,,13216,Alost,1965,sénat
Volksunie,,10248,Alost,1965,sénat
PCB/KPB,,1877,Alost,1965,sénat
PSC/CVP,,3090,Andenne,1965,sénat
BSP/PSB,,4213,Andenne,1965,sénat
PVV/PLP,,2646,Andenne,1965,sénat
PCB/KPB,,997,Andenne,1965,sénat
Union Travailliste Indép,,115,Andenne,1965,sénat
PSC/CVP,,16710,Anderlecht,1965,sénat
BSP/PSB,,27124,Anderlecht,1965,sénat
PVV/PLP,,20097,Anderlecht,1965,sénat
Volksunie,,2801,Anderlecht,1965,sénat
Vlaamse Democraten,,742,Anderlecht,1965,sénat
PCB/KPB,,3667,Anderlecht,1965,sénat
FDF,,4848,Anderlecht,1965,sénat
Parti Catholique/Katholi,,308,Anderlecht,1965,sénat
PCB/BKP,,1132,Anderlecht,1965,sénat
Parti Social Indépendant,,141,Anderlecht,1965,sénat
Union Francophone,,284,Anderlecht,1965,sénat
Parti Travailliste belge,,292,Anderlecht,1965,sénat
Parti National,,148,Anderlecht,1965,sénat
PSC/CVP,,3678,Antoing,1965,sénat
BSP/PSB,,5987,Antoing,1965,sénat
PVV/PLP,,2041,Antoing,1965,sénat
PCB/KPB,,1859,Antoing,1965,sénat
Parti Social Indépendant,,54,Antoing,1965,sénat
Parti Communiste Wallon,,41,Antoing,1965,sénat
Front Démocratique Wallo,,35,Antoing,1965,sénat
PSC/CVP,,45325,Anvers,1965,sénat
BSP/PSB,,64115,Anvers,1965,sénat
PVV/PLP,,31396,Anvers,1965,sénat
Volksunie,,23815,Anvers,1965,sénat
KAGANOVEMUS,,701,Anvers,1965,sénat
PCB/KPB,,9636,Anvers,1965,sénat
PSC/CVP,,4831,Ardooie,1965,sénat
BSP/PSB,,1506,Ardooie,1965,sénat
PVV/PLP,,488,Ardooie,1965,sénat
Volksunie,,1107,Ardooie,1965,sénat
Vlaamse Democraten,,8,Ardooie,1965,sénat
PCB/KPB,,48,Ardooie,1965,sénat
PSC/CVP,,10407,Arendonk,1965,sénat
BSP/PSB,,2558,Arendonk,1965,sénat
PVV/PLP,,657,Arendonk,1965,sénat
Volksunie,,1175,Arendonk,1965,sénat
Nationale Partij Zelfsta,,86,Arendonk,1965,sénat
PCB/KPB,,74,Arendonk,1965,sénat
PSC/CVP,,5405,Arlon,1965,sénat
BSP/PSB,,3593,Arlon,1965,sénat
PVV/PLP,,4452,Arlon,1965,sénat
PSC/CVP,,16975,Asse,1965,sénat
BSP/PSB,,6198,Asse,1965,sénat
PVV/PLP,,5200,Asse,1965,sénat
Volksunie,,3529,Asse,1965,sénat
Vlaamse Democraten,,422,Asse,1965,sénat
PCB/KPB,,358,Asse,1965,sénat
FDF,,89,Asse,1965,sénat
Parti Catholique/Katholi,,646,Asse,1965,sénat
PCB/BKP,,112,Asse,1965,sénat
Parti Social Indépendant,,57,Asse,1965,sénat
Union Francophone,,82,Asse,1965,sénat
Parti Travailliste belge,,88,Asse,1965,sénat
Parti National,,77,Asse,1965,sénat
PSC/CVP,,6823,Assenede,1965,sénat
BSP/PSB,,5148,Assenede,1965,sénat
PVV/PLP,,1536,Assenede,1965,sénat
Volksunie,,833,Assenede,1965,sénat
PCB/KPB,,119,Assenede,1965,sénat
PSC/CVP,,1986,Ath,1965,sénat
BSP/PSB,,4734,Ath,1965,sénat
PVV/PLP,,3759,Ath,1965,sénat
PCB/KPB,,931,Ath,1965,sénat
Parti Social Indépendant,,30,Ath,1965,sénat
Parti Communiste Wallon,,36,Ath,1965,sénat
Front Démocratique Wallo,,90,Ath,1965,sénat
PSC/CVP,,5070,Aubel,1965,sénat
BSP/PSB,,2153,Aubel,1965,sénat
PVV/PLP,,1383,Aubel,1965,sénat
PCB/KPB,,211,Aubel,1965,sénat
Parti National,,112,Aubel,1965,sénat
Parti Wallon des Travail,,112,Aubel,1965,sénat
PSC/CVP,,9881,Audenarde,1965,sénat
BSP/PSB,,5096,Audenarde,1965,sénat
PVV/PLP,,5634,Audenarde,1965,sénat
Volksunie,,1715,Audenarde,1965,sénat
PCB/KPB,,250,Audenarde,1965,sénat
PSC/CVP,,5395,Avelgem,1965,sénat
BSP/PSB,,3087,Avelgem,1965,sénat
PVV/PLP,,1392,Avelgem,1965,sénat
Volksunie,,633,Avelgem,1965,sénat
PCB/KPB,,101,Avelgem,1965,sénat
PSC/CVP,,3318,Bastogne,1965,sénat
BSP/PSB,,582,Bastogne,1965,sénat
PVV/PLP,,2347,Bastogne,1965,sénat
PSC/CVP,,2405,Beaumont,1965,sénat
BSP/PSB,,1510,Beaumont,1965,sénat
PVV/PLP,,1923,Beaumont,1965,sénat
PCB/KPB,,170,Beaumont,1965,sénat
Parti Social Indépendant,,36,Beaumont,1965,sénat
Parti National,,9,Beaumont,1965,sénat
Parti Communiste Wallon,,86,Beaumont,1965,sénat
Union Travailliste Indép,,39,Beaumont,1965,sénat
Front Démocratique Wallo,,108,Beaumont,1965,sénat
PSC/CVP,,2750,Beauraing,1965,sénat
BSP/PSB,,2035,Beauraing,1965,sénat
PVV/PLP,,1778,Beauraing,1965,sénat
PCB/KPB,,187,Beauraing,1965,sénat
Union Travailliste Indép,,53,Beauraing,1965,sénat
PSC/CVP,,21164,Berchem,1965,sénat
BSP/PSB,,16660,Berchem,1965,sénat
PVV/PLP,,11817,Berchem,1965,sénat
Volksunie,,14388,Berchem,1965,sénat
KAGANOVEMUS,,236,Berchem,1965,sénat
PCB/KPB,,1941,Berchem,1965,sénat
PSC/CVP,,19267,Beringen,1965,sénat
BSP/PSB,,5011,Beringen,1965,sénat
PVV/PLP,,6588,Beringen,1965,sénat
Volksunie,,2341,Beringen,1965,sénat
Nationale Partij Zelfsta,,178,Beringen,1965,sénat
Vlaamse Democraten,,41,Beringen,1965,sénat
PSC/CVP,,6678,Beveren,1965,sénat
BSP/PSB,,2424,Beveren,1965,sénat
PVV/PLP,,917,Beveren,1965,sénat
Volksunie,,6650,Beveren,1965,sénat
PCB/KPB,,146,Beveren,1965,sénat
PSC/CVP,,11552,Bilzen,1965,sénat
BSP/PSB,,1256,Bilzen,1965,sénat
PVV/PLP,,1221,Bilzen,1965,sénat
Volksunie,,1652,Bilzen,1965,sénat
Nationale Partij Zelfsta,,36,Bilzen,1965,sénat
Vlaamse Democraten,,14,Bilzen,1965,sénat
PSC/CVP,,6011,Binche,1965,sénat
BSP/PSB,,15056,Binche,1965,sénat
PVV/PLP,,7423,Binche,1965,sénat
PCB/KPB,,4510,Binche,1965,sénat
Parti Social Indépendant,,218,Binche,1965,sénat
Parti National,,149,Binche,1965,sénat
Parti Communiste Wallon,,979,Binche,1965,sénat
Union Travailliste Indép,,149,Binche,1965,sénat
Front Démocratique Wallo,,921,Binche,1965,sénat
PSC/CVP,,11100,Boom,1965,sénat
BSP/PSB,,16022,Boom,1965,sénat
PVV/PLP,,3794,Boom,1965,sénat
Volksunie,,1781,Boom,1965,sénat
KAGANOVEMUS,,29,Boom,1965,sénat
PCB/KPB,,714,Boom,1965,sénat
PSC/CVP,,29060,Borgerhout,1965,sénat
BSP/PSB,,36511,Borgerhout,1965,sénat
PVV/PLP,,11963,Borgerhout,1965,sénat
Volksunie,,15934,Borgerhout,1965,sénat
KAGANOVEMUS,,328,Borgerhout,1965,sénat
PCB/KPB,,3669,Borgerhout,1965,sénat
PSC/CVP,,1933,Bouillon,1965,sénat
BSP/PSB,,719,Bouillon,1965,sénat
PVV/PLP,,1162,Bouillon,1965,sénat
PSC/CVP,,4951,Boussu,1965,sénat
BSP/PSB,,16809,Boussu,1965,sénat
PVV/PLP,,5671,Boussu,1965,sénat
PCB/KPB,,7934,Boussu,1965,sénat
Parti Social Indépendant,,557,Boussu,1965,sénat
Parti Communiste Wallon,,192,Boussu,1965,sénat
Front Démocratique Wallo,,356,Boussu,1965,sénat
Rassemblement Indépendan,,345,Boussu,1965,sénat
PSC/CVP,,3771,Brakel,1965,sénat
BSP/PSB,,2602,Brakel,1965,sénat
PVV/PLP,,2669,Brakel,1965,sénat
Volksunie,,668,Brakel,1965,sénat
PCB/KPB,,261,Brakel,1965,sénat
PSC/CVP,,16566,Brecht,1965,sénat
BSP/PSB,,3812,Brecht,1965,sénat
PVV/PLP,,1812,Brecht,1965,sénat
Volksunie,,2834,Brecht,1965,sénat
KAGANOVEMUS,,72,Brecht,1965,sénat
PCB/KPB,,375,Brecht,1965,sénat
PSC/CVP,,9812,Bree,1965,sénat
BSP/PSB,,697,Bree,1965,sénat
PVV/PLP,,787,Bree,1965,sénat
Volksunie,,744,Bree,1965,sénat
Nationale Partij Zelfsta,,15,Bree,1965,sénat
Vlaamse Democraten,,9,Bree,1965,sénat
PSC/CVP,,52831,Bruges,1965,sénat
BSP/PSB,,30139,Bruges,1965,sénat
PVV/PLP,,15791,Bruges,1965,sénat
Volksunie,,11643,Bruges,1965,sénat
PCB/KPB,,1071,Bruges,1965,sénat
PSC/CVP,,15586,Bruxelles,1965,sénat
BSP/PSB,,21679,Bruxelles,1965,sénat
PVV/PLP,,32856,Bruxelles,1965,sénat
Volksunie,,2174,Bruxelles,1965,sénat
Vlaamse Democraten,,981,Bruxelles,1965,sénat
PCB/KPB,,4909,Bruxelles,1965,sénat
FDF,,7986,Bruxelles,1965,sénat
Parti Catholique/Katholi,,325,Bruxelles,1965,sénat
PCB/BKP,,1900,Bruxelles,1965,sénat
Parti Social Indépendant,,226,Bruxelles,1965,sénat
Union Francophone,,898,Bruxelles,1965,sénat
Parti Travailliste belge,,363,Bruxelles,1965,sénat
Parti National,,213,Bruxelles,1965,sénat
PSC/CVP,,2502,Celles,1965,sénat
BSP/PSB,,2608,Celles,1965,sénat
PVV/PLP,,2243,Celles,1965,sénat
PCB/KPB,,527,Celles,1965,sénat
Parti Social Indépendant,,40,Celles,1965,sénat
Parti Communiste Wallon,,30,Celles,1965,sénat
Front Démocratique Wallo,,7,Celles,1965,sénat
PSC/CVP,,5797,Châtelet,1965,sénat
BSP/PSB,,15201,Châtelet,1965,sénat
PVV/PLP,,6907,Châtelet,1965,sénat
PCB/KPB,,2317,Châtelet,1965,sénat
Parti Social Indépendant,,323,Châtelet,1965,sénat
Parti National,,56,Châtelet,1965,sénat
Parti Communiste Wallon,,1071,Châtelet,1965,sénat
Union Travailliste Indép,,264,Châtelet,1965,sénat
Front Démocratique Wallo,,1925,Châtelet,1965,sénat
PSC/CVP,,11646,Charleroi,1965,sénat
BSP/PSB,,30845,Charleroi,1965,sénat
PVV/PLP,,20657,Charleroi,1965,sénat
PCB/KPB,,6799,Charleroi,1965,sénat
Parti Social Indépendant,,312,Charleroi,1965,sénat
Parti National,,121,Charleroi,1965,sénat
Parti Communiste Wallon,,1657,Charleroi,1965,sénat
Union Travailliste Indép,,436,Charleroi,1965,sénat
Front Démocratique Wallo,,5587,Charleroi,1965,sénat
PSC/CVP,,1527,Chièvres,1965,sénat
BSP/PSB,,3613,Chièvres,1965,sénat
PVV/PLP,,3157,Chièvres,1965,sénat
PCB/KPB,,737,Chièvres,1965,sénat
Parti Social Indépendant,,28,Chièvres,1965,sénat
Parti Communiste Wallon,,26,Chièvres,1965,sénat
Front Démocratique Wallo,,18,Chièvres,1965,sénat
PSC/CVP,,3028,Chimay,1965,sénat
BSP/PSB,,1614,Chimay,1965,sénat
PVV/PLP,,2122,Chimay,1965,sénat
PCB/KPB,,215,Chimay,1965,sénat
Parti Social Indépendant,,25,Chimay,1965,sénat
Parti National,,11,Chimay,1965,sénat
Parti Communiste Wallon,,83,Chimay,1965,sénat
Union Travailliste Indép,,172,Chimay,1965,sénat
Front Démocratique Wallo,,120,Chimay,1965,sénat
PSC/CVP,,5389,Ciney,1965,sénat
BSP/PSB,,3396,Ciney,1965,sénat
PVV/PLP,,2814,Ciney,1965,sénat
PCB/KPB,,399,Ciney,1965,sénat
Union Travailliste Indép,,101,Ciney,1965,sénat
PSC/CVP,,3806,Comines,1965,sénat
BSP/PSB,,2629,Comines,1965,sénat
PVV/PLP,,2121,Comines,1965,sénat
PCB/KPB,,167,Comines,1965,sénat
Parti Social Indépendant,,25,Comines,1965,sénat
Parti Communiste Wallon,,50,Comines,1965,sénat
Front Démocratique Wallo,,141,Comines,1965,sénat
PSC/CVP,,33911,Courtrai,1965,sénat
BSP/PSB,,13120,Courtrai,1965,sénat
PVV/PLP,,7501,Courtrai,1965,sénat
Volksunie,,5790,Courtrai,1965,sénat
PCB/KPB,,611,Courtrai,1965,sénat
PSC/CVP,,3448,Couvin,1965,sénat
BSP/PSB,,2198,Couvin,1965,sénat
PVV/PLP,,2734,Couvin,1965,sénat
PCB/KPB,,513,Couvin,1965,sénat
Union Travailliste Indép,,117,Couvin,1965,sénat
PSC/CVP,,3191,Dalhem,1965,sénat
BSP/PSB,,2957,Dalhem,1965,sénat
PVV/PLP,,2786,Dalhem,1965,sénat
PCB/KPB,,708,Dalhem,1965,sénat
Parti National,,997,Dalhem,1965,sénat
Parti Communiste Wallon,,83,Dalhem,1965,sénat
Classes Moyennes Indépen,,62,Dalhem,1965,sénat
Parti Wallon des Travail,,997,Dalhem,1965,sénat
