Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,1.0,80962,Alost-Audenarde,1985,sénat
SP,1.0,62037,Alost-Audenarde,1985,sénat
PVV,1.0,61171,Alost-Audenarde,1985,sénat
AGALEV,,12568,Alost-Audenarde,1985,sénat
VU,1.0,28873,Alost-Audenarde,1985,sénat
VLAAMS BLOK,,3702,Alost-Audenarde,1985,sénat
KPB,,1818,Alost-Audenarde,1985,sénat
SAP,,562,Alost-Audenarde,1985,sénat
PVDA,,636,Alost-Audenarde,1985,sénat
CVP,3.0,174396,Anvers,1985,sénat
SP,3.0,145952,Anvers,1985,sénat
PVV,2.0,93389,Anvers,1985,sénat
AGALEV,1.0,54580,Anvers,1985,sénat
VU,1.0,74085,Anvers,1985,sénat
VLAAMS BLOK,,30476,Anvers,1985,sénat
RAD,,3733,Anvers,1985,sénat
KPB,,3925,Anvers,1985,sénat
SAP,,2838,Anvers,1985,sénat
PVDA,,14254,Anvers,1985,sénat
PSC,1.0,49630,Arlon,1985,sénat
PS,,35173,Arlon,1985,sénat
PRL,1.0,39048,Arlon,1985,sénat
ECOLO,,7163,Arlon,1985,sénat
UDRT,,2036,Arlon,1985,sénat
POS,,235,Arlon,1985,sénat
PTB,,224,Arlon,1985,sénat
NCP/PCN,,130,Arlon,1985,sénat
SEP,,2542,Arlon,1985,sénat
CVP,1.0,61993,Bruges,1985,sénat
SP,1.0,41467,Bruges,1985,sénat
PVV,1.0,25872,Bruges,1985,sénat
AGALEV,,12495,Bruges,1985,sénat
VU,,20252,Bruges,1985,sénat
VLAAMS BLOK,,2144,Bruges,1985,sénat
VVP,,222,Bruges,1985,sénat
RAD,,412,Bruges,1985,sénat
KPB,,664,Bruges,1985,sénat
SAP,,280,Bruges,1985,sénat
PVDA,,792,Bruges,1985,sénat
PAIX,,443,Bruges,1985,sénat
CVP,3.0,120968,Bruxelles,1985,sénat
SP,1.0,63233,Bruxelles,1985,sénat
PVV,1.0,62318,Bruxelles,1985,sénat
AGALEV,,18466,Bruxelles,1985,sénat
VU,1.0,57419,Bruxelles,1985,sénat
VLAAMS BLOK,,12809,Bruxelles,1985,sénat
PSC,2.0,59999,Bruxelles,1985,sénat
PS,2.0,100745,Bruxelles,1985,sénat
PRL,4.0,150003,Bruxelles,1985,sénat
ECOLO,1.0,37549,Bruxelles,1985,sénat
FDF,1.0,65688,Bruxelles,1985,sénat
PW,,970,Bruxelles,1985,sénat
RAD/UDRT,,33374,Bruxelles,1985,sénat
NF-FN,,4201,Bruxelles,1985,sénat
KPB/PCB,,7909,Bruxelles,1985,sénat
SAP/POS,,1079,Bruxelles,1985,sénat
PVDA/PTB,,1675,Bruxelles,1985,sénat
SEP,,5307,Bruxelles,1985,sénat
UND,,5010,Bruxelles,1985,sénat
PFU,,1430,Bruxelles,1985,sénat
PLC,,2500,Bruxelles,1985,sénat
FORCES,,7089,Bruxelles,1985,sénat
PSC,1.0,55241,Charleroi-Thuin,1985,sénat
PS,3.0,135414,Charleroi-Thuin,1985,sénat
PRL,1.0,65652,Charleroi-Thuin,1985,sénat
ECOLO,1.0,24262,Charleroi-Thuin,1985,sénat
PW,,4002,Charleroi-Thuin,1985,sénat
UDRT,,5313,Charleroi-Thuin,1985,sénat
PCB,,11705,Charleroi-Thuin,1985,sénat
POS,,1497,Charleroi-Thuin,1985,sénat
PTB,,2851,Charleroi-Thuin,1985,sénat
NCP/PCN,,615,Charleroi-Thuin,1985,sénat
SEP,,3454,Charleroi-Thuin,1985,sénat
CVP,1.0,94632,Courtrai-Ypres,1985,sénat
SP,1.0,67798,Courtrai-Ypres,1985,sénat
PVV,1.0,39388,Courtrai-Ypres,1985,sénat
VU,1.0,32652,Courtrai-Ypres,1985,sénat
VLAAMS BLOK,,2792,Courtrai-Ypres,1985,sénat
KPB,,1610,Courtrai-Ypres,1985,sénat
SAP,,1606,Courtrai-Ypres,1985,sénat
PVDA,,2652,Courtrai-Ypres,1985,sénat
CVP,1.0,42280,Furnes-Dixmude-Ostende,1985,sénat
SP,1.0,39301,Furnes-Dixmude-Ostende,1985,sénat
PVV,,33758,Furnes-Dixmude-Ostende,1985,sénat
AGALEV,,9146,Furnes-Dixmude-Ostende,1985,sénat
VU,,18763,Furnes-Dixmude-Ostende,1985,sénat
VLAAMS BLOK,,2611,Furnes-Dixmude-Ostende,1985,sénat
VVP,,224,Furnes-Dixmude-Ostende,1985,sénat
KPB,,969,Furnes-Dixmude-Ostende,1985,sénat
SAP,,285,Furnes-Dixmude-Ostende,1985,sénat
PVDA,,459,Furnes-Dixmude-Ostende,1985,sénat
CVP,2.0,117665,Gand-Eeklo,1985,sénat
SP,1.0,81151,Gand-Eeklo,1985,sénat
PVV,1.0,79410,Gand-Eeklo,1985,sénat
AGALEV,1.0,24520,Gand-Eeklo,1985,sénat
VU,1.0,48953,Gand-Eeklo,1985,sénat
VLAAMS BLOK,,6393,Gand-Eeklo,1985,sénat
RAD,,915,Gand-Eeklo,1985,sénat
KPB,,2121,Gand-Eeklo,1985,sénat
SAP,,706,Gand-Eeklo,1985,sénat
PVDA,,2182,Gand-Eeklo,1985,sénat
GROEN,,6527,Gand-Eeklo,1985,sénat
CVP,3.0,151429,Hasselt,1985,sénat
SP,3.0,114652,Hasselt,1985,sénat
PVV,1.0,65730,Hasselt,1985,sénat
AGALEV,,24388,Hasselt,1985,sénat
VU,1.0,65562,Hasselt,1985,sénat
VLAAMS BLOK,,4866,Hasselt,1985,sénat
PW,,892,Hasselt,1985,sénat
SAP,,966,Hasselt,1985,sénat
PVDA,,4461,Hasselt,1985,sénat
PSC,1.0,19497,Huy-Waremme,1985,sénat
PS,1.0,48153,Huy-Waremme,1985,sénat
PRL,,20112,Huy-Waremme,1985,sénat
