Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,,64731,Alost-Audenarde,1994,parlement-européen
SP,,49785,Alost-Audenarde,1994,parlement-européen
VLD,,53361,Alost-Audenarde,1994,parlement-européen
AGALEV,,20283,Alost-Audenarde,1994,parlement-européen
VU,,18122,Alost-Audenarde,1994,parlement-européen
VLAAMS BLOK,,26170,Alost-Audenarde,1994,parlement-européen
PVDA,,2056,Alost-Audenarde,1994,parlement-européen
B.E.B,,2903,Alost-Audenarde,1994,parlement-européen
N.W.P.,,924,Alost-Audenarde,1994,parlement-européen
W.O.W.,,5340,Alost-Audenarde,1994,parlement-européen
R.G.B.,,1169,Alost-Audenarde,1994,parlement-européen
CVP,,114947,Anvers,1994,parlement-européen
SP,,96110,Anvers,1994,parlement-européen
VLD,,85791,Anvers,1994,parlement-européen
AGALEV,,72407,Anvers,1994,parlement-européen
VU,,30998,Anvers,1994,parlement-européen
VLAAMS BLOK,,114915,Anvers,1994,parlement-européen
PVDA,,9345,Anvers,1994,parlement-européen
B.E.B,,4005,Anvers,1994,parlement-européen
N.W.P.,,3476,Anvers,1994,parlement-européen
W.O.W.,,35147,Anvers,1994,parlement-européen
R.G.B.,,3899,Anvers,1994,parlement-européen
PSC,,43863,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
PS,,34326,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
ECOLO,,17108,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
PRL-FDF,,31257,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
FN,,6519,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
LETD,,444,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
SUD,,625,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
G.U.,,840,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
AGIR,,1652,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
P.H.-H.P.,,243,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
PVDA/PTB,,428,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1994,parlement-européen
CVP,,45899,Bruges,1994,parlement-européen
SP,,29098,Bruges,1994,parlement-européen
VLD,,35882,Bruges,1994,parlement-européen
AGALEV,,20307,Bruges,1994,parlement-européen
VU,,11663,Bruges,1994,parlement-européen
VLAAMS BLOK,,17387,Bruges,1994,parlement-européen
PVDA,,1673,Bruges,1994,parlement-européen
B.E.B,,1066,Bruges,1994,parlement-européen
N.W.P.,,1014,Bruges,1994,parlement-européen
W.O.W.,,7309,Bruges,1994,parlement-européen
R.G.B.,,577,Bruges,1994,parlement-européen
CVP,,94051,Bruxelles-Hal-Vilvorde,1994,parlement-européen
SP,,42491,Bruxelles-Hal-Vilvorde,1994,parlement-européen
VLD,,71585,Bruxelles-Hal-Vilvorde,1994,parlement-européen
AGALEV,,32385,Bruxelles-Hal-Vilvorde,1994,parlement-européen
VU,,29633,Bruxelles-Hal-Vilvorde,1994,parlement-européen
VLAAMS BLOK,,52101,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PSC,,48282,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PS,,69496,Bruxelles-Hal-Vilvorde,1994,parlement-européen
ECOLO,,62728,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PRL-FDF,,163274,Bruxelles-Hal-Vilvorde,1994,parlement-européen
FN,,44820,Bruxelles-Hal-Vilvorde,1994,parlement-européen
LETD,,1937,Bruxelles-Hal-Vilvorde,1994,parlement-européen
SUD,,2293,Bruxelles-Hal-Vilvorde,1994,parlement-européen
G.U.,,10590,Bruxelles-Hal-Vilvorde,1994,parlement-européen
AGIR,,3450,Bruxelles-Hal-Vilvorde,1994,parlement-européen
P.H.-H.P.,,1361,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PVDA/PTB,,3745,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PVDA,,2497,Bruxelles-Hal-Vilvorde,1994,parlement-européen
B.E.B,,3495,Bruxelles-Hal-Vilvorde,1994,parlement-européen
N.W.P.,,1334,Bruxelles-Hal-Vilvorde,1994,parlement-européen
W.O.W.,,9175,Bruxelles-Hal-Vilvorde,1994,parlement-européen
R.G.B.,,1391,Bruxelles-Hal-Vilvorde,1994,parlement-européen
PSC,,50996,Charleroi-Thuin,1994,parlement-européen
PS,,117860,Charleroi-Thuin,1994,parlement-européen
ECOLO,,34229,Charleroi-Thuin,1994,parlement-européen
PRL-FDF,,51969,Charleroi-Thuin,1994,parlement-européen
FN,,33272,Charleroi-Thuin,1994,parlement-européen
LETD,,1343,Charleroi-Thuin,1994,parlement-européen
SUD,,2040,Charleroi-Thuin,1994,parlement-européen
G.U.,,5485,Charleroi-Thuin,1994,parlement-européen
AGIR,,2901,Charleroi-Thuin,1994,parlement-européen
P.H.-H.P.,,1309,Charleroi-Thuin,1994,parlement-européen
PVDA/PTB,,4168,Charleroi-Thuin,1994,parlement-européen
CVP,,112043,Courtrai-Roulers-Tielt,1994,parlement-européen
SP,,54978,Courtrai-Roulers-Tielt,1994,parlement-européen
VLD,,58570,Courtrai-Roulers-Tielt,1994,parlement-européen
AGALEV,,32383,Courtrai-Roulers-Tielt,1994,parlement-européen
VU,,23310,Courtrai-Roulers-Tielt,1994,parlement-européen
VLAAMS BLOK,,26653,Courtrai-Roulers-Tielt,1994,parlement-européen
