Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,,255927,Anvers,1994,parlement-européen
SP,,168491,Anvers,1994,parlement-européen
VLD,,154190,Anvers,1994,parlement-européen
AGALEV,,123354,Anvers,1994,parlement-européen
VU,,60750,Anvers,1994,parlement-européen
VLAAMS BLOK,,172940,Anvers,1994,parlement-européen
PVDA,,14845,Anvers,1994,parlement-européen
B.E.B,,6458,Anvers,1994,parlement-européen
N.W.P.,,6242,Anvers,1994,parlement-européen
W.O.W.,,49424,Anvers,1994,parlement-européen
R.G.B.,,5700,Anvers,1994,parlement-européen
CVP,,161183,Brabant,1994,parlement-européen
SP,,106385,Brabant,1994,parlement-européen
VLD,,124691,Brabant,1994,parlement-européen
AGALEV,,64600,Brabant,1994,parlement-européen
VU,,54425,Brabant,1994,parlement-européen
VLAAMS BLOK,,77497,Brabant,1994,parlement-européen
PSC,,81512,Brabant,1994,parlement-européen
PS,,111820,Brabant,1994,parlement-européen
ECOLO,,92204,Brabant,1994,parlement-européen
PRL-FDF,,229337,Brabant,1994,parlement-européen
FN,,57684,Brabant,1994,parlement-européen
LETD,,2625,Brabant,1994,parlement-européen
SUD,,4792,Brabant,1994,parlement-européen
G.U.,,13908,Brabant,1994,parlement-européen
AGIR,,4579,Brabant,1994,parlement-européen
P.H.-H.P.,,1787,Brabant,1994,parlement-européen
PVDA/PTB,,4764,Brabant,1994,parlement-européen
PVDA,,5260,Brabant,1994,parlement-européen
B.E.B,,5501,Brabant,1994,parlement-européen
N.W.P.,,3063,Brabant,1994,parlement-européen
W.O.W.,,17344,Brabant,1994,parlement-européen
R.G.B.,,2606,Brabant,1994,parlement-européen
CVP,,217866,Flandre occidentale,1994,parlement-européen
SP,,125189,Flandre occidentale,1994,parlement-européen
VLD,,141306,Flandre occidentale,1994,parlement-européen
AGALEV,,71680,Flandre occidentale,1994,parlement-européen
VU,,54637,Flandre occidentale,1994,parlement-européen
VLAAMS BLOK,,62873,Flandre occidentale,1994,parlement-européen
PVDA,,6271,Flandre occidentale,1994,parlement-européen
B.E.B,,3486,Flandre occidentale,1994,parlement-européen
N.W.P.,,3660,Flandre occidentale,1994,parlement-européen
W.O.W.,,22210,Flandre occidentale,1994,parlement-européen
R.G.B.,,2073,Flandre occidentale,1994,parlement-européen
CVP,,239558,Flandre orientale,1994,parlement-européen
SP,,157382,Flandre orientale,1994,parlement-européen
VLD,,177165,Flandre orientale,1994,parlement-européen
AGALEV,,91335,Flandre orientale,1994,parlement-européen
VU,,62024,Flandre orientale,1994,parlement-européen
VLAAMS BLOK,,100957,Flandre orientale,1994,parlement-européen
PVDA,,9939,Flandre orientale,1994,parlement-européen
B.E.B,,7040,Flandre orientale,1994,parlement-européen
N.W.P.,,4322,Flandre orientale,1994,parlement-européen
W.O.W.,,25372,Flandre orientale,1994,parlement-européen
R.G.B.,,4091,Flandre orientale,1994,parlement-européen
PSC,,130390,Hainaut,1994,parlement-européen
PS,,261114,Hainaut,1994,parlement-européen
ECOLO,,81571,Hainaut,1994,parlement-européen
PRL-FDF,,124122,Hainaut,1994,parlement-européen
FN,,65845,Hainaut,1994,parlement-européen
LETD,,2854,Hainaut,1994,parlement-européen
SUD,,3899,Hainaut,1994,parlement-européen
G.U.,,11410,Hainaut,1994,parlement-européen
AGIR,,7234,Hainaut,1994,parlement-européen
P.H.-H.P.,,2547,Hainaut,1994,parlement-européen
PVDA/PTB,,7012,Hainaut,1994,parlement-européen
PSC,,103912,Liège,1994,parlement-européen
PS,,197262,Liège,1994,parlement-européen
ECOLO,,65172,Liège,1994,parlement-européen
PRL-FDF,,103552,Liège,1994,parlement-européen
FN,,24276,Liège,1994,parlement-européen
LETD,,2125,Liège,1994,parlement-européen
SUD,,3122,Liège,1994,parlement-européen
G.U.,,7768,Liège,1994,parlement-européen
AGIR,,27047,Liège,1994,parlement-européen
P.H.-H.P.,,1171,Liège,1994,parlement-européen
PVDA/PTB,,3752,Liège,1994,parlement-européen
CVP,,138732,Limbourg,1994,parlement-européen
SP,,93924,Limbourg,1994,parlement-européen
VLD,,81069,Limbourg,1994,parlement-européen
AGALEV,,45229,Limbourg,1994,parlement-européen
VU,,30207,Limbourg,1994,parlement-européen
VLAAMS BLOK,,49652,Limbourg,1994,parlement-européen
PVDA,,5501,Limbourg,1994,parlement-européen
B.E.B,,1647,Limbourg,1994,parlement-européen
N.W.P.,,2643,Limbourg,1994,parlement-européen
W.O.W.,,13154,Limbourg,1994,parlement-européen
R.G.B.,,1079,Limbourg,1994,parlement-européen
PSC,,43863,Luxembourg,1994,parlement-européen
PS,,34326,Luxembourg,1994,parlement-européen
ECOLO,,17108,Luxembourg,1994,parlement-européen
PRL-FDF,,31257,Luxembourg,1994,parlement-européen
FN,,6519,Luxembourg,1994,parlement-européen
LETD,,444,Luxembourg,1994,parlement-européen
SUD,,625,Luxembourg,1994,parlement-européen
G.U.,,840,Luxembourg,1994,parlement-européen
AGIR,,1652,Luxembourg,1994,parlement-européen
P.H.-H.P.,,243,Luxembourg,1994,parlement-européen
PVDA/PTB,,428,Luxembourg,1994,parlement-européen
PSC,,60521,Namur,1994,parlement-européen
PS,,75620,Namur,1994,parlement-européen
ECOLO,,34804,Namur,1994,parlement-européen
PRL-FDF,,53456,Namur,1994,parlement-européen
FN,,21408,Namur,1994,parlement-européen
LETD,,774,Namur,1994,parlement-européen
SUD,,1616,Namur,1994,parlement-européen
G.U.,,2051,Namur,1994,parlement-européen
AGIR,,2405,Namur,1994,parlement-européen
P.H.-H.P.,,637,Namur,1994,parlement-européen
PVDA/PTB,,1498,Namur,1994,parlement-européen
