Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
N-VA,,19632,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
sp.a-spirit,,67002,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
VLAAMS BLOK,,74736,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
CD&V,,68623,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
VLD,,101596,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
AGALEV,,14243,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
LIB. APPEL,,1674,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
LSP,,620,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
RESIST,,1039,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
VIVANT,,3903,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
veilig blauw,,893,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
SOLIDE,,402,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
MR,,191489,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
ECOLO,,55505,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
CDH,,53302,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
PS,,130746,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
FN,,26721,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
RWF RBF,,3080,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
CDF,,11052,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
PTB,,3203,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
VIVANT.,,6379,Circonscription Bruxelles-Hal-Vilvorde,2003,sénat
N-VA,,180641,Circonscription Flamande,2003,sénat
sp.a-spirit,,946558,Circonscription Flamande,2003,sénat
VLAAMS BLOK,,667204,Circonscription Flamande,2003,sénat
CD&V,,764226,Circonscription Flamande,2003,sénat
VLD,,906272,Circonscription Flamande,2003,sénat
AGALEV,,146781,Circonscription Flamande,2003,sénat
LIB. APPEL,,24955,Circonscription Flamande,2003,sénat
LSP,,7717,Circonscription Flamande,2003,sénat
RESIST,,16565,Circonscription Flamande,2003,sénat
VIVANT,,46399,Circonscription Flamande,2003,sénat
veilig blauw,,7155,Circonscription Flamande,2003,sénat
SOLIDE,,6249,Circonscription Flamande,2003,sénat
MR,,604268,Circonscription Wallonne,2003,sénat
ECOLO,,153363,Circonscription Wallonne,2003,sénat
CDH,,309403,Circonscription Wallonne,2003,sénat
PS,,710162,Circonscription Wallonne,2003,sénat
FN,,120584,Circonscription Wallonne,2003,sénat
VIVANT,,30042,Circonscription Wallonne,2003,sénat
RWF RBF,,24344,Circonscription Wallonne,2003,sénat
CDF,,27287,Circonscription Wallonne,2003,sénat
PTB,,15496,Circonscription Wallonne,2003,sénat
