Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,3.0,60351,Alost-Audenarde,1912,sénat
Liberal/Liberaal,1.0,24359,Alost-Audenarde,1912,sénat
Dem Chrét,,8937,Alost-Audenarde,1912,sénat
Cath/Kath,4.0,84518,Anvers,1912,sénat
CARTEL LIB/ soc,,72166,Anvers,1912,sénat
Cath/Kath,1.0,27681,Bruges,1912,sénat
Liberal/Liberaal,1.0,17536,Bruges,1912,sénat
Cath/Kath,6.0,135780,Bruxelles,1912,sénat
Socialist,,56250,Bruxelles,1912,sénat
Liberal/Liberaal,5.0,99461,Bruxelles,1912,sénat
Cath/Kath,2.0,68161,Charleroi-Thuin,1912,sénat
CARTEL LIB/ soc,5.0,148269,Charleroi-Thuin,1912,sénat
Cath/Kath,3.0,69685,Courtrai-Ypres,1912,sénat
Liberal/Liberaal,1.0,29747,Courtrai-Ypres,1912,sénat
Cath/Kath,2.0,34912,Furnes-Dixmude-Ostende,1912,sénat
Liberal/Liberaal,,17336,Furnes-Dixmude-Ostende,1912,sénat
Cath/Kath,4.0,80446,Gand-Eeklo,1912,sénat
Socialist,1.0,19205,Gand-Eeklo,1912,sénat
Liberal/Liberaal,1.0,36595,Gand-Eeklo,1912,sénat
Cath/Kath,1.0,26944,Huy-Waremme,1912,sénat
Liberal/Liberaal,1.0,35262,Huy-Waremme,1912,sénat
Cath/Kath,2.0,51135,Liège,1912,sénat
Socialist,4.0,77121,Liège,1912,sénat
Liberal/Liberaal,1.0,38383,Liège,1912,sénat
Cath/Kath,2.0,53033,Louvain,1912,sénat
CARTEL LIB/ soc,1.0,32668,Louvain,1912,sénat
Cath/Kath,,75866,Malines-Turnhout,1912,sénat
CARTEL LIB/ soc,,29856,Malines-Turnhout,1912,sénat
Cath/Kath,2.0,52970,Mons-Soignies,1912,sénat
Socialist,2.0,70621,Mons-Soignies,1912,sénat
Liberal/Liberaal,1.0,37832,Mons-Soignies,1912,sénat
Cath/Kath,1.0,29932,Nivelles,1912,sénat
CARTEL LIB/ soc,1.0,40196,Nivelles,1912,sénat
Cath/Kath,3.0,45261,Roulers-Tielt,1912,sénat
Liberal/Liberaal,,6424,Roulers-Tielt,1912,sénat
Cath/Kath,3.0,68492,Termonde-Saint-Nicolas,1912,sénat
Liberal/Liberaal,1.0,20287,Termonde-Saint-Nicolas,1912,sénat
Cath/Kath,1.0,43848,Tournai-Ath,1912,sénat
CARTEL LIB/ soc,2.0,51571,Tournai-Ath,1912,sénat
Cath/Kath,1.0,28056,Verviers,1912,sénat
Liberal/Liberaal,1.0,30181,Verviers,1912,sénat
