Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
FN,0,2418,Circonscription d'Anvers,2004,parlement-flamand
VLD-VIVANT,6,184521,Circonscription d'Anvers,2004,parlement-flamand
sp.a-spirit,6,195277,Circonscription d'Anvers,2004,parlement-flamand
CD&V-N-VA,9,271204,Circonscription d'Anvers,2004,parlement-flamand
GROEN!,2,85275,Circonscription d'Anvers,2004,parlement-flamand
VLAAMS BLOK,10,325096,Circonscription d'Anvers,2004,parlement-flamand
PVDA+,0,7547,Circonscription d'Anvers,2004,parlement-flamand
PvdD,0,2640,Circonscription d'Anvers,2004,parlement-flamand
BELG.UNIE-BUB,0,2455,Circonscription d'Anvers,2004,parlement-flamand
SOLIDE,0,1772,Circonscription d'Anvers,2004,parlement-flamand
MDP,0,2882,Circonscription d'Anvers,2004,parlement-flamand
VLD-VIVANT,4,145890,Circonscription de Flandre occidentale,2004,parlement-flamand
sp.a-spirit,5,160091,Circonscription de Flandre occidentale,2004,parlement-flamand
CD&V-N-VA,8,258580,Circonscription de Flandre occidentale,2004,parlement-flamand
GROEN!,1,52735,Circonscription de Flandre occidentale,2004,parlement-flamand
VLAAMS BLOK,4,158323,Circonscription de Flandre occidentale,2004,parlement-flamand
PVDA+,0,3355,Circonscription de Flandre occidentale,2004,parlement-flamand
vital,0,1332,Circonscription de Flandre occidentale,2004,parlement-flamand
BELG.UNIE-BUB,0,1261,Circonscription de Flandre occidentale,2004,parlement-flamand
SOLIDE,0,1849,Circonscription de Flandre occidentale,2004,parlement-flamand
VLD-VIVANT,7,225792,Circonscription de Flandre orientale,2004,parlement-flamand
sp.a-spirit,5,180421,Circonscription de Flandre orientale,2004,parlement-flamand
CD&V-N-VA,7,222277,Circonscription de Flandre orientale,2004,parlement-flamand
GROEN!,2,86202,Circonscription de Flandre orientale,2004,parlement-flamand
VLAAMS BLOK,6,216409,Circonscription de Flandre orientale,2004,parlement-flamand
PVDA+,0,5543,Circonscription de Flandre orientale,2004,parlement-flamand
RESPECT,0,5227,Circonscription de Flandre orientale,2004,parlement-flamand
LSP,0,2509,Circonscription de Flandre orientale,2004,parlement-flamand
MDP,0,1305,Circonscription de Flandre orientale,2004,parlement-flamand
MRV,0,761,Circonscription de Flandre orientale,2004,parlement-flamand
B.U.B.,0,1723,Circonscription de Flandre orientale,2004,parlement-flamand
VLD-VIVANT,3,95686,Circonscription de Limbourg,2004,parlement-flamand
sp.a-spirit,4,138036,Circonscription de Limbourg,2004,parlement-flamand
CD&V-N-VA,5,142717,Circonscription de Limbourg,2004,parlement-flamand
GROEN!,0,23531,Circonscription de Limbourg,2004,parlement-flamand
VLAAMS BLOK,4,117410,Circonscription de Limbourg,2004,parlement-flamand
PVDA+,0,3593,Circonscription de Limbourg,2004,parlement-flamand
STA OP,0,1821,Circonscription de Limbourg,2004,parlement-flamand
SOLIDE,0,1050,Circonscription de Limbourg,2004,parlement-flamand
BELG.UNIE-BUB,0,1472,Circonscription de Limbourg,2004,parlement-flamand
FN,0,4970,Circonscription du Brabant flamand,2004,parlement-flamand
VLD-VIVANT,4,140085,Circonscription du Brabant flamand,2004,parlement-flamand
sp.a-spirit,4,114808,Circonscription du Brabant flamand,2004,parlement-flamand
CD&V-N-VA,5,156477,Circonscription du Brabant flamand,2004,parlement-flamand
GROEN!,1,54419,Circonscription du Brabant flamand,2004,parlement-flamand
VLAAMS BLOK,5,143442,Circonscription du Brabant flamand,2004,parlement-flamand
PVDA+,0,2836,Circonscription du Brabant flamand,2004,parlement-flamand
UF,1,43391,Circonscription du Brabant flamand,2004,parlement-flamand
SOLIDE,0,1362,Circonscription du Brabant flamand,2004,parlement-flamand
BELG.UNIE-BUB,0,3676,Circonscription du Brabant flamand,2004,parlement-flamand
VLD-VIVANT,1,12604,Ressort MBPF,2004,parlement-flamand
sp.a-spirit,1,10692,Ressort MBPF,2004,parlement-flamand
CD&V-N-VA,1,9325,Ressort MBPF,2004,parlement-flamand
GROEN!,0,6736,Ressort MBPF,2004,parlement-flamand
VLAAMS BLOK,3,20907,Ressort MBPF,2004,parlement-flamand
VDB,0,357,Ressort MBPF,2004,parlement-flamand
BELG.UNIE-BUB,0,671,Ressort MBPF,2004,parlement-flamand
