Parti,Nombre de sièges,Nombre de voix,commune,date,election
GROEN,,1460,Aalter,2014,parlement-flamand
VLAAMS BELANG,,518,Aalter,2014,parlement-flamand
OpenVld,,1902,Aalter,2014,parlement-flamand
SP.A,,1273,Aalter,2014,parlement-flamand
N-VA,,4061,Aalter,2014,parlement-flamand
CD&V,,4344,Aalter,2014,parlement-flamand
PVDA+,,199,Aalter,2014,parlement-flamand
R.O.S.S.E.M.,,45,Aalter,2014,parlement-flamand
Piratenpartij,,71,Aalter,2014,parlement-flamand
SD&P,,12,Aalter,2014,parlement-flamand
GENOEG,,28,Aalter,2014,parlement-flamand
ROEL,,9,Aalter,2014,parlement-flamand
VCP,,12,Aalter,2014,parlement-flamand
GROEN,,1576,Aarschot,2014,parlement-flamand
VLAAMS BELANG,,1329,Aarschot,2014,parlement-flamand
OpenVld,,4043,Aarschot,2014,parlement-flamand
U F,,18,Aarschot,2014,parlement-flamand
SP.A,,2863,Aarschot,2014,parlement-flamand
N-VA,,5986,Aarschot,2014,parlement-flamand
CD&V,,3884,Aarschot,2014,parlement-flamand
PVDA+,,425,Aarschot,2014,parlement-flamand
VCP,,29,Aarschot,2014,parlement-flamand
ROSSEM,,70,Aarschot,2014,parlement-flamand
ROEL,,34,Aarschot,2014,parlement-flamand
GENOEG,,57,Aarschot,2014,parlement-flamand
Piratenpartij,,163,Aarschot,2014,parlement-flamand
GROEN,,718,Aartselaar,2014,parlement-flamand
VLAAMS BELANG,,573,Aartselaar,2014,parlement-flamand
OpenVld,,1223,Aartselaar,2014,parlement-flamand
SP.A,,746,Aartselaar,2014,parlement-flamand
N-VA,,4265,Aartselaar,2014,parlement-flamand
CD&V,,2060,Aartselaar,2014,parlement-flamand
PVDA+,,173,Aartselaar,2014,parlement-flamand
R.O.S.S.E.M.,,12,Aartselaar,2014,parlement-flamand
VCP,,4,Aartselaar,2014,parlement-flamand
ROEL,,12,Aartselaar,2014,parlement-flamand
MAMA,,22,Aartselaar,2014,parlement-flamand
Piratenpartij,,59,Aartselaar,2014,parlement-flamand
GENOEG,,26,Aartselaar,2014,parlement-flamand
GROEN,,449,Affligem,2014,parlement-flamand
VLAAMS BELANG,,416,Affligem,2014,parlement-flamand
OpenVld,,2091,Affligem,2014,parlement-flamand
U F,,33,Affligem,2014,parlement-flamand
SP.A,,567,Affligem,2014,parlement-flamand
N-VA,,3233,Affligem,2014,parlement-flamand
CD&V,,1946,Affligem,2014,parlement-flamand
PVDA+,,106,Affligem,2014,parlement-flamand
VCP,,8,Affligem,2014,parlement-flamand
ROSSEM,,10,Affligem,2014,parlement-flamand
ROEL,,6,Affligem,2014,parlement-flamand
GENOEG,,14,Affligem,2014,parlement-flamand
Piratenpartij,,51,Affligem,2014,parlement-flamand
GROEN,,626,Alken,2014,parlement-flamand
VLAAMS BELANG,,342,Alken,2014,parlement-flamand
OpenVld,,1169,Alken,2014,parlement-flamand
SP.A,,1050,Alken,2014,parlement-flamand
N-VA,,2671,Alken,2014,parlement-flamand
CD&V,,2014,Alken,2014,parlement-flamand
PVDA+,,110,Alken,2014,parlement-flamand
ROEL,,7,Alken,2014,parlement-flamand
R.O.S.S.E.M.,,21,Alken,2014,parlement-flamand
GENOEG,,23,Alken,2014,parlement-flamand
VCP,,6,Alken,2014,parlement-flamand
GROEN,,3692,Alost,2014,parlement-flamand
VLAAMS BELANG,,4300,Alost,2014,parlement-flamand
OpenVld,,8365,Alost,2014,parlement-flamand
SP.A,,6538,Alost,2014,parlement-flamand
N-VA,,20279,Alost,2014,parlement-flamand
CD&V,,7884,Alost,2014,parlement-flamand
PVDA+,,932,Alost,2014,parlement-flamand
R.O.S.S.E.M.,,129,Alost,2014,parlement-flamand
Piratenpartij,,406,Alost,2014,parlement-flamand
SD&P,,1680,Alost,2014,parlement-flamand
GENOEG,,101,Alost,2014,parlement-flamand
ROEL,,84,Alost,2014,parlement-flamand
VCP,,32,Alost,2014,parlement-flamand
GROEN,,183,Alveringem,2014,parlement-flamand
VB,,159,Alveringem,2014,parlement-flamand
OpenVld,,416,Alveringem,2014,parlement-flamand
SP.A,,403,Alveringem,2014,parlement-flamand
N-VA,,1124,Alveringem,2014,parlement-flamand
CD&V,,933,Alveringem,2014,parlement-flamand
PVDA+,,42,Alveringem,2014,parlement-flamand
R.O.S.S.E.M.,,7,Alveringem,2014,parlement-flamand
ROEL,,4,Alveringem,2014,parlement-flamand
GENOEG,,16,Alveringem,2014,parlement-flamand
VCP,,8,Alveringem,2014,parlement-flamand
Piratenpartij,,33,Alveringem,2014,parlement-flamand
V.I.T.A.L.,,4,Alveringem,2014,parlement-flamand
GROEN,,728,Anderlecht,2014,parlement-flamand
VLAAMS BELANG,,501,Anderlecht,2014,parlement-flamand
open vld,,1060,Anderlecht,2014,parlement-flamand
SP.A,,1269,Anderlecht,2014,parlement-flamand
NVA,,1184,Anderlecht,2014,parlement-flamand
CD&V,,719,Anderlecht,2014,parlement-flamand
PENSIO(E)N PLUS,,97,Anderlecht,2014,parlement-flamand
GROEN,,38589,Anvers,2014,parlement-flamand
VLAAMS BELANG,,20816,Anvers,2014,parlement-flamand
OpenVld,,22441,Anvers,2014,parlement-flamand
SP.A,,44648,Anvers,2014,parlement-flamand
N-VA,,85959,Anvers,2014,parlement-flamand
CD&V,,31095,Anvers,2014,parlement-flamand
PVDA+,,21305,Anvers,2014,parlement-flamand
R.O.S.S.E.M.,,529,Anvers,2014,parlement-flamand
VCP,,144,Anvers,2014,parlement-flamand
ROEL,,298,Anvers,2014,parlement-flamand
MAMA,,863,Anvers,2014,parlement-flamand
Piratenpartij,,1919,Anvers,2014,parlement-flamand
GENOEG,,793,Anvers,2014,parlement-flamand
GROEN,,588,Anzegem,2014,parlement-flamand
VB,,469,Anzegem,2014,parlement-flamand
OpenVld,,1379,Anzegem,2014,parlement-flamand
SP.A,,1085,Anzegem,2014,parlement-flamand
N-VA,,3215,Anzegem,2014,parlement-flamand
CD&V,,3159,Anzegem,2014,parlement-flamand
PVDA+,,133,Anzegem,2014,parlement-flamand
R.O.S.S.E.M.,,22,Anzegem,2014,parlement-flamand
ROEL,,7,Anzegem,2014,parlement-flamand
GENOEG,,17,Anzegem,2014,parlement-flamand
VCP,,14,Anzegem,2014,parlement-flamand
Piratenpartij,,55,Anzegem,2014,parlement-flamand
V.I.T.A.L.,,3,Anzegem,2014,parlement-flamand
GROEN,,339,Ardooie,2014,parlement-flamand
VB,,309,Ardooie,2014,parlement-flamand
OpenVld,,1067,Ardooie,2014,parlement-flamand
SP.A,,697,Ardooie,2014,parlement-flamand
N-VA,,1877,Ardooie,2014,parlement-flamand
CD&V,,1834,Ardooie,2014,parlement-flamand
PVDA+,,76,Ardooie,2014,parlement-flamand
R.O.S.S.E.M.,,19,Ardooie,2014,parlement-flamand
ROEL,,8,Ardooie,2014,parlement-flamand
GENOEG,,11,Ardooie,2014,parlement-flamand
VCP,,13,Ardooie,2014,parlement-flamand
Piratenpartij,,45,Ardooie,2014,parlement-flamand
V.I.T.A.L.,,7,Ardooie,2014,parlement-flamand
GROEN,,566,Arendonk,2014,parlement-flamand
VLAAMS BELANG,,595,Arendonk,2014,parlement-flamand
OpenVld,,573,Arendonk,2014,parlement-flamand
SP.A,,802,Arendonk,2014,parlement-flamand
N-VA,,3139,Arendonk,2014,parlement-flamand
CD&V,,2076,Arendonk,2014,parlement-flamand
PVDA+,,108,Arendonk,2014,parlement-flamand
R.O.S.S.E.M.,,9,Arendonk,2014,parlement-flamand
VCP,,7,Arendonk,2014,parlement-flamand
ROEL,,12,Arendonk,2014,parlement-flamand
MAMA,,18,Arendonk,2014,parlement-flamand
Piratenpartij,,42,Arendonk,2014,parlement-flamand
GENOEG,,20,Arendonk,2014,parlement-flamand
GROEN,,262,As,2014,parlement-flamand
VLAAMS BELANG,,345,As,2014,parlement-flamand
OpenVld,,504,As,2014,parlement-flamand
SP.A,,726,As,2014,parlement-flamand
N-VA,,1971,As,2014,parlement-flamand
CD&V,,1289,As,2014,parlement-flamand
PVDA+,,191,As,2014,parlement-flamand
ROEL,,5,As,2014,parlement-flamand
R.O.S.S.E.M.,,10,As,2014,parlement-flamand
GENOEG,,12,As,2014,parlement-flamand
VCP,,12,As,2014,parlement-flamand
GROEN,,1532,Asse,2014,parlement-flamand
VLAAMS BELANG,,846,Asse,2014,parlement-flamand
OpenVld,,4562,Asse,2014,parlement-flamand
U F,,453,Asse,2014,parlement-flamand
SP.A,,1968,Asse,2014,parlement-flamand
N-VA,,6137,Asse,2014,parlement-flamand
CD&V,,3196,Asse,2014,parlement-flamand
PVDA+,,283,Asse,2014,parlement-flamand
