Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,7.0,82878,Anvers,1910,chambre-des-représentants
Social,1.0,16722,Anvers,1910,chambre-des-représentants
Diss. Social,,99,Anvers,1910,chambre-des-représentants
Liberal/Liberaal,5.0,65541,Anvers,1910,chambre-des-représentants
onafh/indép,,663,Anvers,1910,chambre-des-représentants
Cath/Kath,2.0,25294,Arlon-Marche-Bastogne,1910,chambre-des-représentants
CARTEL LIB/s,3.0,20259,Arlon-Marche-Bastogne,1910,chambre-des-représentants
christ democr,,1288,Arlon-Marche-Bastogne,1910,chambre-des-représentants
Cath/Kath,3.0,31012,Bruges,1910,chambre-des-représentants
Liberal/Liberaal,1.0,15736,Bruges,1910,chambre-des-représentants
christ democr,,2726,Bruges,1910,chambre-des-représentants
Cath/Kath,9.0,129152,Bruxelles,1910,chambre-des-représentants
Dissid Cath,,3398,Bruxelles,1910,chambre-des-représentants
Social,5.0,68604,Bruxelles,1910,chambre-des-représentants
Liberal/Liberaal,7.0,99634,Bruxelles,1910,chambre-des-représentants
onafh/indép,,5296,Bruxelles,1910,chambre-des-représentants
christ democr,,5510,Bruxelles,1910,chambre-des-représentants
Cath/Kath,3.0,41802,Courtrai,1910,chambre-des-représentants
Liberal/Liberaal,,3804,Courtrai,1910,chambre-des-représentants
CARTEL LIB/s,2.0,22791,Courtrai,1910,chambre-des-représentants
Cath/Kath,2.0,31096,Dinant-Philippeville,1910,chambre-des-représentants
Dissid Cath,,7388,Dinant-Philippeville,1910,chambre-des-représentants
CARTEL LIB/s,2.0,30034,Dinant-Philippeville,1910,chambre-des-représentants
Cath/Kath,3.0,36140,Furnes-Dixmude-Ostende,1910,chambre-des-représentants
Liberal/Liberaal,1.0,20297,Furnes-Dixmude-Ostende,1910,chambre-des-représentants
Cath/Kath,4.0,51219,Louvain,1910,chambre-des-représentants
Dissid Cath,,2902,Louvain,1910,chambre-des-représentants
CARTEL LIB/s,2.0,35479,Louvain,1910,chambre-des-représentants
Cath/Kath,3.0,41632,Malines,1910,chambre-des-représentants
CARTEL LIB/s,1.0,24818,Malines,1910,chambre-des-représentants
DEMOCRAT,,872,Malines,1910,chambre-des-représentants
Cath/Kath,2.0,40806,Namur,1910,chambre-des-représentants
CARTEL LIB/s,3.0,45390,Namur,1910,chambre-des-représentants
christ democr,,922,Namur,1910,chambre-des-représentants
Cath/Kath,1.0,23055,Neufchâteau-Virton,1910,chambre-des-représentants
CARTEL LIB/s,1.0,18033,Neufchâteau-Virton,1910,chambre-des-représentants
Cath/Kath,1.0,29497,Nivelles,1910,chambre-des-représentants
CARTEL LIB/s,3.0,46259,Nivelles,1910,chambre-des-représentants
Cath/Kath,4.0,45963,Roulers-Tielt,1910,chambre-des-représentants
Liberal/Liberaal,,9162,Roulers-Tielt,1910,chambre-des-représentants
onafh/indép,,682,Roulers-Tielt,1910,chambre-des-représentants
christ democr,,1048,Roulers-Tielt,1910,chambre-des-représentants
Cath/Kath,3.0,38795,Turnhout,1910,chambre-des-représentants
Liberal/Liberaal,,9048,Turnhout,1910,chambre-des-représentants
Cath/Kath,2.0,28508,Ypres,1910,chambre-des-représentants
Liberal/Liberaal,1.0,13245,Ypres,1910,chambre-des-représentants
