Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,13.0,163305,Anvers,1910,chambre-des-représentants
Social,1.0,16722,Anvers,1910,chambre-des-représentants
Diss. Social,,99,Anvers,1910,chambre-des-représentants
Liberal/Liberaal,5.0,74589,Anvers,1910,chambre-des-représentants
CARTEL LIB/s,1.0,24818,Anvers,1910,chambre-des-représentants
onafh/indép,,663,Anvers,1910,chambre-des-représentants
DEMOCRAT,,872,Anvers,1910,chambre-des-représentants
Cath/Kath,14.0,209868,Brabant,1910,chambre-des-représentants
Dissid Cath,,6300,Brabant,1910,chambre-des-représentants
Social,5.0,68604,Brabant,1910,chambre-des-représentants
Liberal/Liberaal,7.0,99634,Brabant,1910,chambre-des-représentants
CARTEL LIB/s,5.0,81738,Brabant,1910,chambre-des-représentants
onafh/indép,,5296,Brabant,1910,chambre-des-représentants
christ democr,,5510,Brabant,1910,chambre-des-représentants
Cath/Kath,15.0,183425,Flandre occidentale,1910,chambre-des-représentants
Liberal/Liberaal,3.0,62244,Flandre occidentale,1910,chambre-des-représentants
CARTEL LIB/s,2.0,22791,Flandre occidentale,1910,chambre-des-représentants
onafh/indép,,682,Flandre occidentale,1910,chambre-des-représentants
christ democr,,3774,Flandre occidentale,1910,chambre-des-représentants
Cath/Kath,3.0,48349,Luxembourg,1910,chambre-des-représentants
CARTEL LIB/s,4.0,38292,Luxembourg,1910,chambre-des-représentants
christ democr,,1288,Luxembourg,1910,chambre-des-représentants
Cath/Kath,4.0,71902,Namur,1910,chambre-des-représentants
Dissid Cath,,7388,Namur,1910,chambre-des-représentants
CARTEL LIB/s,5.0,75424,Namur,1910,chambre-des-représentants
christ democr,,922,Namur,1910,chambre-des-représentants
