Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Vl. National.Fl,1.0,20001,Alost-Audenarde,1929,sénat
Cath/Kath,1.0,28500,Alost-Audenarde,1929,sénat
Socialist,1.0,25264,Alost-Audenarde,1929,sénat
Liberal/Liberaal,1.0,15927,Alost-Audenarde,1929,sénat
Vl. National.Fl,,15250,Anvers,1929,sénat
Cath/Kath,3.0,64434,Anvers,1929,sénat
Socialist,3.0,64196,Anvers,1929,sénat
Liberal/Liberaal,1.0,35143,Anvers,1929,sénat
Comm,,2271,Anvers,1929,sénat
Cath/Kath,2.0,32407,Arlon-Marche-Bastogne,1929,sénat
Socialist,1.0,16119,Arlon-Marche-Bastogne,1929,sénat
Liberal/Liberaal,,13714,Arlon-Marche-Bastogne,1929,sénat
Vl. National.Fl,,1845,Bruges,1929,sénat
Cath/Kath,1.0,22718,Bruges,1929,sénat
Socialist,1.0,12654,Bruges,1929,sénat
Liberal/Liberaal,,5614,Bruges,1929,sénat
Vl. National.Fl,,12568,Bruxelles,1929,sénat
Cath/Kath,5.0,114251,Bruxelles,1929,sénat
Socialist,4.0,95899,Bruxelles,1929,sénat
Liberal/Liberaal,4.0,73435,Bruxelles,1929,sénat
Parti National Wallon,,1821,Bruxelles,1929,sénat
Rad. Social.,,489,Bruxelles,1929,sénat
Comm,,8440,Bruxelles,1929,sénat
Cath/Kath,2.0,42601,Charleroi-Thuin,1929,sénat
Socialist,4.0,96700,Charleroi-Thuin,1929,sénat
Liberal/Liberaal,1.0,27976,Charleroi-Thuin,1929,sénat
Comm,,7421,Charleroi-Thuin,1929,sénat
Vl. National.Fl,,12274,Courtrai-Ypres,1929,sénat
Cath/Kath,2.0,21089,Courtrai-Ypres,1929,sénat
Socialist,1.0,26858,Courtrai-Ypres,1929,sénat
Liberal/Liberaal,,9855,Courtrai-Ypres,1929,sénat
Christ. Werklieden/Ouvri,1.0,24924,Courtrai-Ypres,1929,sénat
Vl. National.Fl,,5470,Furnes-Dixmude-Ostende,1929,sénat
Cath/Kath,1.0,17671,Furnes-Dixmude-Ostende,1929,sénat
Socialist,1.0,7839,Furnes-Dixmude-Ostende,1929,sénat
Liberal/Liberaal,,14715,Furnes-Dixmude-Ostende,1929,sénat
Vl. National.Fl,,5247,Gand-Eeklo,1929,sénat
Cath/Kath,3.0,65110,Gand-Eeklo,1929,sénat
Socialist,2.0,45771,Gand-Eeklo,1929,sénat
