Parti,Nombre de sièges,Nombre de voix,canton,date,election
ECOLO,,3601,Canton d'Andenne,2019,parlement-wallon
CDH,,2805,Canton d'Andenne,2019,parlement-wallon
MR,,4257,Canton d'Andenne,2019,parlement-wallon
Parti Populaire,,808,Canton d'Andenne,2019,parlement-wallon
DéFI,,1166,Canton d'Andenne,2019,parlement-wallon
PTB,,3610,Canton d'Andenne,2019,parlement-wallon
LISTES DESTEXHE,,348,Canton d'Andenne,2019,parlement-wallon
PS,,6658,Canton d'Andenne,2019,parlement-wallon
DierAnimal,,381,Canton d'Andenne,2019,parlement-wallon
NATION,,180,Canton d'Andenne,2019,parlement-wallon
AGIR,,176,Canton d'Andenne,2019,parlement-wallon
ECOLO,,509,Canton d'Anderlues,2019,parlement-wallon
CDH,,349,Canton d'Anderlues,2019,parlement-wallon
MR,,606,Canton d'Anderlues,2019,parlement-wallon
Parti Populaire,,268,Canton d'Anderlues,2019,parlement-wallon
DéFI,,280,Canton d'Anderlues,2019,parlement-wallon
PTB,,1129,Canton d'Anderlues,2019,parlement-wallon
LISTES DESTEXHE,,64,Canton d'Anderlues,2019,parlement-wallon
PS,,3038,Canton d'Anderlues,2019,parlement-wallon
LA DROITE,,96,Canton d'Anderlues,2019,parlement-wallon
PCB,,21,Canton d'Anderlues,2019,parlement-wallon
COLLECTIF CITOYEN,,75,Canton d'Anderlues,2019,parlement-wallon
NATION,,46,Canton d'Anderlues,2019,parlement-wallon
AGIR,,84,Canton d'Anderlues,2019,parlement-wallon
ECOLO,,1376,Canton d'Antoing,2019,parlement-wallon
CDH,,1392,Canton d'Antoing,2019,parlement-wallon
MR,,1893,Canton d'Antoing,2019,parlement-wallon
Parti Populaire,,345,Canton d'Antoing,2019,parlement-wallon
DéFI,,470,Canton d'Antoing,2019,parlement-wallon
PTB,,1605,Canton d'Antoing,2019,parlement-wallon
LISTES DESTEXHE,,76,Canton d'Antoing,2019,parlement-wallon
PS,,4610,Canton d'Antoing,2019,parlement-wallon
COLLECTIF CITOYEN,,126,Canton d'Antoing,2019,parlement-wallon
AGIR,,77,Canton d'Antoing,2019,parlement-wallon
DierAnimal,,205,Canton d'Antoing,2019,parlement-wallon
NATION,,190,Canton d'Antoing,2019,parlement-wallon
ECOLO,,4557,Canton d'Arlon,2019,parlement-wallon
CDH,,4537,Canton d'Arlon,2019,parlement-wallon
MR,,4631,Canton d'Arlon,2019,parlement-wallon
Parti Populaire,,652,Canton d'Arlon,2019,parlement-wallon
DéFI,,708,Canton d'Arlon,2019,parlement-wallon
PTB,,1356,Canton d'Arlon,2019,parlement-wallon
LISTES DESTEXHE,,177,Canton d'Arlon,2019,parlement-wallon
PS,,2871,Canton d'Arlon,2019,parlement-wallon
NATION,,149,Canton d'Arlon,2019,parlement-wallon
COLLECTIF CITOYEN,,258,Canton d'Arlon,2019,parlement-wallon
ECOLO,,2457,Canton d'Ath,2019,parlement-wallon
CDH,,1559,Canton d'Ath,2019,parlement-wallon
MR,,3563,Canton d'Ath,2019,parlement-wallon
Parti Populaire,,563,Canton d'Ath,2019,parlement-wallon
DéFI,,656,Canton d'Ath,2019,parlement-wallon
PTB,,1998,Canton d'Ath,2019,parlement-wallon
LISTES DESTEXHE,,184,Canton d'Ath,2019,parlement-wallon
PS,,6264,Canton d'Ath,2019,parlement-wallon
COLLECTIF CITOYEN,,804,Canton d'Ath,2019,parlement-wallon
AGIR,,91,Canton d'Ath,2019,parlement-wallon
DierAnimal,,346,Canton d'Ath,2019,parlement-wallon
NATION,,155,Canton d'Ath,2019,parlement-wallon
ECOLO,,1026,Canton d'Aubel,2019,parlement-wallon
CDH,,1472,Canton d'Aubel,2019,parlement-wallon
MR,,2414,Canton d'Aubel,2019,parlement-wallon
Parti Populaire,,443,Canton d'Aubel,2019,parlement-wallon
DéFI,,230,Canton d'Aubel,2019,parlement-wallon
PTB,,843,Canton d'Aubel,2019,parlement-wallon
LISTES DESTEXHE,,91,Canton d'Aubel,2019,parlement-wallon
PS,,1145,Canton d'Aubel,2019,parlement-wallon
WALLONIE INSOUMISE,,63,Canton d'Aubel,2019,parlement-wallon
COLLECTIF CITOYEN,,74,Canton d'Aubel,2019,parlement-wallon
