Parti,Nombre de sièges,Nombre de voix,canton,date,election
open vld,,6915,Canton d'Aarschot,2019,parlement-flamand
N-VA,,7922,Canton d'Aarschot,2019,parlement-flamand
VLAAMS BELANG,,6745,Canton d'Aarschot,2019,parlement-flamand
CD&V,,4530,Canton d'Aarschot,2019,parlement-flamand
PVDA,,1704,Canton d'Aarschot,2019,parlement-flamand
UF,,28,Canton d'Aarschot,2019,parlement-flamand
GROEN,,3079,Canton d'Aarschot,2019,parlement-flamand
SP.A,,3701,Canton d'Aarschot,2019,parlement-flamand
DierAnimal,,393,Canton d'Aarschot,2019,parlement-flamand
PRO,,252,Canton d'Aarschot,2019,parlement-flamand
open vld,,11280,Canton d'Alost,2019,parlement-flamand
N-VA,,20324,Canton d'Alost,2019,parlement-flamand
VLAAMS BELANG,,21171,Canton d'Alost,2019,parlement-flamand
CD&V,,9226,Canton d'Alost,2019,parlement-flamand
PVDA,,3074,Canton d'Alost,2019,parlement-flamand
GROEN,,6278,Canton d'Alost,2019,parlement-flamand
SP.A,,7537,Canton d'Alost,2019,parlement-flamand
DierAnimal,,770,Canton d'Alost,2019,parlement-flamand
de coöperatie,,488,Canton d'Alost,2019,parlement-flamand
RP,,100,Canton d'Alost,2019,parlement-flamand
Be.One,,119,Canton d'Alost,2019,parlement-flamand
open vld,,1231,Canton d'Anderlecht (MBPF),2019,parlement-flamand
N-VA,,2092,Canton d'Anderlecht (MBPF),2019,parlement-flamand
VLAAMS BELANG,,1214,Canton d'Anderlecht (MBPF),2019,parlement-flamand
CD&V,,820,Canton d'Anderlecht (MBPF),2019,parlement-flamand
PVDA,,560,Canton d'Anderlecht (MBPF),2019,parlement-flamand
GROEN,,1441,Canton d'Anderlecht (MBPF),2019,parlement-flamand
sp.a-one.brussels,,1411,Canton d'Anderlecht (MBPF),2019,parlement-flamand
open vld,,24649,Canton d'Anvers,2019,parlement-flamand
N-VA,,82087,Canton d'Anvers,2019,parlement-flamand
VLAAMS BELANG,,40116,Canton d'Anvers,2019,parlement-flamand
CD&V,,15688,Canton d'Anvers,2019,parlement-flamand
PVDA,,32301,Canton d'Anvers,2019,parlement-flamand
GROEN,,49033,Canton d'Anvers,2019,parlement-flamand
SP.A,,27624,Canton d'Anvers,2019,parlement-flamand
DierAnimal,,2530,Canton d'Anvers,2019,parlement-flamand
PV&S,,2199,Canton d'Anvers,2019,parlement-flamand
D-SA,,2055,Canton d'Anvers,2019,parlement-flamand
Piratenpartij,,1515,Canton d'Anvers,2019,parlement-flamand
Genoeg vr iedereen,,699,Canton d'Anvers,2019,parlement-flamand
Be.One,,690,Canton d'Anvers,2019,parlement-flamand
Burgerlijst,,673,Canton d'Anvers,2019,parlement-flamand
open vld,,2255,Canton d'Arendonk,2019,parlement-flamand
N-VA,,9490,Canton d'Arendonk,2019,parlement-flamand
VLAAMS BELANG,,6257,Canton d'Arendonk,2019,parlement-flamand
CD&V,,5987,Canton d'Arendonk,2019,parlement-flamand
PVDA,,1009,Canton d'Arendonk,2019,parlement-flamand
GROEN,,1946,Canton d'Arendonk,2019,parlement-flamand
SP.A,,1888,Canton d'Arendonk,2019,parlement-flamand
DierAnimal,,145,Canton d'Arendonk,2019,parlement-flamand
PV&S,,19,Canton d'Arendonk,2019,parlement-flamand
D-SA,,6,Canton d'Arendonk,2019,parlement-flamand
Piratenpartij,,82,Canton d'Arendonk,2019,parlement-flamand
Genoeg vr iedereen,,63,Canton d'Arendonk,2019,parlement-flamand
Be.One,,13,Canton d'Arendonk,2019,parlement-flamand
Burgerlijst,,37,Canton d'Arendonk,2019,parlement-flamand
open vld,,15574,Canton d'Asse,2019,parlement-flamand
N-VA,,27279,Canton d'Asse,2019,parlement-flamand
VLAAMS BELANG,,13988,Canton d'Asse,2019,parlement-flamand
CD&V,,12069,Canton d'Asse,2019,parlement-flamand
PVDA,,3489,Canton d'Asse,2019,parlement-flamand
UF,,2259,Canton d'Asse,2019,parlement-flamand
GROEN,,9086,Canton d'Asse,2019,parlement-flamand
SP.A,,7433,Canton d'Asse,2019,parlement-flamand
DierAnimal,,1215,Canton d'Asse,2019,parlement-flamand
PRO,,1408,Canton d'Asse,2019,parlement-flamand
open vld,,2723,Canton d'Assenede,2019,parlement-flamand
N-VA,,2664,Canton d'Assenede,2019,parlement-flamand
VLAAMS BELANG,,4115,Canton d'Assenede,2019,parlement-flamand
