Parti,Nombre de sièges,Nombre de voix,commune,date,election
SP,,632,Aalter,1982,conseils-communaux
CVP,18.0,6563,Aalter,1982,conseils-communaux
AGALEV,1.0,787,Aalter,1982,conseils-communaux
PVV,,398,Aalter,1982,conseils-communaux
VOLKSB.,6.0,2344,Aalter,1982,conseils-communaux
SP,7.0,4431,Aarschot,1982,conseils-communaux
CVP,11.0,6061,Aarschot,1982,conseils-communaux
VU,1.0,1235,Aarschot,1982,conseils-communaux
PVV,10.0,5517,Aarschot,1982,conseils-communaux
SP,3.0,1117,Aartselaar,1982,conseils-communaux
CVP,9.0,2791,Aartselaar,1982,conseils-communaux
VU,3.0,1084,Aartselaar,1982,conseils-communaux
PVV,5.0,1725,Aartselaar,1982,conseils-communaux
VBA,3.0,1316,Aartselaar,1982,conseils-communaux
SP,1.0,655,Affligem Hekelgem,1982,conseils-communaux
CVP,9.0,2992,Affligem Hekelgem,1982,conseils-communaux
VU,2.0,881,Affligem Hekelgem,1982,conseils-communaux
CTL,9.0,3035,Affligem Hekelgem,1982,conseils-communaux
ASDP,,328,Affligem Hekelgem,1982,conseils-communaux
PS,10.0,2294,Aiseau-Presles,1982,conseils-communaux
PRL,1.0,558,Aiseau-Presles,1982,conseils-communaux
IC,10.0,2441,Aiseau-Presles,1982,conseils-communaux
CVP,11.0,3352,Alken,1982,conseils-communaux
EVA,10.0,3154,Alken,1982,conseils-communaux
SP,11.0,13291,Alost,1982,conseils-communaux
CVP,14.0,16596,Alost,1982,conseils-communaux
VU,7.0,9642,Alost,1982,conseils-communaux
AGALEV,,1897,Alost,1982,conseils-communaux
PVV,9.0,11173,Alost,1982,conseils-communaux
VLAAMS BLOK,,741,Alost,1982,conseils-communaux
KPB,,1020,Alost,1982,conseils-communaux
PVDA,,107,Alost,1982,conseils-communaux
PEEL,,312,Alost,1982,conseils-communaux
SP,,210,Alveringem,1982,conseils-communaux
CVP,8.0,1589,Alveringem,1982,conseils-communaux
GB,9.0,1839,Alveringem,1982,conseils-communaux
PS,17.0,5222,Amay,1982,conseils-communaux
PSC-PRL,5.0,1974,Amay,1982,conseils-communaux
GRAPP,1.0,824,Amay,1982,conseils-communaux
IC,5.0,1132,Amblève,1982,conseils-communaux
ECOLO,,166,Amblève,1982,conseils-communaux
HVA,10.0,1850,Amblève,1982,conseils-communaux
PS,19.0,8377,Andenne,1982,conseils-communaux
PSC,5.0,2772,Andenne,1982,conseils-communaux
PRL,2.0,1647,Andenne,1982,conseils-communaux
ECOLO,1.0,844,Andenne,1982,conseils-communaux
UDRT,,156,Andenne,1982,conseils-communaux
SC,1.0,1740,Anderlecht,1982,conseils-communaux
CVP,3.0,3612,Anderlecht,1982,conseils-communaux
VU,1.0,2135,Anderlecht,1982,conseils-communaux
FDF,7.0,7052,Anderlecht,1982,conseils-communaux
PVV,,1197,Anderlecht,1982,conseils-communaux
PCB-KP,,904,Anderlecht,1982,conseils-communaux
UDRT-RAD,1.0,2356,Anderlecht,1982,conseils-communaux
PRL,8.0,7951,Anderlecht,1982,conseils-communaux
ECOLO,2.0,3204,Anderlecht,1982,conseils-communaux
PS-SP,22.0,18547,Anderlecht,1982,conseils-communaux
PTB,,208,Anderlecht,1982,conseils-communaux
FNK,,1015,Anderlecht,1982,conseils-communaux
ICC,,178,Anderlecht,1982,conseils-communaux
MIRZA,,117,Anderlecht,1982,conseils-communaux
UDB,,166,Anderlecht,1982,conseils-communaux
PNP-NPG,,482,Anderlecht,1982,conseils-communaux
PSC,4.0,1304,Anderlues,1982,conseils-communaux
PS,16.0,4441,Anderlues,1982,conseils-communaux
RPW,1.0,739,Anderlues,1982,conseils-communaux
