Parti,Nombre de sièges,Nombre de voix,commune,date,election
AGALEV,2.0,1481,Aalter,1994,conseils-communaux
CVP,16.0,6703,Aalter,1994,conseils-communaux
GROEP,,2660,Aalter,1994,conseils-communaux
VLD,,1370,Aalter,1994,conseils-communaux
AGALEV,,1306,Aarschot,1994,conseils-communaux
CVP,,6563,Aarschot,1994,conseils-communaux
SP,,4387,Aarschot,1994,conseils-communaux
SWA,,476,Aarschot,1994,conseils-communaux
VLAAMS BLOK,,1037,Aarschot,1994,conseils-communaux
VLD,,5759,Aarschot,1994,conseils-communaux
SP,2.0,913,Aartselaar,1994,conseils-communaux
CVP,4.0,1659,Aartselaar,1994,conseils-communaux
VU,,248,Aartselaar,1994,conseils-communaux
VLD,9.0,2956,Aartselaar,1994,conseils-communaux
WOW,,179,Aartselaar,1994,conseils-communaux
VLAAMS BLOK,1.0,821,Aartselaar,1994,conseils-communaux
VBA,3.0,1168,Aartselaar,1994,conseils-communaux
NAP,3.0,1343,Aartselaar,1994,conseils-communaux
JA,1.0,748,Aartselaar,1994,conseils-communaux
AFFLIG,,3287,Affligem Hekelgem,1994,conseils-communaux
JA,,822,Affligem Hekelgem,1994,conseils-communaux
VLAAMS BLOK,,311,Affligem Hekelgem,1994,conseils-communaux
VLD-SP,,4078,Affligem Hekelgem,1994,conseils-communaux
ICP,5.0,1348,Aiseau-Presles,1994,conseils-communaux
PRL,3.0,970,Aiseau-Presles,1994,conseils-communaux
PS,13.0,3197,Aiseau-Presles,1994,conseils-communaux
AGALEV,3.0,1097,Alken,1994,conseils-communaux
CVP,8.0,2678,Alken,1994,conseils-communaux
RV,,189,Alken,1994,conseils-communaux
SP,,1139,Alken,1994,conseils-communaux
VLD,,2282,Alken,1994,conseils-communaux
AGALEV,1.0,2708,Alost,1994,conseils-communaux
CVP,10.0,12531,Alost,1994,conseils-communaux
PVDA,,154,Alost,1994,conseils-communaux
SD,,124,Alost,1994,conseils-communaux
SP,,13129,Alost,1994,conseils-communaux
VLAAMS BLOK,,4490,Alost,1994,conseils-communaux
VLD,,16895,Alost,1994,conseils-communaux
VU,,3514,Alost,1994,conseils-communaux
WOW,,542,Alost,1994,conseils-communaux
GEM.BEL,10.0,2154,Alveringem,1994,conseils-communaux
NIEUW,5.0,1186,Alveringem,1994,conseils-communaux
ARC,3.0,1441,Amay,1994,conseils-communaux
ECOLO,2.0,956,Amay,1994,conseils-communaux
PS,18.0,5825,Amay,1994,conseils-communaux
GEM.INT.,8.0,1710,Amblève,1994,conseils-communaux
HOF.AML.,7.0,1509,Amblève,1994,conseils-communaux
P.P.,,71,Amblève,1994,conseils-communaux
AGIR,,254,Andenne,1994,conseils-communaux
ECOLO,2.0,1259,Andenne,1994,conseils-communaux
FN,,509,Andenne,1994,conseils-communaux
PRL,3.0,1712,Andenne,1994,conseils-communaux
PS,18.0,8370,Andenne,1994,conseils-communaux
PSC,4.0,2416,Andenne,1994,conseils-communaux
PTB,,49,Andenne,1994,conseils-communaux
FDF,5.0,4751,Anderlecht,1994,conseils-communaux
