Parti,Nombre de sièges,Nombre de voix,canton,date,election
VU,,6066,Alost,1994,conseils-provinciaux
VLAAMS BLOK,,7908,Alost,1994,conseils-provinciaux
VLD,,18823,Alost,1994,conseils-provinciaux
CVP,,20006,Alost,1994,conseils-provinciaux
SP,,16706,Alost,1994,conseils-provinciaux
AGALEV,,5481,Alost,1994,conseils-provinciaux
PVDA,,388,Alost,1994,conseils-provinciaux
WOW,,1190,Alost,1994,conseils-provinciaux
AOV,,669,Alost,1994,conseils-provinciaux
SD,,302,Alost,1994,conseils-provinciaux
ECOLO,,2012,Andenne,1994,conseils-provinciaux
PRL,,3709,Andenne,1994,conseils-provinciaux
PSC,,4155,Andenne,1994,conseils-provinciaux
PS,,8105,Andenne,1994,conseils-provinciaux
FN,,941,Andenne,1994,conseils-provinciaux
PTB,,92,Andenne,1994,conseils-provinciaux
AGIR,,447,Andenne,1994,conseils-provinciaux
ECOLO,,923,Antoing,1994,conseils-provinciaux
PRL,,1800,Antoing,1994,conseils-provinciaux
PSC,,2489,Antoing,1994,conseils-provinciaux
PS,,5875,Antoing,1994,conseils-provinciaux
PTB,,228,Antoing,1994,conseils-provinciaux
AGIR,,355,Antoing,1994,conseils-provinciaux
VU,,13292,Anvers,1994,conseils-provinciaux
VLAAMS BLOK,,73272,Anvers,1994,conseils-provinciaux
VLD,,37140,Anvers,1994,conseils-provinciaux
CVP,,37671,Anvers,1994,conseils-provinciaux
SP,,55239,Anvers,1994,conseils-provinciaux
AGALEV,,33743,Anvers,1994,conseils-provinciaux
PVDA,,6195,Anvers,1994,conseils-provinciaux
WOW,,11752,Anvers,1994,conseils-provinciaux
PAKLEM,,1029,Anvers,1994,conseils-provinciaux
PATSY,,8187,Anvers,1994,conseils-provinciaux
AOV,,792,Anvers,1994,conseils-provinciaux
ROSSEM,,2393,Anvers,1994,conseils-provinciaux
NWP,,1008,Anvers,1994,conseils-provinciaux
PROVO,,1141,Anvers,1994,conseils-provinciaux
UNIE,,1013,Anvers,1994,conseils-provinciaux
VVP,,983,Anvers,1994,conseils-provinciaux
VU,,2115,Arendonk,1994,conseils-provinciaux
VLAAMS BLOK,,2097,Arendonk,1994,conseils-provinciaux
VLD,,4355,Arendonk,1994,conseils-provinciaux
CVP,,10000,Arendonk,1994,conseils-provinciaux
SP,,3882,Arendonk,1994,conseils-provinciaux
AGALEV,,2385,Arendonk,1994,conseils-provinciaux
PVDA,,138,Arendonk,1994,conseils-provinciaux
WOW,,242,Arendonk,1994,conseils-provinciaux
VVP,,52,Arendonk,1994,conseils-provinciaux
