Parti,Nombre de sièges,Nombre de voix,province,date,election
VU,2.0,57597,Anvers,1994,conseils-provinciaux
VLAAMS BLOK,16.0,177230,Anvers,1994,conseils-provinciaux
VLD,13.0,153899,Anvers,1994,conseils-provinciaux
CVP,27.0,280830,Anvers,1994,conseils-provinciaux
SP,15.0,166968,Anvers,1994,conseils-provinciaux
AGALEV,9.0,120483,Anvers,1994,conseils-provinciaux
PVDA,,13719,Anvers,1994,conseils-provinciaux
WOW,1.0,28391,Anvers,1994,conseils-provinciaux
PAKLEM,,1571,Anvers,1994,conseils-provinciaux
PATSY,1.0,11255,Anvers,1994,conseils-provinciaux
AOV,,1773,Anvers,1994,conseils-provinciaux
ROSSEM,,3402,Anvers,1994,conseils-provinciaux
NWP,,1896,Anvers,1994,conseils-provinciaux
PROVO,,2611,Anvers,1994,conseils-provinciaux
UNIE,,1013,Anvers,1994,conseils-provinciaux
VVP,,3492,Anvers,1994,conseils-provinciaux
GELD,,431,Anvers,1994,conseils-provinciaux
BA,,1044,Anvers,1994,conseils-provinciaux
RGB,,310,Anvers,1994,conseils-provinciaux
CDV,,2301,Anvers,1994,conseils-provinciaux
ECOLO,7.0,26600,Brabant wallon,1994,conseils-provinciaux
PRL,20.0,67519,Brabant wallon,1994,conseils-provinciaux
PSC,12.0,41309,Brabant wallon,1994,conseils-provinciaux
PS,14.0,47699,Brabant wallon,1994,conseils-provinciaux
FN,3.0,11078,Brabant wallon,1994,conseils-provinciaux
UNIE,,2279,Brabant wallon,1994,conseils-provinciaux
PTB,,1252,Brabant wallon,1994,conseils-provinciaux
BRA,,1016,Brabant wallon,1994,conseils-provinciaux
SUD,,1738,Brabant wallon,1994,conseils-provinciaux
VU,1.0,59265,Flandre orientale,1994,conseils-provinciaux
VLAAMS BLOK,6.0,88747,Flandre orientale,1994,conseils-provinciaux
VLD,22.0,206361,Flandre orientale,1994,conseils-provinciaux
CVP,33.0,274310,Flandre orientale,1994,conseils-provinciaux
SP,17.0,153637,Flandre orientale,1994,conseils-provinciaux
AGALEV,4.0,80818,Flandre orientale,1994,conseils-provinciaux
PVDA,,8512,Flandre orientale,1994,conseils-provinciaux
WOW,,16072,Flandre orientale,1994,conseils-provinciaux
AOV,,1550,Flandre orientale,1994,conseils-provinciaux
SD,,302,Flandre orientale,1994,conseils-provinciaux
VVP,,3591,Flandre orientale,1994,conseils-provinciaux
NF,,566,Flandre orientale,1994,conseils-provinciaux
ROSSEM,,2091,Flandre orientale,1994,conseils-provinciaux
BEB,,3324,Flandre orientale,1994,conseils-provinciaux
NWP,,645,Flandre orientale,1994,conseils-provinciaux
GRAS,,914,Flandre orientale,1994,conseils-provinciaux
JONG,,1121,Flandre orientale,1994,conseils-provinciaux
ECOLO,5.0,68635,Hainaut,1994,conseils-provinciaux
PRL,17.0,127721,Hainaut,1994,conseils-provinciaux
PSC,18.0,143364,Hainaut,1994,conseils-provinciaux
PS,40.0,281665,Hainaut,1994,conseils-provinciaux
FN,4.0,50354,Hainaut,1994,conseils-provinciaux
PTB,,11060,Hainaut,1994,conseils-provinciaux
AGIR,,7895,Hainaut,1994,conseils-provinciaux
GU,,3173,Hainaut,1994,conseils-provinciaux
VIE,,1853,Hainaut,1994,conseils-provinciaux
JMPECG,,158,Hainaut,1994,conseils-provinciaux
PCN,,822,Hainaut,1994,conseils-provinciaux
LCBCV,,302,Hainaut,1994,conseils-provinciaux
RW,,1847,Hainaut,1994,conseils-provinciaux
ARL,,2089,Hainaut,1994,conseils-provinciaux
JEUNES,,2921,Hainaut,1994,conseils-provinciaux
FRW,,644,Hainaut,1994,conseils-provinciaux
ADM,,1911,Hainaut,1994,conseils-provinciaux
PLC,,323,Hainaut,1994,conseils-provinciaux
BEB,,1431,Hainaut,1994,conseils-provinciaux
NEUTRE,,717,Hainaut,1994,conseils-provinciaux
ECOLO,8.0,61472,Liège,1994,conseils-provinciaux
PRL,16.0,108807,Liège,1994,conseils-provinciaux
PSC,12.0,78814,Liège,1994,conseils-provinciaux
PS,30.0,186943,Liège,1994,conseils-provinciaux
FN,1.0,16240,Liège,1994,conseils-provinciaux
PTB,,6572,Liège,1994,conseils-provinciaux
LIGUE,,580,Liège,1994,conseils-provinciaux
PC,,5436,Liège,1994,conseils-provinciaux
SUD,,1388,Liège,1994,conseils-provinciaux
UNIE,,1549,Liège,1994,conseils-provinciaux
UCD,,497,Liège,1994,conseils-provinciaux
AGIR,3.0,26499,Liège,1994,conseils-provinciaux
MSD,,334,Liège,1994,conseils-provinciaux
PCN,,293,Liège,1994,conseils-provinciaux
DLP,,101,Liège,1994,conseils-provinciaux
PSC-CSP,6.0,32116,Liège,1994,conseils-provinciaux
PPF,1.0,9344,Liège,1994,conseils-provinciaux
CSP,1.0,10672,Liège,1994,conseils-provinciaux
SP,1.0,5656,Liège,1994,conseils-provinciaux
PDB,1.0,6214,Liège,1994,conseils-provinciaux
VU,4.0,37309,Limbourg,1994,conseils-provinciaux
VLAAMS BLOK,3.0,36851,Limbourg,1994,conseils-provinciaux
VLD,17.0,91414,Limbourg,1994,conseils-provinciaux
CVP,29.0,160657,Limbourg,1994,conseils-provinciaux
SP,20.0,111560,Limbourg,1994,conseils-provinciaux
AGALEV,2.0,30732,Limbourg,1994,conseils-provinciaux
PVDA,,4374,Limbourg,1994,conseils-provinciaux
NWP,,799,Limbourg,1994,conseils-provinciaux
WOW,,4725,Limbourg,1994,conseils-provinciaux
AOV,,1705,Limbourg,1994,conseils-provinciaux
ECOLO,1.0,11005,Luxembourg,1994,conseils-provinciaux
PRL,15.0,45975,Luxembourg,1994,conseils-provinciaux
PSC,19.0,54442,Luxembourg,1994,conseils-provinciaux
PS,12.0,35919,Luxembourg,1994,conseils-provinciaux
FN,,1138,Luxembourg,1994,conseils-provinciaux
PLETS,,119,Luxembourg,1994,conseils-provinciaux
DEUMIL,,453,Luxembourg,1994,conseils-provinciaux
ECOLO,4.0,25265,Namur,1994,conseils-provinciaux
PRL,13.0,61372,Namur,1994,conseils-provinciaux
PSC,18.0,77007,Namur,1994,conseils-provinciaux
PS,19.0,88284,Namur,1994,conseils-provinciaux
FN,2.0,14291,Namur,1994,conseils-provinciaux
PTB,,1488,Namur,1994,conseils-provinciaux
SUD,,390,Namur,1994,conseils-provinciaux
PCN,,200,Namur,1994,conseils-provinciaux
AGIR,,447,Namur,1994,conseils-provinciaux
