Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Volksunie,2.0,105840,Anvers,1968,sénat
PSC/CVP,4.0,143833,Anvers,1968,sénat
BSP/PSB,3.0,169484,Anvers,1968,sénat
KP,,16119,Anvers,1968,sénat
PVV/PLP,1.0,69752,Anvers,1968,sénat
KAGANOVEMUS,,2694,Anvers,1968,sénat
PSC/CVP,1.0,45539,Arlon,1968,sénat
BSP/PSB,1.0,25503,Arlon,1968,sénat
PVV/PLP,1.0,36433,Arlon,1968,sénat
FDF-RW,,8277,Arlon,1968,sénat
Volksunie,,35628,Audenarde - Alost,1968,sénat
PSC/CVP,2.0,70736,Audenarde - Alost,1968,sénat
BSP/PSB,1.0,57031,Audenarde - Alost,1968,sénat
KP,,4657,Audenarde - Alost,1968,sénat
PVV/PLP,1.0,48824,Audenarde - Alost,1968,sénat
Volksunie,,21439,Bruges,1968,sénat
PSC/CVP,2.0,49267,Bruges,1968,sénat
BSP/PSB,1.0,37886,Bruges,1968,sénat
PVV/PLP,,17735,Bruges,1968,sénat
Volksunie,1.0,59055,Bruxelles-Hal-Vilvorde,1968,sénat
CARTEL VDB-CV,4.0,183171,Bruxelles-Hal-Vilvorde,1968,sénat
BSP/PSB,3.0,135454,Bruxelles-Hal-Vilvorde,1968,sénat
KP,,20688,Bruxelles-Hal-Vilvorde,1968,sénat
PVV/PLP,5.0,218033,Bruxelles-Hal-Vilvorde,1968,sénat
FDF-RW,3.0,137533,Bruxelles-Hal-Vilvorde,1968,sénat
PSC,,23369,Bruxelles-Hal-Vilvorde,1968,sénat
RODE LEEUW,,45097,Bruxelles-Hal-Vilvorde,1968,sénat
KOM (PRO-PEKING),,3100,Bruxelles-Hal-Vilvorde,1968,sénat
UGS/ULS,,2364,Bruxelles-Hal-Vilvorde,1968,sénat
PSC/CVP,1.0,45857,Charleroi-Thuin,1968,sénat
BSP/PSB,3.0,120854,Charleroi-Thuin,1968,sénat
PVV/PLP,2.0,66450,Charleroi-Thuin,1968,sénat
FDF-RW,1.0,41140,Charleroi-Thuin,1968,sénat
TRAV.WAL,,1389,Charleroi-Thuin,1968,sénat
PC,,24022,Charleroi-Thuin,1968,sénat
Communistes Wallon,,520,Charleroi-Thuin,1968,sénat
Volksunie,1.0,27745,Courtrai-Ypres,1968,sénat
PSC/CVP,1.0,90612,Courtrai-Ypres,1968,sénat
BSP/PSB,1.0,56535,Courtrai-Ypres,1968,sénat
PVV/PLP,1.0,27845,Courtrai-Ypres,1968,sénat
Volksunie,,21176,Furnes-Dixmude-Ostende,1968,sénat
PSC/CVP,1.0,45331,Furnes-Dixmude-Ostende,1968,sénat
BSP/PSB,1.0,29370,Furnes-Dixmude-Ostende,1968,sénat
KP,,1570,Furnes-Dixmude-Ostende,1968,sénat
PVV/PLP,,23014,Furnes-Dixmude-Ostende,1968,sénat
Volksunie,1.0,56337,Gand-Eeklo,1968,sénat
PSC/CVP,3.0,121011,Gand-Eeklo,1968,sénat
BSP/PSB,1.0,75946,Gand-Eeklo,1968,sénat
KP,,5292,Gand-Eeklo,1968,sénat
PVV/PLP,1.0,56393,Gand-Eeklo,1968,sénat
Volksunie,1.0,44041,Hasselt,1968,sénat
PSC/CVP,4.0,142672,Hasselt,1968,sénat
BSP/PSB,1.0,49962,Hasselt,1968,sénat
PVV/PLP,1.0,41437,Hasselt,1968,sénat
PSC/CVP,,17345,Huy-Waremme,1968,sénat
BSP/PSB,1.0,37772,Huy-Waremme,1968,sénat
PVV/PLP,,21104,Huy-Waremme,1968,sénat
FDF-RW,,5491,Huy-Waremme,1968,sénat
PC,,6427,Huy-Waremme,1968,sénat
PSC/CVP,1.0,49628,Liège,1968,sénat
BSP/PSB,3.0,118802,Liège,1968,sénat
PVV/PLP,2.0,86572,Liège,1968,sénat
FDF-RW,1.0,34084,Liège,1968,sénat
TRAV.WAL,,1321,Liège,1968,sénat
PC,,32640,Liège,1968,sénat
F.U.POP,,495,Liège,1968,sénat
Volksunie,,23871,Louvain,1968,sénat
CARTEL VDB-CV,2.0,69160,Louvain,1968,sénat
BSP/PSB,1.0,58535,Louvain,1968,sénat
KP,,2642,Louvain,1968,sénat
PVV/PLP,1.0,56897,Louvain,1968,sénat
VL.KOM,,801,Louvain,1968,sénat
Volksunie,1.0,48189,Malines-Turnhout,1968,sénat
PSC/CVP,3.0,149004,Malines-Turnhout,1968,sénat
BSP/PSB,2.0,80651,Malines-Turnhout,1968,sénat
KP,,3172,Malines-Turnhout,1968,sénat
PVV/PLP,1.0,35376,Malines-Turnhout,1968,sénat
PSC/CVP,1.0,38031,Mons-Soignies,1968,sénat
BSP/PSB,2.0,97392,Mons-Soignies,1968,sénat
PVV/PLP,1.0,52350,Mons-Soignies,1968,sénat
PC,,28233,Mons-Soignies,1968,sénat
PSC/CVP,1.0,55679,Namur,1968,sénat
BSP/PSB,3.0,59038,Namur,1968,sénat
PVV/PLP,1.0,57487,Namur,1968,sénat
FDF-RW,,25907,Namur,1968,sénat
PC,,55679,Namur,1968,sénat
PSC/CVP,,15689,Nivelles,1968,sénat
BSP/PSB,1.0,36209,Nivelles,1968,sénat
KP,,5350,Nivelles,1968,sénat
PVV/PLP,1.0,42097,Nivelles,1968,sénat
FDF-RW,,23103,Nivelles,1968,sénat
KOM (PRO-PEKING),,352,Nivelles,1968,sénat
TRAV.WAL,,357,Nivelles,1968,sénat
Volksunie,1.0,26681,Roulers-Tielt,1968,sénat
PSC/CVP,1.0,59588,Roulers-Tielt,1968,sénat
BSP/PSB,,27451,Roulers-Tielt,1968,sénat
PVV/PLP,,6742,Roulers-Tielt,1968,sénat
Volksunie,1.0,43340,Termonde-Saint-Nicolas,1968,sénat
PSC/CVP,2.0,84980,Termonde-Saint-Nicolas,1968,sénat
BSP/PSB,1.0,50799,Termonde-Saint-Nicolas,1968,sénat
KP,,3423,Termonde-Saint-Nicolas,1968,sénat
PVV/PLP,,25818,Termonde-Saint-Nicolas,1968,sénat
PSC/CVP,1.0,37655,Tournai-Ath-Mouscron,1968,sénat
BSP/PSB,1.0,55536,Tournai-Ath-Mouscron,1968,sénat
PVV/PLP,1.0,44616,Tournai-Ath-Mouscron,1968,sénat
FDF-RW,,9016,Tournai-Ath-Mouscron,1968,sénat
TRAV.WAL,,710,Tournai-Ath-Mouscron,1968,sénat
PC,,15784,Tournai-Ath-Mouscron,1968,sénat
PSC/CVP,1.0,43079,Verviers,1968,sénat
BSP/PSB,1.0,30407,Verviers,1968,sénat
PVV/PLP,1.0,38885,Verviers,1968,sénat
FDF-RW,,8882,Verviers,1968,sénat
PC,,4988,Verviers,1968,sénat
