Parti,Nombre de sièges,Nombre de voix,canton,date,election
Volksunie,,2376,Aarschot,1968,sénat
CARTEL VDB-CV,,8770,Aarschot,1968,sénat
BSP/PSB,,5537,Aarschot,1968,sénat
KP,,342,Aarschot,1968,sénat
PVV/PLP,,4931,Aarschot,1968,sénat
VL.KOM,,100,Aarschot,1968,sénat
Volksunie,,12097,Alost,1968,sénat
PSC/CVP,,17236,Alost,1968,sénat
BSP/PSB,,14414,Alost,1968,sénat
KP,,1443,Alost,1968,sénat
PVV/PLP,,11778,Alost,1968,sénat
PSC/CVP,,2578,Andenne,1968,sénat
BSP/PSB,,3921,Andenne,1968,sénat
PVV/PLP,,2700,Andenne,1968,sénat
FDF-RW,,1234,Andenne,1968,sénat
PC,,474,Andenne,1968,sénat
Volksunie,,5584,Anderlecht,1968,sénat
CARTEL VDB-CV,,17613,Anderlecht,1968,sénat
BSP/PSB,,24303,Anderlecht,1968,sénat
KP,,2386,Anderlecht,1968,sénat
PVV/PLP,,16218,Anderlecht,1968,sénat
FDF-RW,,10416,Anderlecht,1968,sénat
PSC,,1606,Anderlecht,1968,sénat
RODE LEEUW,,2151,Anderlecht,1968,sénat
KOM (PRO-PEKING),,375,Anderlecht,1968,sénat
UGS/ULS,,197,Anderlecht,1968,sénat
PSC/CVP,,2544,Antoing,1968,sénat
BSP/PSB,,5492,Antoing,1968,sénat
PVV/PLP,,2448,Antoing,1968,sénat
FDF-RW,,707,Antoing,1968,sénat
TRAV.WAL,,31,Antoing,1968,sénat
PC,,2142,Antoing,1968,sénat
Volksunie,,31515,Anvers,1968,sénat
PSC/CVP,,36241,Anvers,1968,sénat
BSP/PSB,,65158,Anvers,1968,sénat
KP,,7429,Anvers,1968,sénat
PVV/PLP,,28261,Anvers,1968,sénat
KAGANOVEMUS,,990,Anvers,1968,sénat
Volksunie,,1499,Ardooie,1968,sénat
PSC/CVP,,4178,Ardooie,1968,sénat
BSP/PSB,,1840,Ardooie,1968,sénat
PVV/PLP,,435,Ardooie,1968,sénat
Volksunie,,2163,Arendonk,1968,sénat
PSC/CVP,,9244,Arendonk,1968,sénat
BSP/PSB,,2997,Arendonk,1968,sénat
KP,,96,Arendonk,1968,sénat
PVV/PLP,,564,Arendonk,1968,sénat
PSC/CVP,,4362,Arlon,1968,sénat
BSP/PSB,,3391,Arlon,1968,sénat
PVV/PLP,,5303,Arlon,1968,sénat
FDF-RW,,771,Arlon,1968,sénat
Volksunie,,7078,Asse,1968,sénat
CARTEL VDB-CV,,14356,Asse,1968,sénat
BSP/PSB,,690,Asse,1968,sénat
KP,,282,Asse,1968,sénat
PVV/PLP,,5480,Asse,1968,sénat
FDF-RW,,476,Asse,1968,sénat
PSC,,157,Asse,1968,sénat
RODE LEEUW,,6284,Asse,1968,sénat
KOM (PRO-PEKING),,61,Asse,1968,sénat
UGS/ULS,,57,Asse,1968,sénat
Volksunie,,1947,Assenede,1968,sénat
PSC/CVP,,5670,Assenede,1968,sénat
BSP/PSB,,4992,Assenede,1968,sénat
KP,,130,Assenede,1968,sénat
PVV/PLP,,1436,Assenede,1968,sénat
PSC/CVP,,1827,Ath,1968,sénat
BSP/PSB,,4427,Ath,1968,sénat
PVV/PLP,,3436,Ath,1968,sénat
FDF-RW,,975,Ath,1968,sénat
TRAV.WAL,,35,Ath,1968,sénat
PC,,668,Ath,1968,sénat
PSC/CVP,,5048,Aubel,1968,sénat
BSP/PSB,,1618,Aubel,1968,sénat
PVV/PLP,,1809,Aubel,1968,sénat
FDF-RW,,375,Aubel,1968,sénat
PC,,195,Aubel,1968,sénat
Volksunie,,2396,Audenarde,1968,sénat
PSC/CVP,,9029,Audenarde,1968,sénat
BSP/PSB,,5212,Audenarde,1968,sénat
KP,,142,Audenarde,1968,sénat
PVV/PLP,,5410,Audenarde,1968,sénat
Volksunie,,853,Avelgem,1968,sénat
PSC/CVP,,4823,Avelgem,1968,sénat
BSP/PSB,,3267,Avelgem,1968,sénat
PVV/PLP,,1475,Avelgem,1968,sénat
PSC/CVP,,2908,Bastogne,1968,sénat
BSP/PSB,,652,Bastogne,1968,sénat
PVV/PLP,,2438,Bastogne,1968,sénat
FDF-RW,,324,Bastogne,1968,sénat
PSC/CVP,,2122,Beaumont,1968,sénat
BSP/PSB,,1445,Beaumont,1968,sénat
PVV/PLP,,1941,Beaumont,1968,sénat
FDF-RW,,423,Beaumont,1968,sénat
TRAV.WAL,,30,Beaumont,1968,sénat
PC,,169,Beaumont,1968,sénat
Communistes Wallon,,4,Beaumont,1968,sénat
PSC/CVP,,2214,Beauraing,1968,sénat
BSP/PSB,,1727,Beauraing,1968,sénat
PVV/PLP,,2087,Beauraing,1968,sénat
FDF-RW,,599,Beauraing,1968,sénat
PC,,45,Beauraing,1968,sénat
Volksunie,,17849,Berchem,1968,sénat
PSC/CVP,,17995,Berchem,1968,sénat
BSP/PSB,,17621,Berchem,1968,sénat
KP,,1725,Berchem,1968,sénat
PVV/PLP,,12160,Berchem,1968,sénat
KAGANOVEMUS,,339,Berchem,1968,sénat
Volksunie,,5673,Beringen,1968,sénat
PSC/CVP,,15990,Beringen,1968,sénat
BSP/PSB,,7593,Beringen,1968,sénat
PVV/PLP,,5982,Beringen,1968,sénat
Volksunie,,6681,Beveren,1968,sénat
PSC/CVP,,6673,Beveren,1968,sénat
BSP/PSB,,2611,Beveren,1968,sénat
KP,,141,Beveren,1968,sénat
PVV/PLP,,921,Beveren,1968,sénat
Volksunie,,2656,Bilzen,1968,sénat
PSC/CVP,,11471,Bilzen,1968,sénat
BSP/PSB,,1069,Bilzen,1968,sénat
PVV/PLP,,1312,Bilzen,1968,sénat
PSC/CVP,,5285,Binche,1968,sénat
BSP/PSB,,15186,Binche,1968,sénat
PVV/PLP,,7348,Binche,1968,sénat
FDF-RW,,3174,Binche,1968,sénat
TRAV.WAL,,202,Binche,1968,sénat
