Parti,Nombre de sièges,Nombre de voix,canton,date,election
PSC/CVP,,5630,Aarschot,1946,chambre-des-représentants
Socialistische Partij/ P,,2195,Aarschot,1946,chambre-des-représentants
UDB,,26,Aarschot,1946,chambre-des-représentants
Parti Liberale/Liberale,,1177,Aarschot,1946,chambre-des-représentants
KPB/PCB,,411,Aarschot,1946,chambre-des-représentants
Union des métiers,,64,Aarschot,1946,chambre-des-représentants
PSC/CVP,,12510,Alost,1946,chambre-des-représentants
Socialistische Partij/ P,,6721,Alost,1946,chambre-des-représentants
Parti Liberale/Liberale,,2427,Alost,1946,chambre-des-représentants
KPB/PCB,,4315,Alost,1946,chambre-des-représentants
onafh/isolés,,128,Alost,1946,chambre-des-représentants
PSC/CVP,,2009,Andenne,1946,chambre-des-représentants
Socialistische Partij/ P,,2470,Andenne,1946,chambre-des-représentants
UDB,,218,Andenne,1946,chambre-des-représentants
Parti Liberale/Liberale,,534,Andenne,1946,chambre-des-représentants
KPB/PCB,,1019,Andenne,1946,chambre-des-représentants
PSC/CVP,,9330,Anderlecht,1946,chambre-des-représentants
Socialistische Partij/ P,,12489,Anderlecht,1946,chambre-des-représentants
UDB,,527,Anderlecht,1946,chambre-des-représentants
Parti Liberale/Liberale,,3048,Anderlecht,1946,chambre-des-représentants
KPB/PCB,,6630,Anderlecht,1946,chambre-des-représentants
onafh/isolés,,28,Anderlecht,1946,chambre-des-représentants
Union des métiers,,167,Anderlecht,1946,chambre-des-représentants
PSC/CVP,,2044,Antoing,1946,chambre-des-représentants
Socialistische Partij/ P,,2196,Antoing,1946,chambre-des-représentants
UDB,,111,Antoing,1946,chambre-des-représentants
Parti Liberale/Liberale,,1102,Antoing,1946,chambre-des-représentants
KPB/PCB,,2484,Antoing,1946,chambre-des-représentants
PSC/CVP,,31413,Anvers,1946,chambre-des-représentants
Socialistische Partij/ P,,32774,Anvers,1946,chambre-des-représentants
UDB,,553,Anvers,1946,chambre-des-représentants
Parti Liberale/Liberale,,8394,Anvers,1946,chambre-des-représentants
KPB/PCB,,4690,Anvers,1946,chambre-des-représentants
Classes Moyennes,,143,Anvers,1946,chambre-des-représentants
FRENSSEN,,1232,Anvers,1946,chambre-des-représentants
MOUVEMENT POP BELGE,,494,Anvers,1946,chambre-des-représentants
RESISTANTS,,264,Anvers,1946,chambre-des-représentants
