Parti,Nombre de sièges,Nombre de voix,province,date,election
Socialist,5.0,103765,Anvers,1939,sénat
Communist,,4398,Anvers,1939,sénat
Cath/Kath,6.0,118804,Anvers,1939,sénat
Liberal/Liberaal,2.0,36627,Anvers,1939,sénat
onafh/isol1,,6512,Anvers,1939,sénat
onafh/isol2,,994,Anvers,1939,sénat
Rex,,6518,Anvers,1939,sénat
Vl. National.Fl,2.0,40391,Anvers,1939,sénat
Socialist,6.0,116026,Brabant,1939,sénat
Communist,1.0,28814,Brabant,1939,sénat
Cath/Kath,3.0,72661,Brabant,1939,sénat
Liberal/Liberaal,6.0,123961,Brabant,1939,sénat
onafh/isol1,,2448,Brabant,1939,sénat
onafh/isol2,,10083,Brabant,1939,sénat
Rex,1.0,28623,Brabant,1939,sénat
Vl. National.Fl,1.0,26168,Brabant,1939,sénat
K.V.V. -,3.0,62976,Brabant,1939,sénat
Socialist,3.0,61295,Flandre occidentale,1939,sénat
Cath/Kath,6.0,118229,Flandre occidentale,1939,sénat
Liberal/Liberaal,,26496,Flandre occidentale,1939,sénat
Rex,,6883,Flandre occidentale,1939,sénat
Vl. National.Fl,2.0,40874,Flandre occidentale,1939,sénat
Socialist,4.0,89758,Flandre orientale,1939,sénat
Communist,,8044,Flandre orientale,1939,sénat
Cath/Kath,6.0,135501,Flandre orientale,1939,sénat
Liberal/Liberaal,2.0,51636,Flandre orientale,1939,sénat
Rex,,2788,Flandre orientale,1939,sénat
Vl. National.Fl,2.0,47447,Flandre orientale,1939,sénat
Socialist,8.0,168562,Hainaut,1939,sénat
Communist,1.0,35435,Hainaut,1939,sénat
Cath/Kath,4.0,82309,Hainaut,1939,sénat
Liberal/Liberaal,3.0,67610,Hainaut,1939,sénat
onafh/isol1,,3131,Hainaut,1939,sénat
Rex,,13469,Hainaut,1939,sénat
Socialist,6.0,103756,Liège,1939,sénat
Communist,1.0,34395,Liège,1939,sénat
Cath/Kath,3.0,62132,Liège,1939,sénat
Liberal/Liberaal,2.0,51748,Liège,1939,sénat
onafh/isol1,,9041,Liège,1939,sénat
Rex,,22147,Liège,1939,sénat
Socialist,,13314,Limbourg,1939,sénat
Cath/Kath,3.0,47749,Limbourg,1939,sénat
Liberal/Liberaal,,9312,Limbourg,1939,sénat
Vl. National.Fl,1.0,22786,Limbourg,1939,sénat
Socialist,1.0,13075,Luxembourg,1939,sénat
Cath/Kath,2.0,28605,Luxembourg,1939,sénat
Liberal/Liberaal,,12378,Luxembourg,1939,sénat
Rex,,7810,Luxembourg,1939,sénat
Socialist,2.0,32001,Namur,1939,sénat
Communist,,4222,Namur,1939,sénat
Cath/Kath,2.0,37260,Namur,1939,sénat
Liberal/Liberaal,1.0,22558,Namur,1939,sénat
Rex,,6305,Namur,1939,sénat
