Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,,122197,Anvers,1900,sénat
Liberal/Liberaal,3.0,65932,Anvers,1900,sénat
Cath/Kath,,153218,Brabant,1900,sénat
Liberal/Liberaal,4.0,94165,Brabant,1900,sénat
ONAFH,,15760,Brabant,1900,sénat
RADICAUX,2.0,42935,Brabant,1900,sénat
Cath/Kath,,108225,Flandre occidentale,1900,sénat
Liberal/Liberaal,2.0,47992,Flandre occidentale,1900,sénat
Cath/Kath,,171924,Flandre orientale,1900,sénat
Liberal/Liberaal,3.0,72415,Flandre orientale,1900,sénat
soc rad,1.0,17838,Flandre orientale,1900,sénat
Cath/Kath,,130717,Hainaut,1900,sénat
Socialist,4.0,119000,Hainaut,1900,sénat
Liberal/Liberaal,4.0,109404,Hainaut,1900,sénat
Liberal diss,,4633,Hainaut,1900,sénat
Cath/Kath,,77061,Liège,1900,sénat
Liberal/Liberaal,4.0,95082,Liège,1900,sénat
ONAFH,,2360,Liège,1900,sénat
RADICAUX,2.0,35260,Liège,1900,sénat
Cath/Kath,,48405,Limbourg,1900,sénat
ONAFH,,10850,Limbourg,1900,sénat
Cath/Kath,,39176,Luxembourg,1900,sénat
Liberal/Liberaal,1.0,27921,Luxembourg,1900,sénat
Cath/Kath,,60339,Namur,1900,sénat
Liberal/Liberaal,2.0,52856,Namur,1900,sénat
