Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Socialist,1.0,27473,Alost-Audenarde,1932,sénat
Cath/Kath,2.0,38495,Alost-Audenarde,1932,sénat
Liberal/Liberaal,1.0,15027,Alost-Audenarde,1932,sénat
Vl. National.Fl,,14046,Alost-Audenarde,1932,sénat
Socialist,3.0,78101,Anvers,1932,sénat
Cath/Kath,3.0,76631,Anvers,1932,sénat
Liberal/Liberaal,1.0,29708,Anvers,1932,sénat
Vl. National.Fl,,10142,Anvers,1932,sénat
Cartel Nat,,875,Anvers,1932,sénat
Par.Nat.B,,1851,Anvers,1932,sénat
Socialist,1.0,18114,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1932,sénat
Cath/Kath,2.0,34267,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1932,sénat
Liberal/Liberaal,,10432,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1932,sénat
Socialist,,14116,Bruges,1932,sénat
Cath/Kath,2.0,21995,Bruges,1932,sénat
Liberal/Liberaal,,5784,Bruges,1932,sénat
Vl. National.Fl,,5284,Bruges,1932,sénat
Socialist,4.0,105111,Bruxelles,1932,sénat
Communist,,10279,Bruxelles,1932,sénat
Cath/Kath,5.0,113360,Bruxelles,1932,sénat
Liberal/Liberaal,4.0,77260,Bruxelles,1932,sénat
Vl. National.Fl,,13559,Bruxelles,1932,sénat
Block der lastenbetalers,,1103,Bruxelles,1932,sénat
Partij verdediging Frans,,881,Bruxelles,1932,sénat
Nat. Belg. Partij,,2483,Bruxelles,1932,sénat
Rad. Socialisten,,526,Bruxelles,1932,sénat
Nat. Rad. et rad. Soc. B,,177,Bruxelles,1932,sénat
Socialist,5.0,98433,Charleroi-Thuin,1932,sénat
Communist,,13423,Charleroi-Thuin,1932,sénat
Cath/Kath,1.0,40114,Charleroi-Thuin,1932,sénat
Liberal/Liberaal,1.0,25331,Charleroi-Thuin,1932,sénat
Socialist,2.0,31293,Courtrai-Ypres,1932,sénat
Communist,,1550,Courtrai-Ypres,1932,sénat
Cath/Kath,2.0,50729,Courtrai-Ypres,1932,sénat
Liberal/Liberaal,,8716,Courtrai-Ypres,1932,sénat
Vl. National.Fl,,11739,Courtrai-Ypres,1932,sénat
Socialist,1.0,11470,Furnes-Dixmude-Ostende,1932,sénat
Cath/Kath,1.0,21694,Furnes-Dixmude-Ostende,1932,sénat
Liberal/Liberaal,,8507,Furnes-Dixmude-Ostende,1932,sénat
Vl. National.Fl,,6528,Furnes-Dixmude-Ostende,1932,sénat
Socialist,2.0,44457,Gand-Eeklo,1932,sénat
Communist,,4348,Gand-Eeklo,1932,sénat
Cath/Kath,3.0,63171,Gand-Eeklo,1932,sénat
Liberal/Liberaal,1.0,16369,Gand-Eeklo,1932,sénat
Vl. National.Fl,,14162,Gand-Eeklo,1932,sénat
Socialist,,12913,Hasselt-Tongeren-Maaseik,1932,sénat
Cath/Kath,3.0,51127,Hasselt-Tongeren-Maaseik,1932,sénat
Liberal/Liberaal,,10298,Hasselt-Tongeren-Maaseik,1932,sénat
Vl. National.Fl,1.0,14458,Hasselt-Tongeren-Maaseik,1932,sénat
Socialist,1.0,27471,Huy-Waremme,1932,sénat
Communist,,1070,Huy-Waremme,1932,sénat
Cath/Kath,1.0,15674,Huy-Waremme,1932,sénat
Liberal/Liberaal,,9379,Huy-Waremme,1932,sénat
Socialist,4.0,88121,Liège,1932,sénat
Communist,,11294,Liège,1932,sénat
Cath/Kath,2.0,41773,Liège,1932,sénat
Liberal/Liberaal,1.0,24840,Liège,1932,sénat
Soc. Des,,2043,Liège,1932,sénat
Socialist,1.0,24024,Louvain,1932,sénat
Communist,,516,Louvain,1932,sénat
Cath/Kath,2.0,38935,Louvain,1932,sénat
Liberal/Liberaal,,14877,Louvain,1932,sénat
Vl. National.Fl,,4675,Louvain,1932,sénat
Socialist,2.0,33118,Malines-Turnhout,1932,sénat
Communist,,2287,Malines-Turnhout,1932,sénat
Cath/Kath,3.0,62968,Malines-Turnhout,1932,sénat
Liberal/Liberaal,,8436,Malines-Turnhout,1932,sénat
Nat.Fl.Di,,2162,Malines-Turnhout,1932,sénat
Vl. National.Fl,,11664,Malines-Turnhout,1932,sénat
Socialist,3.0,84125,Mons-Soignies,1932,sénat
Communist,,5027,Mons-Soignies,1932,sénat
Cath/Kath,2.0,29821,Mons-Soignies,1932,sénat
Liberal/Liberaal,,15100,Mons-Soignies,1932,sénat
Agriculteurs-Landbouwers,,1761,Mons-Soignies,1932,sénat
Socialist,2.0,42114,Namur-Dinant-Philippeville,1932,sénat
Cath/Kath,2.0,44946,Namur-Dinant-Philippeville,1932,sénat
Liberal/Liberaal,1.0,18387,Namur-Dinant-Philippeville,1932,sénat
Socialist,2.0,28177,Nivelles,1932,sénat
Communist,,1110,Nivelles,1932,sénat
Cath/Kath,,17031,Nivelles,1932,sénat
Liberal/Liberaal,,9542,Nivelles,1932,sénat
Vl. National.Fl,,325,Nivelles,1932,sénat
Socialist,1.0,10623,Roulers-Tielt,1932,sénat
Communist,,294,Roulers-Tielt,1932,sénat
Cath/Kath,2.0,32140,Roulers-Tielt,1932,sénat
Liberal/Liberaal,,881,Roulers-Tielt,1932,sénat
Vl. National.Fl,,5487,Roulers-Tielt,1932,sénat
Socialist,2.0,26687,Termonde-Saint-Nicolas,1932,sénat
Cath/Kath,2.0,49019,Termonde-Saint-Nicolas,1932,sénat
Liberal/Liberaal,,8920,Termonde-Saint-Nicolas,1932,sénat
Vl. National.Fl,,7671,Termonde-Saint-Nicolas,1932,sénat
Socialist,1.0,30989,Tournai-Ath,1932,sénat
Communist,,948,Tournai-Ath,1932,sénat
Cath/Kath,1.0,23720,Tournai-Ath,1932,sénat
Liberal/Liberaal,1.0,14130,Tournai-Ath,1932,sénat
Agriculteurs-Landbouwers,,2627,Tournai-Ath,1932,sénat
Socialist,1.0,23123,Verviers,1932,sénat
Communist,,2756,Verviers,1932,sénat
Cath/Kath,1.0,25680,Verviers,1932,sénat
Liberal/Liberaal,,7203,Verviers,1932,sénat
PaPoEupen,,5961,Verviers,1932,sénat
