Parti,Nombre de sièges,Nombre de voix,province,date,election
Socialist,5.0,111219,Anvers,1932,sénat
Communist,,2287,Anvers,1932,sénat
Cath/Kath,6.0,139599,Anvers,1932,sénat
Liberal/Liberaal,1.0,38144,Anvers,1932,sénat
Nat.Fl.Di,,2162,Anvers,1932,sénat
Vl. National.Fl,,21806,Anvers,1932,sénat
Cartel Nat,,875,Anvers,1932,sénat
Par.Nat.B,,1851,Anvers,1932,sénat
Socialist,7.0,157312,Brabant,1932,sénat
Communist,,11905,Brabant,1932,sénat
Cath/Kath,7.0,169326,Brabant,1932,sénat
Liberal/Liberaal,4.0,101679,Brabant,1932,sénat
Vl. National.Fl,,18559,Brabant,1932,sénat
Block der lastenbetalers,,1103,Brabant,1932,sénat
Partij verdediging Frans,,881,Brabant,1932,sénat
Nat. Belg. Partij,,2483,Brabant,1932,sénat
Rad. Socialisten,,526,Brabant,1932,sénat
Nat. Rad. et rad. Soc. B,,177,Brabant,1932,sénat
Socialist,4.0,67502,Flandre occidentale,1932,sénat
Communist,,1844,Flandre occidentale,1932,sénat
Cath/Kath,7.0,126558,Flandre occidentale,1932,sénat
Liberal/Liberaal,,23888,Flandre occidentale,1932,sénat
Vl. National.Fl,,29038,Flandre occidentale,1932,sénat
Socialist,5.0,98617,Flandre orientale,1932,sénat
Communist,,4348,Flandre orientale,1932,sénat
Cath/Kath,7.0,150685,Flandre orientale,1932,sénat
Liberal/Liberaal,2.0,40316,Flandre orientale,1932,sénat
Vl. National.Fl,,35879,Flandre orientale,1932,sénat
Socialist,9.0,213547,Hainaut,1932,sénat
Communist,,19398,Hainaut,1932,sénat
Cath/Kath,4.0,93655,Hainaut,1932,sénat
Liberal/Liberaal,2.0,54561,Hainaut,1932,sénat
Socialist,6.0,138715,Liège,1932,sénat
Communist,,15120,Liège,1932,sénat
Cath/Kath,4.0,83127,Liège,1932,sénat
Liberal/Liberaal,1.0,41422,Liège,1932,sénat
Soc. Des,,2043,Liège,1932,sénat
PaPoEupen,,5961,Liège,1932,sénat
Socialist,,12913,Limbourg,1932,sénat
Cath/Kath,3.0,51127,Limbourg,1932,sénat
Liberal/Liberaal,,10298,Limbourg,1932,sénat
Vl. National.Fl,1.0,14458,Limbourg,1932,sénat
Socialist,1.0,18114,Luxembourg,1932,sénat
Cath/Kath,2.0,34267,Luxembourg,1932,sénat
Liberal/Liberaal,,10432,Luxembourg,1932,sénat
Socialist,2.0,42114,Namur,1932,sénat
Cath/Kath,2.0,44946,Namur,1932,sénat
Liberal/Liberaal,1.0,18387,Namur,1932,sénat
