Parti,Nombre de sièges,Nombre de voix,province,date,election
PSC/CVP,16.0,394991,Anvers,1961,chambre-des-représentants
BSP/PSB,11.0,284074,Anvers,1961,chambre-des-représentants
PVV/PLP,3.0,71713,Anvers,1961,chambre-des-représentants
KPB/PCB,,13649,Anvers,1961,chambre-des-représentants
Volksunie,2.0,61012,Anvers,1961,chambre-des-représentants
Rassemblement national,,5122,Anvers,1961,chambre-des-représentants
Gekavemus,,604,Anvers,1961,chambre-des-représentants
Zelfstandig,,2307,Anvers,1961,chambre-des-représentants
PSC/CVP,16.0,394940,Brabant,1961,chambre-des-représentants
BSP/PSB,18.0,449648,Brabant,1961,chambre-des-représentants
PVV/PLP,7.0,192966,Brabant,1961,chambre-des-représentants
KPB/PCB,1.0,33916,Brabant,1961,chambre-des-représentants
Volksunie,1.0,27820,Brabant,1961,chambre-des-représentants
Bloc Francoph,,1824,Brabant,1961,chambre-des-représentants
Onafh. Partij,,20247,Brabant,1961,chambre-des-représentants
Nationale partij,,2510,Brabant,1961,chambre-des-représentants
Rassemblement national,1.0,29963,Brabant,1961,chambre-des-représentants
Nat Unie Onafh.,,11410,Brabant,1961,chambre-des-représentants
PSC/CVP,16.0,342125,Flandre occidentale,1961,chambre-des-représentants
BSP/PSB,8.0,186561,Flandre occidentale,1961,chambre-des-représentants
PVV/PLP,,61297,Flandre occidentale,1961,chambre-des-représentants
Volksunie,,24146,Flandre occidentale,1961,chambre-des-représentants
Liberal diss,,3956,Flandre occidentale,1961,chambre-des-représentants
PSC/CVP,15.0,378249,Flandre orientale,1961,chambre-des-représentants
BSP/PSB,9.0,216070,Flandre orientale,1961,chambre-des-représentants
PVV/PLP,4.0,104079,Flandre orientale,1961,chambre-des-représentants
KPB/PCB,,11054,Flandre orientale,1961,chambre-des-représentants
Volksunie,2.0,55156,Flandre orientale,1961,chambre-des-représentants
Nationale partij,,569,Flandre orientale,1961,chambre-des-représentants
onafh/isolés,,1813,Flandre orientale,1961,chambre-des-représentants
Universeel volk,,480,Flandre orientale,1961,chambre-des-représentants
PSC/CVP,8.0,173204,Hainaut,1961,chambre-des-représentants
BSP/PSB,17.0,350761,Hainaut,1961,chambre-des-représentants
PVV/PLP,3.0,77977,Hainaut,1961,chambre-des-représentants
KPB/PCB,3.0,62847,Hainaut,1961,chambre-des-représentants
Onafh. Partij,,4087,Hainaut,1961,chambre-des-représentants
Rassemblement national,,2275,Hainaut,1961,chambre-des-représentants
onafh/isolés,1.0,32169,Hainaut,1961,chambre-des-représentants
Onafh. Travailleurs,,551,Hainaut,1961,chambre-des-représentants
PSC/CVP,8.0,176092,Liège,1961,chambre-des-représentants
BSP/PSB,12.0,269720,Liège,1961,chambre-des-représentants
PVV/PLP,3.0,68254,Liège,1961,chambre-des-représentants
KPB/PCB,1.0,35586,Liège,1961,chambre-des-représentants
Onafh. Partij,,8840,Liège,1961,chambre-des-représentants
Nationale partij,,1296,Liège,1961,chambre-des-représentants
onafh/isolés,,9548,Liège,1961,chambre-des-représentants
Waalse eenheid,,3466,Liège,1961,chambre-des-représentants
Ec Groep,,154,Liège,1961,chambre-des-représentants
Alleenstaande,,3101,Liège,1961,chambre-des-représentants
PSC/CVP,9.0,170502,Limbourg,1961,chambre-des-représentants
BSP/PSB,2.0,51399,Limbourg,1961,chambre-des-représentants
PVV/PLP,,31042,Limbourg,1961,chambre-des-représentants
Volksunie,,14273,Limbourg,1961,chambre-des-représentants
Rassemblement national,,2677,Limbourg,1961,chambre-des-représentants
PSC/CVP,4.0,65317,Luxembourg,1961,chambre-des-représentants
BSP/PSB,2.0,36664,Luxembourg,1961,chambre-des-représentants
PVV/PLP,,17828,Luxembourg,1961,chambre-des-représentants
onafh/isolés,,1153,Luxembourg,1961,chambre-des-représentants
PSC/CVP,4.0,87222,Namur,1961,chambre-des-représentants
BSP/PSB,5.0,88527,Namur,1961,chambre-des-représentants
PVV/PLP,,24220,Namur,1961,chambre-des-représentants
KPB/PCB,,5186,Namur,1961,chambre-des-représentants
Rassemblement national,,2413,Namur,1961,chambre-des-représentants
Nat Unie Onafh.,,842,Namur,1961,chambre-des-représentants
onafh/isolés,,1561,Namur,1961,chambre-des-représentants
