Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
PSC/CVP,3.0,60279,Alost,1961,chambre-des-représentants
BSP/PSB,1.0,42891,Alost,1961,chambre-des-représentants
PVV/PLP,1.0,32362,Alost,1961,chambre-des-représentants
KPB/PCB,,3777,Alost,1961,chambre-des-représentants
Volksunie,1.0,14635,Alost,1961,chambre-des-représentants
PSC/CVP,8.0,209320,Anvers,1961,chambre-des-représentants
BSP/PSB,8.0,197505,Anvers,1961,chambre-des-représentants
PVV/PLP,2.0,49641,Anvers,1961,chambre-des-représentants
KPB/PCB,,11688,Anvers,1961,chambre-des-représentants
Volksunie,2.0,42799,Anvers,1961,chambre-des-représentants
Rassemblement national,,3084,Anvers,1961,chambre-des-représentants
Gekavemus,,604,Anvers,1961,chambre-des-représentants
Zelfstandig,,2307,Anvers,1961,chambre-des-représentants
PSC/CVP,2.0,35477,Arlon-Marche-Bastogne,1961,chambre-des-représentants
BSP/PSB,1.0,21332,Arlon-Marche-Bastogne,1961,chambre-des-représentants
PVV/PLP,,9917,Arlon-Marche-Bastogne,1961,chambre-des-représentants
PSC/CVP,1.0,35376,Audenarde,1961,chambre-des-représentants
BSP/PSB,1.0,19261,Audenarde,1961,chambre-des-représentants
PVV/PLP,1.0,15157,Audenarde,1961,chambre-des-représentants
KPB/PCB,,729,Audenarde,1961,chambre-des-représentants
Volksunie,,1739,Audenarde,1961,chambre-des-représentants
PSC/CVP,3.0,64875,Bruges,1961,chambre-des-représentants
BSP/PSB,2.0,43850,Bruges,1961,chambre-des-représentants
PVV/PLP,,11445,Bruges,1961,chambre-des-représentants
Volksunie,,5760,Bruges,1961,chambre-des-représentants
PSC/CVP,10.0,274568,Bruxelles,1961,chambre-des-représentants
BSP/PSB,13.0,329981,Bruxelles,1961,chambre-des-représentants
PVV/PLP,6.0,132964,Bruxelles,1961,chambre-des-représentants
KPB/PCB,1.0,26117,Bruxelles,1961,chambre-des-représentants
Volksunie,1.0,21099,Bruxelles,1961,chambre-des-représentants
Bloc Francoph,,1824,Bruxelles,1961,chambre-des-représentants
Onafh. Partij,,16877,Bruxelles,1961,chambre-des-représentants
Nationale partij,,2510,Bruxelles,1961,chambre-des-représentants
Rassemblement national,1.0,26102,Bruxelles,1961,chambre-des-représentants
Nat Unie Onafh.,,9493,Bruxelles,1961,chambre-des-représentants
PSC/CVP,2.0,55411,Charleroi,1961,chambre-des-représentants
BSP/PSB,7.0,138515,Charleroi,1961,chambre-des-représentants
PVV/PLP,1.0,22649,Charleroi,1961,chambre-des-représentants
KPB/PCB,1.0,22164,Charleroi,1961,chambre-des-représentants
onafh/isolés,,11121,Charleroi,1961,chambre-des-représentants
PSC/CVP,4.0,99321,Courtrai,1961,chambre-des-représentants
BSP/PSB,2.0,58441,Courtrai,1961,chambre-des-représentants
PVV/PLP,,14202,Courtrai,1961,chambre-des-représentants
