Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP-EVP,,319564,Anvers,1984,parlement-européen
SP,,273694,Anvers,1984,parlement-européen
PVV-ELD,,113260,Anvers,1984,parlement-européen
AGALEV,,90188,Anvers,1984,parlement-européen
VU-EVA,,118813,Anvers,1984,parlement-européen
VLAAMS BLOK,,32499,Anvers,1984,parlement-européen
KPB,,7739,Anvers,1984,parlement-européen
PVDA,,12426,Anvers,1984,parlement-européen
SAP-RAL,,5868,Anvers,1984,parlement-européen
CVP-EVP,,176804,Brabant,1984,parlement-européen
SP,,148754,Brabant,1984,parlement-européen
PVV-ELD,,97569,Brabant,1984,parlement-européen
AGALEV,,39035,Brabant,1984,parlement-européen
VU-EVA,,95323,Brabant,1984,parlement-européen
VLAAMS BLOK,,12240,Brabant,1984,parlement-européen
PSC,,86654,Brabant,1984,parlement-européen
PS,,128877,Brabant,1984,parlement-européen
PRL,,210608,Brabant,1984,parlement-européen
ECOLO,,71565,Brabant,1984,parlement-européen
FDF-CFE,,107534,Brabant,1984,parlement-européen
PWE,,7589,Brabant,1984,parlement-européen
PCB,,10283,Brabant,1984,parlement-européen
KPB,,4534,Brabant,1984,parlement-européen
POS-LRT,,3059,Brabant,1984,parlement-européen
PVDA,,3988,Brabant,1984,parlement-européen
PTB,,3324,Brabant,1984,parlement-européen
SAP-RAL,,2512,Brabant,1984,parlement-européen
CVP-EVP,,231043,Flandre occidentale,1984,parlement-européen
SP,,192606,Flandre occidentale,1984,parlement-européen
PVV-ELD,,97504,Flandre occidentale,1984,parlement-européen
AGALEV,,41201,Flandre occidentale,1984,parlement-européen
VU-EVA,,88408,Flandre occidentale,1984,parlement-européen
VLAAMS BLOK,,8270,Flandre occidentale,1984,parlement-européen
KPB,,4708,Flandre occidentale,1984,parlement-européen
PVDA,,4069,Flandre occidentale,1984,parlement-européen
SAP-RAL,,1977,Flandre occidentale,1984,parlement-européen
CVP-EVP,,265755,Flandre orientale,1984,parlement-européen
SP,,234385,Flandre orientale,1984,parlement-européen
PVV-ELD,,143699,Flandre orientale,1984,parlement-européen
AGALEV,,57258,Flandre orientale,1984,parlement-européen
VU-EVA,,110240,Flandre orientale,1984,parlement-européen
VLAAMS BLOK,,16009,Flandre orientale,1984,parlement-européen
KPB,,7102,Flandre orientale,1984,parlement-européen
PVDA,,5640,Flandre orientale,1984,parlement-européen
SAP-RAL,,3189,Flandre orientale,1984,parlement-européen
PSC,,135459,Hainaut,1984,parlement-européen
PS,,285484,Hainaut,1984,parlement-européen
PRL,,130341,Hainaut,1984,parlement-européen
ECOLO,,65687,Hainaut,1984,parlement-européen
FDF-CFE,,15199,Hainaut,1984,parlement-européen
PWE,,19212,Hainaut,1984,parlement-européen
PCB,,29730,Hainaut,1984,parlement-européen
POS-LRT,,3821,Hainaut,1984,parlement-européen
PTB,,4499,Hainaut,1984,parlement-européen
PSC,,112156,Liège,1984,parlement-européen
PS,,231236,Liège,1984,parlement-européen
PRL,,111334,Liège,1984,parlement-européen
ECOLO,,49753,Liège,1984,parlement-européen
FDF-CFE,,10888,Liège,1984,parlement-européen
PWE,,13279,Liège,1984,parlement-européen
PCB,,16589,Liège,1984,parlement-européen
POS-LRT,,2299,Liège,1984,parlement-européen
PTB,,3804,Liège,1984,parlement-européen
CVP-EVP,,139516,Limbourg,1984,parlement-européen
SP,,130263,Limbourg,1984,parlement-européen
PVV-ELD,,42245,Limbourg,1984,parlement-européen
AGALEV,,19030,Limbourg,1984,parlement-européen
VU-EVA,,71710,Limbourg,1984,parlement-européen
VLAAMS BLOK,,4156,Limbourg,1984,parlement-européen
KPB,,1691,Limbourg,1984,parlement-européen
PVDA,,4432,Limbourg,1984,parlement-européen
SAP-RAL,,1364,Limbourg,1984,parlement-européen
PSC,,44959,Luxembourg,1984,parlement-européen
PS,,34436,Luxembourg,1984,parlement-européen
PRL,,35476,Luxembourg,1984,parlement-européen
ECOLO,,9404,Luxembourg,1984,parlement-européen
FDF-CFE,,2402,Luxembourg,1984,parlement-européen
PWE,,1750,Luxembourg,1984,parlement-européen
PCB,,1605,Luxembourg,1984,parlement-européen
POS-LRT,,376,Luxembourg,1984,parlement-européen
PTB,,477,Luxembourg,1984,parlement-européen
PSC,,56880,Namur,1984,parlement-européen
PS,,82260,Namur,1984,parlement-européen
PRL,,52851,Namur,1984,parlement-européen
ECOLO,,24254,Namur,1984,parlement-européen
FDF-CFE,,6856,Namur,1984,parlement-européen
PWE,,10073,Namur,1984,parlement-européen
PCB,,3398,Namur,1984,parlement-européen
POS-LRT,,916,Namur,1984,parlement-européen
PTB,,978,Namur,1984,parlement-européen
