Parti,Nombre de sièges,Nombre de voix,canton,date,election
AGA-GRO,,3034,Aarschot,1999,parlement-européen
SP,,5033,Aarschot,1999,parlement-européen
VLD,,8665,Aarschot,1999,parlement-européen
VLAAMS BLOK,,4201,Aarschot,1999,parlement-européen
VU-ID,,4066,Aarschot,1999,parlement-européen
CVP,,6457,Aarschot,1999,parlement-européen
PVDA-AE,,100,Aarschot,1999,parlement-européen
PNPB,,160,Aarschot,1999,parlement-européen
VIVANT,,647,Aarschot,1999,parlement-européen
SOLIDE,,129,Aarschot,1999,parlement-européen
AGA-GRO,,6969,Alost,1999,parlement-européen
SP,,10888,Alost,1999,parlement-européen
VLD,,19303,Alost,1999,parlement-européen
VLAAMS BLOK,,13102,Alost,1999,parlement-européen
VU-ID,,12156,Alost,1999,parlement-européen
CVP,,14102,Alost,1999,parlement-européen
PVDA-AE,,262,Alost,1999,parlement-européen
PNPB,,253,Alost,1999,parlement-européen
VIVANT,,1083,Alost,1999,parlement-européen
SOLIDE,,170,Alost,1999,parlement-européen
ECOLO,,4238,Andenne,1999,parlement-européen
PRL-FDF,,4390,Andenne,1999,parlement-européen
PS,,6925,Andenne,1999,parlement-européen
PSC,,2361,Andenne,1999,parlement-européen
VIVANT.,,381,Andenne,1999,parlement-européen
FN,,747,Andenne,1999,parlement-européen
FNB,,107,Andenne,1999,parlement-européen
PNPb.,,45,Andenne,1999,parlement-européen
PC,,109,Andenne,1999,parlement-européen
PCN,,15,Andenne,1999,parlement-européen
DEBOUT,,285,Andenne,1999,parlement-européen
AGA-GRO,,1080,Anderlecht,1999,parlement-européen
SP,,1556,Anderlecht,1999,parlement-européen
VLD,,1718,Anderlecht,1999,parlement-européen
VLAAMS BLOK,,2977,Anderlecht,1999,parlement-européen
VU-ID,,752,Anderlecht,1999,parlement-européen
CVP,,1941,Anderlecht,1999,parlement-européen
PVDA-AE,,33,Anderlecht,1999,parlement-européen
PNPB,,59,Anderlecht,1999,parlement-européen
VIVANT,,200,Anderlecht,1999,parlement-européen
SOLIDE,,23,Anderlecht,1999,parlement-européen
ECOLO,,10347,Anderlecht,1999,parlement-européen
PRL-FDF,,12347,Anderlecht,1999,parlement-européen
PS,,9325,Anderlecht,1999,parlement-européen
PSC,,2852,Anderlecht,1999,parlement-européen
VIVANT.,,962,Anderlecht,1999,parlement-européen
FN,,2190,Anderlecht,1999,parlement-européen
FNB,,1000,Anderlecht,1999,parlement-européen
PNPb.,,221,Anderlecht,1999,parlement-européen
PC,,536,Anderlecht,1999,parlement-européen
PCN,,56,Anderlecht,1999,parlement-européen
DEBOUT,,467,Anderlecht,1999,parlement-européen
ECOLO,,2188,Antoing,1999,parlement-européen
PRL-FDF,,2224,Antoing,1999,parlement-européen
PS,,4155,Antoing,1999,parlement-européen
PSC,,1487,Antoing,1999,parlement-européen
VIVANT.,,258,Antoing,1999,parlement-européen
FN,,456,Antoing,1999,parlement-européen
FNB,,70,Antoing,1999,parlement-européen
PNPb.,,35,Antoing,1999,parlement-européen
PC,,154,Antoing,1999,parlement-européen
PCN,,9,Antoing,1999,parlement-européen
DEBOUT,,141,Antoing,1999,parlement-européen
AGA-GRO,,40770,Anvers,1999,parlement-européen
SP,,41617,Anvers,1999,parlement-européen
VLD,,50989,Anvers,1999,parlement-européen
VLAAMS BLOK,,74561,Anvers,1999,parlement-européen
VU-ID,,23517,Anvers,1999,parlement-européen
CVP,,34653,Anvers,1999,parlement-européen
PVDA-AE,,4208,Anvers,1999,parlement-européen
PNPB,,767,Anvers,1999,parlement-européen
VIVANT,,6968,Anvers,1999,parlement-européen
SOLIDE,,947,Anvers,1999,parlement-européen
AGA-GRO,,3027,Arendonk,1999,parlement-européen
SP,,2837,Arendonk,1999,parlement-européen
VLD,,4713,Arendonk,1999,parlement-européen
VLAAMS BLOK,,3084,Arendonk,1999,parlement-européen
VU-ID,,4226,Arendonk,1999,parlement-européen
CVP,,8302,Arendonk,1999,parlement-européen
PVDA-AE,,86,Arendonk,1999,parlement-européen
PNPB,,75,Arendonk,1999,parlement-européen
VIVANT,,328,Arendonk,1999,parlement-européen
SOLIDE,,63,Arendonk,1999,parlement-européen
ECOLO,,4960,Arlon,1999,parlement-européen
PRL-FDF,,4221,Arlon,1999,parlement-européen
PS,,2880,Arlon,1999,parlement-européen
PSC,,3784,Arlon,1999,parlement-européen
VIVANT.,,332,Arlon,1999,parlement-européen
FN,,499,Arlon,1999,parlement-européen
FNB,,45,Arlon,1999,parlement-européen
PNPb.,,58,Arlon,1999,parlement-européen
PC,,88,Arlon,1999,parlement-européen
PCN,,13,Arlon,1999,parlement-européen
DEBOUT,,153,Arlon,1999,parlement-européen
AGA-GRO,,8532,Asse,1999,parlement-européen
SP,,7037,Asse,1999,parlement-européen
VLD,,22691,Asse,1999,parlement-européen
VLAAMS BLOK,,12476,Asse,1999,parlement-européen
VU-ID,,11300,Asse,1999,parlement-européen
CVP,,16155,Asse,1999,parlement-européen
PVDA-AE,,174,Asse,1999,parlement-européen
PNPB,,222,Asse,1999,parlement-européen
VIVANT,,970,Asse,1999,parlement-européen
SOLIDE,,111,Asse,1999,parlement-européen
ECOLO,,2465,Asse,1999,parlement-européen
PRL-FDF,,3648,Asse,1999,parlement-européen
PS,,1153,Asse,1999,parlement-européen
PSC,,596,Asse,1999,parlement-européen
VIVANT.,,335,Asse,1999,parlement-européen
FN,,396,Asse,1999,parlement-européen
FNB,,103,Asse,1999,parlement-européen
PNPb.,,89,Asse,1999,parlement-européen
PC,,92,Asse,1999,parlement-européen
PCN,,21,Asse,1999,parlement-européen
DEBOUT,,141,Asse,1999,parlement-européen
AGA-GRO,,1585,Assenede,1999,parlement-européen
SP,,2910,Assenede,1999,parlement-européen
VLD,,3687,Assenede,1999,parlement-européen
VLAAMS BLOK,,2104,Assenede,1999,parlement-européen
VU-ID,,2348,Assenede,1999,parlement-européen
CVP,,3520,Assenede,1999,parlement-européen
PVDA-AE,,692,Assenede,1999,parlement-européen
PNPB,,63,Assenede,1999,parlement-européen
VIVANT,,261,Assenede,1999,parlement-européen
SOLIDE,,48,Assenede,1999,parlement-européen
ECOLO,,2498,Ath,1999,parlement-européen
PRL-FDF,,3868,Ath,1999,parlement-européen
PS,,6667,Ath,1999,parlement-européen
PSC,,1570,Ath,1999,parlement-européen
VIVANT.,,392,Ath,1999,parlement-européen
FN,,708,Ath,1999,parlement-européen
FNB,,64,Ath,1999,parlement-européen
PNPb.,,59,Ath,1999,parlement-européen
PC,,125,Ath,1999,parlement-européen
PCN,,12,Ath,1999,parlement-européen
DEBOUT,,250,Ath,1999,parlement-européen
ECOLO,,1459,Aubel,1999,parlement-européen
PRL-FDF,,1924,Aubel,1999,parlement-européen
PS,,1636,Aubel,1999,parlement-européen
PSC,,2123,Aubel,1999,parlement-européen
VIVANT.,,185,Aubel,1999,parlement-européen
FN,,194,Aubel,1999,parlement-européen
FNB,,28,Aubel,1999,parlement-européen
PNPb.,,21,Aubel,1999,parlement-européen
PC,,60,Aubel,1999,parlement-européen
PCN,,14,Aubel,1999,parlement-européen
DEBOUT,,69,Aubel,1999,parlement-européen
AGA-GRO,,2576,Audenarde,1999,parlement-européen
SP,,3490,Audenarde,1999,parlement-européen
VLD,,8230,Audenarde,1999,parlement-européen
VLAAMS BLOK,,2503,Audenarde,1999,parlement-européen
VU-ID,,2528,Audenarde,1999,parlement-européen
CVP,,7507,Audenarde,1999,parlement-européen
PVDA-AE,,60,Audenarde,1999,parlement-européen
PNPB,,60,Audenarde,1999,parlement-européen
VIVANT,,297,Audenarde,1999,parlement-européen
SOLIDE,,40,Audenarde,1999,parlement-européen
AGA-GRO,,686,Avelgem,1999,parlement-européen
SP,,1610,Avelgem,1999,parlement-européen
VLD,,1503,Avelgem,1999,parlement-européen
VLAAMS BLOK,,569,Avelgem,1999,parlement-européen
VU-ID,,642,Avelgem,1999,parlement-européen
CVP,,2033,Avelgem,1999,parlement-européen
PVDA-AE,,29,Avelgem,1999,parlement-européen
PNPB,,32,Avelgem,1999,parlement-européen
VIVANT,,103,Avelgem,1999,parlement-européen
SOLIDE,,22,Avelgem,1999,parlement-européen
ECOLO,,6326,Aywaille,1999,parlement-européen
PRL-FDF,,7480,Aywaille,1999,parlement-européen
PS,,5832,Aywaille,1999,parlement-européen
PSC,,3239,Aywaille,1999,parlement-européen
VIVANT.,,594,Aywaille,1999,parlement-européen
FN,,658,Aywaille,1999,parlement-européen
FNB,,118,Aywaille,1999,parlement-européen
