Parti,Nombre de sièges,Nombre de voix,province,date,election
AGA-GRO,,144597,Anvers,1999,parlement-européen
SP,,132320,Anvers,1999,parlement-européen
VLD,,210241,Anvers,1999,parlement-européen
VLAAMS BLOK,,205313,Anvers,1999,parlement-européen
VU-ID,,121126,Anvers,1999,parlement-européen
CVP,,209038,Anvers,1999,parlement-européen
PVDA-AE,,8565,Anvers,1999,parlement-européen
PNPB,,2993,Anvers,1999,parlement-européen
VIVANT,,21533,Anvers,1999,parlement-européen
SOLIDE,,3095,Anvers,1999,parlement-européen
AGA-GRO,,41007,Brabant flamand,1999,parlement-européen
SP,,51444,Brabant flamand,1999,parlement-européen
VLD,,73158,Brabant flamand,1999,parlement-européen
VLAAMS BLOK,,34581,Brabant flamand,1999,parlement-européen
VU-ID,,36184,Brabant flamand,1999,parlement-européen
CVP,,56587,Brabant flamand,1999,parlement-européen
PVDA-AE,,1323,Brabant flamand,1999,parlement-européen
PNPB,,1700,Brabant flamand,1999,parlement-européen
VIVANT,,6529,Brabant flamand,1999,parlement-européen
SOLIDE,,753,Brabant flamand,1999,parlement-européen
ECOLO,,50905,Brabant wallon,1999,parlement-européen
PRL-FDF,,74921,Brabant wallon,1999,parlement-européen
PS,,37802,Brabant wallon,1999,parlement-européen
PSC,,24910,Brabant wallon,1999,parlement-européen
VIVANT.,,5149,Brabant wallon,1999,parlement-européen
FN,,6050,Brabant wallon,1999,parlement-européen
FNB,,1406,Brabant wallon,1999,parlement-européen
PNPb.,,972,Brabant wallon,1999,parlement-européen
PC,,959,Brabant wallon,1999,parlement-européen
PCN,,153,Brabant wallon,1999,parlement-européen
DEBOUT,,3633,Brabant wallon,1999,parlement-européen
AGA-GRO,,78906,Flandre occidentale,1999,parlement-européen
SP,,122935,Flandre occidentale,1999,parlement-européen
VLD,,159423,Flandre occidentale,1999,parlement-européen
VLAAMS BLOK,,85058,Flandre occidentale,1999,parlement-européen
VU-ID,,89834,Flandre occidentale,1999,parlement-européen
CVP,,192158,Flandre occidentale,1999,parlement-européen
PVDA-AE,,2752,Flandre occidentale,1999,parlement-européen
PNPB,,3970,Flandre occidentale,1999,parlement-européen
VIVANT,,11016,Flandre occidentale,1999,parlement-européen
SOLIDE,,1799,Flandre occidentale,1999,parlement-européen
AGA-GRO,,104914,Flandre orientale,1999,parlement-européen
SP,,117678,Flandre orientale,1999,parlement-européen
VLD,,221002,Flandre orientale,1999,parlement-européen
VLAAMS BLOK,,135859,Flandre orientale,1999,parlement-européen
VU-ID,,118535,Flandre orientale,1999,parlement-européen
CVP,,197950,Flandre orientale,1999,parlement-européen
PVDA-AE,,5000,Flandre orientale,1999,parlement-européen
PNPB,,2746,Flandre orientale,1999,parlement-européen
VIVANT,,15854,Flandre orientale,1999,parlement-européen
SOLIDE,,2082,Flandre orientale,1999,parlement-européen
ECOLO,,135543,Hainaut,1999,parlement-européen
PRL-FDF,,152972,Hainaut,1999,parlement-européen
PS,,229646,Hainaut,1999,parlement-européen
PSC,,89357,Hainaut,1999,parlement-européen
VIVANT.,,17357,Hainaut,1999,parlement-européen
FN,,40184,Hainaut,1999,parlement-européen
FNB,,9502,Hainaut,1999,parlement-européen
PNPb.,,2658,Hainaut,1999,parlement-européen
PC,,8858,Hainaut,1999,parlement-européen
PCN,,1065,Hainaut,1999,parlement-européen
DEBOUT,,21319,Hainaut,1999,parlement-européen
ECOLO,,123283,Liège,1999,parlement-européen
PRL-FDF,,127253,Liège,1999,parlement-européen
PS,,162043,Liège,1999,parlement-européen
PSC,,73700,Liège,1999,parlement-européen
VIVANT.,,14457,Liège,1999,parlement-européen
FN,,18989,Liège,1999,parlement-européen
FNB,,4820,Liège,1999,parlement-européen
PNPb.,,3878,Liège,1999,parlement-européen
PC,,9426,Liège,1999,parlement-européen
PCN,,616,Liège,1999,parlement-européen
DEBOUT,,9664,Liège,1999,parlement-européen
AGA-GRO,,54263,Limbourg,1999,parlement-européen
SP,,92806,Limbourg,1999,parlement-européen
VLD,,99774,Limbourg,1999,parlement-européen
VLAAMS BLOK,,62773,Limbourg,1999,parlement-européen
VU-ID,,59759,Limbourg,1999,parlement-européen
CVP,,115744,Limbourg,1999,parlement-européen
PVDA-AE,,3383,Limbourg,1999,parlement-européen
PNPB,,4371,Limbourg,1999,parlement-européen
VIVANT,,6714,Limbourg,1999,parlement-européen
SOLIDE,,1170,Limbourg,1999,parlement-européen
ECOLO,,32414,Luxembourg,1999,parlement-européen
PRL-FDF,,40635,Luxembourg,1999,parlement-européen
PS,,26186,Luxembourg,1999,parlement-européen
PSC,,33324,Luxembourg,1999,parlement-européen
VIVANT.,,2383,Luxembourg,1999,parlement-européen
FN,,3949,Luxembourg,1999,parlement-européen
FNB,,534,Luxembourg,1999,parlement-européen
PNPb.,,499,Luxembourg,1999,parlement-européen
PC,,794,Luxembourg,1999,parlement-européen
PCN,,149,Luxembourg,1999,parlement-européen
DEBOUT,,1249,Luxembourg,1999,parlement-européen
ECOLO,,60854,Namur,1999,parlement-européen
PRL-FDF,,68635,Namur,1999,parlement-européen
PS,,65508,Namur,1999,parlement-européen
PSC,,44589,Namur,1999,parlement-européen
VIVANT.,,5976,Namur,1999,parlement-européen
FN,,11425,Namur,1999,parlement-européen
FNB,,1302,Namur,1999,parlement-européen
PNPb.,,829,Namur,1999,parlement-européen
PC,,1261,Namur,1999,parlement-européen
PCN,,255,Namur,1999,parlement-européen
DEBOUT,,4325,Namur,1999,parlement-européen
