Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
CDF,0,2465,Circonscription de Hainaut,2007,chambre-des-représentants
CAP,0,1434,Circonscription de Hainaut,2007,chambre-des-représentants
VIVANT,0,2561,Circonscription de Hainaut,2007,chambre-des-représentants
WALLON,0,3498,Circonscription de Hainaut,2007,chambre-des-représentants
FN B,0,2355,Circonscription de Hainaut,2007,chambre-des-représentants
DLC,0,464,Circonscription de Hainaut,2007,chambre-des-représentants
UNIE,0,856,Circonscription de Hainaut,2007,chambre-des-représentants
Parti Wallon,0,3139,Circonscription de Hainaut,2007,chambre-des-représentants
FN,0,28177,Circonscription de Liège,2007,chambre-des-représentants
CDH,2,88874,Circonscription de Liège,2007,chambre-des-représentants
MR,5,190699,Circonscription de Liège,2007,chambre-des-représentants
PS,6,200450,Circonscription de Liège,2007,chambre-des-représentants
ECOLO,2,84604,Circonscription de Liège,2007,chambre-des-représentants
PC,0,3993,Circonscription de Liège,2007,chambre-des-représentants
R.W.F.,0,5145,Circonscription de Liège,2007,chambre-des-représentants
PTB+,0,6323,Circonscription de Liège,2007,chambre-des-représentants
FORCE NATIONALE,0,1620,Circonscription de Liège,2007,chambre-des-représentants
CDF,0,2424,Circonscription de Liège,2007,chambre-des-représentants
CAP,0,1468,Circonscription de Liège,2007,chambre-des-représentants
UMP-B,0,1106,Circonscription de Liège,2007,chambre-des-représentants
WALLON,0,3200,Circonscription de Liège,2007,chambre-des-représentants
VIVANT,0,3181,Circonscription de Liège,2007,chambre-des-représentants
FN B,0,1833,Circonscription de Liège,2007,chambre-des-représentants
MP Education,0,1362,Circonscription de Liège,2007,chambre-des-représentants
CD&V NVA,5,177345,Circonscription de Limbourg,2007,chambre-des-représentants
VLAAMS BELANG,2,100301,Circonscription de Limbourg,2007,chambre-des-représentants
open vld,2,99860,Circonscription de Limbourg,2007,chambre-des-représentants
GROEN!,0,22289,Circonscription de Limbourg,2007,chambre-des-représentants
sp.a-spirit,3,109994,Circonscription de Limbourg,2007,chambre-des-représentants
Lijst Dedecker,0,22015,Circonscription de Limbourg,2007,chambre-des-représentants
CAP,0,3893,Circonscription de Limbourg,2007,chambre-des-représentants
PVDA+,0,5800,Circonscription de Limbourg,2007,chambre-des-représentants
BELG.UNIE-BUB,0,1078,Circonscription de Limbourg,2007,chambre-des-représentants
PLURALIS,0,757,Circonscription de Limbourg,2007,chambre-des-représentants
CD&V NVA,2,91373,Circonscription de Louvain,2007,chambre-des-représentants
VLAAMS BELANG,1,50581,Circonscription de Louvain,2007,chambre-des-représentants
open vld,2,65223,Circonscription de Louvain,2007,chambre-des-représentants
GROEN!,0,26346,Circonscription de Louvain,2007,chambre-des-représentants
sp.a-spirit,1,62812,Circonscription de Louvain,2007,chambre-des-représentants
Lijst Dedecker,1,18716,Circonscription de Louvain,2007,chambre-des-représentants
CAP,0,1259,Circonscription de Louvain,2007,chambre-des-représentants
PVDA+,0,2738,Circonscription de Louvain,2007,chambre-des-représentants
BELG.UNIE-BUB,0,1286,Circonscription de Louvain,2007,chambre-des-représentants
FN,0,6128,Circonscription de Luxembourg,2007,chambre-des-représentants
CDH,1,49141,Circonscription de Luxembourg,2007,chambre-des-représentants
MR,2,50537,Circonscription de Luxembourg,2007,chambre-des-représentants
PS,1,35351,Circonscription de Luxembourg,2007,chambre-des-représentants
ECOLO,0,19329,Circonscription de Luxembourg,2007,chambre-des-représentants
PC,0,1205,Circonscription de Luxembourg,2007,chambre-des-représentants
R.W.F.,0,2011,Circonscription de Luxembourg,2007,chambre-des-représentants
CDF,0,812,Circonscription de Luxembourg,2007,chambre-des-représentants
UMP-B,0,302,Circonscription de Luxembourg,2007,chambre-des-représentants
FN B,0,1348,Circonscription de Luxembourg,2007,chambre-des-représentants
FN,0,14649,Circonscription de Namur,2007,chambre-des-représentants
CDH,1,49906,Circonscription de Namur,2007,chambre-des-représentants
MR,2,97072,Circonscription de Namur,2007,chambre-des-représentants
PS,2,76529,Circonscription de Namur,2007,chambre-des-représentants
ECOLO,1,43532,Circonscription de Namur,2007,chambre-des-représentants
R.W.F.,0,4146,Circonscription de Namur,2007,chambre-des-représentants
PTB+,0,1503,Circonscription de Namur,2007,chambre-des-représentants
FORCE NATIONALE,0,1292,Circonscription de Namur,2007,chambre-des-représentants
CDF,0,1228,Circonscription de Namur,2007,chambre-des-représentants
WALLON,0,1990,Circonscription de Namur,2007,chambre-des-représentants
BELG.UNIE-BUB,0,873,Circonscription de Namur,2007,chambre-des-représentants
FN B,0,2146,Circonscription de Namur,2007,chambre-des-représentants
FN,0,7574,Circonscription du Brabant wallon,2007,chambre-des-représentants
CDH,1,32070,Circonscription du Brabant wallon,2007,chambre-des-représentants
VLAAMS BELANG,0,1367,Circonscription du Brabant wallon,2007,chambre-des-représentants
MR,2,103657,Circonscription du Brabant wallon,2007,chambre-des-représentants
PS,1,41561,Circonscription du Brabant wallon,2007,chambre-des-représentants
ECOLO,1,36692,Circonscription du Brabant wallon,2007,chambre-des-représentants
PC,0,1232,Circonscription du Brabant wallon,2007,chambre-des-représentants
R.W.F.,0,2735,Circonscription du Brabant wallon,2007,chambre-des-représentants
PTB+,0,729,Circonscription du Brabant wallon,2007,chambre-des-représentants
FORCE NATIONALE,0,820,Circonscription du Brabant wallon,2007,chambre-des-représentants
CDF,0,1052,Circonscription du Brabant wallon,2007,chambre-des-représentants
BELG.UNIE-BUB,0,791,Circonscription du Brabant wallon,2007,chambre-des-représentants
GSCD,0,170,Circonscription du Brabant wallon,2007,chambre-des-représentants
Belgique Positif,0,880,Circonscription du Brabant wallon,2007,chambre-des-représentants
