Parti,Nombre de sièges,Nombre de voix,canton,date,election
SP.A,,4116,Canton d'Aarschot,2009,parlement-européen
SLP,,233,Canton d'Aarschot,2009,parlement-européen
N-VA,,3212,Canton d'Aarschot,2009,parlement-européen
GROEN!,,2305,Canton d'Aarschot,2009,parlement-européen
VLAAMS BELANG,,5138,Canton d'Aarschot,2009,parlement-européen
CD&V,,8107,Canton d'Aarschot,2009,parlement-européen
open vld,,7262,Canton d'Aarschot,2009,parlement-européen
Lijst Dedecker,,3238,Canton d'Aarschot,2009,parlement-européen
CAP,,72,Canton d'Aarschot,2009,parlement-européen
LSP,,85,Canton d'Aarschot,2009,parlement-européen
PVDA+,,334,Canton d'Aarschot,2009,parlement-européen
SP.A,,9544,Canton d'Alost,2009,parlement-européen
SLP,,485,Canton d'Alost,2009,parlement-européen
N-VA,,8589,Canton d'Alost,2009,parlement-européen
GROEN!,,5044,Canton d'Alost,2009,parlement-européen
VLAAMS BELANG,,15992,Canton d'Alost,2009,parlement-européen
CD&V,,15163,Canton d'Alost,2009,parlement-européen
open vld,,18346,Canton d'Alost,2009,parlement-européen
Lijst Dedecker,,6175,Canton d'Alost,2009,parlement-européen
CAP,,128,Canton d'Alost,2009,parlement-européen
LSP,,209,Canton d'Alost,2009,parlement-européen
PVDA+,,652,Canton d'Alost,2009,parlement-européen
SP,,6463,Canton d'Andenne,2009,parlement-européen
CSP,,2614,Canton d'Andenne,2009,parlement-européen
PFF,,5030,Canton d'Andenne,2009,parlement-européen
ECOLO,,5542,Canton d'Andenne,2009,parlement-européen
R.W.F.,,414,Canton d'Andenne,2009,parlement-européen
FN,,743,Canton d'Andenne,2009,parlement-européen
PTB+,,166,Canton d'Andenne,2009,parlement-européen
PC-GE,,33,Canton d'Andenne,2009,parlement-européen
MS,,53,Canton d'Andenne,2009,parlement-européen
LCR-PSL,,49,Canton d'Andenne,2009,parlement-européen
CAP D'ORAZIO,,51,Canton d'Andenne,2009,parlement-européen
WALLONIE D'ABORD,,336,Canton d'Andenne,2009,parlement-européen
SP.A,,1315,Canton d'Anderlecht,2009,parlement-européen
SLP,,48,Canton d'Anderlecht,2009,parlement-européen
N-VA,,388,Canton d'Anderlecht,2009,parlement-européen
GROEN!,,742,Canton d'Anderlecht,2009,parlement-européen
VLAAMS BELANG,,2021,Canton d'Anderlecht,2009,parlement-européen
CD&V,,1353,Canton d'Anderlecht,2009,parlement-européen
open vld,,2393,Canton d'Anderlecht,2009,parlement-européen
Lijst Dedecker,,379,Canton d'Anderlecht,2009,parlement-européen
CAP,,22,Canton d'Anderlecht,2009,parlement-européen
LSP,,24,Canton d'Anderlecht,2009,parlement-européen
PVDA+,,74,Canton d'Anderlecht,2009,parlement-européen
PS,,14411,Canton d'Anderlecht,2009,parlement-européen
CDH,,6515,Canton d'Anderlecht,2009,parlement-européen
MR,,11761,Canton d'Anderlecht,2009,parlement-européen
ECOLO,,10026,Canton d'Anderlecht,2009,parlement-européen
R.W.F.,,204,Canton d'Anderlecht,2009,parlement-européen
FN,,1849,Canton d'Anderlecht,2009,parlement-européen
PTB+,,513,Canton d'Anderlecht,2009,parlement-européen
PC-GE,,131,Canton d'Anderlecht,2009,parlement-européen
MS,,57,Canton d'Anderlecht,2009,parlement-européen
LCR-PSL,,228,Canton d'Anderlecht,2009,parlement-européen
CAP D'ORAZIO,,165,Canton d'Anderlecht,2009,parlement-européen
WALLONIE D'ABORD,,315,Canton d'Anderlecht,2009,parlement-européen
SP,,4893,Canton d'Antoing,2009,parlement-européen
CSP,,1568,Canton d'Antoing,2009,parlement-européen
PFF,,2378,Canton d'Antoing,2009,parlement-européen
ECOLO,,2155,Canton d'Antoing,2009,parlement-européen
R.W.F.,,120,Canton d'Antoing,2009,parlement-européen
FN,,493,Canton d'Antoing,2009,parlement-européen
