Parti,Nombre de sièges,Nombre de voix,province,date,election
SP.A,,33078,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
SLP,,1473,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
N-VA,,40879,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
GROEN!,,30208,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
VLAAMS BELANG,,57994,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
CD&V,,71334,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
open vld,,92440,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
Lijst Dedecker,,20906,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
CAP,,399,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
LSP,,584,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
PVDA+,,2414,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
PS,,112721,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
CDH,,62844,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
MR,,150825,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
ECOLO,,127686,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
R.W.F.,,2245,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
FN,,11313,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
PTB+,,5087,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
PC-GE,,1505,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
MS,,581,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
LCR-PSL,,2754,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
CAP D'ORAZIO,,1379,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2009,parlement-européen
