Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
SP.A,,33078,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
SLP,,1473,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
N-VA,,40879,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
GROEN!,,30208,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
VLAAMS BELANG,,57994,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
CD&V,,71334,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
open vld,,92440,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
Lijst Dedecker,,20906,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
CAP,,399,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
LSP,,584,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
PVDA+,,2414,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
PS,,112721,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
CDH,,62844,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
MR,,150825,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
ECOLO,,127686,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
R.W.F.,,2245,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
FN,,11313,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
PTB+,,5087,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
PC-GE,,1505,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
MS,,581,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
LCR-PSL,,2754,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
CAP D'ORAZIO,,1379,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
WALLONIE D'ABORD,,3947,Circonscription électorale de Bruxelles-Hal-Vilvorde ,2009,parlement-européen
SP.A,,506315,Circonscription Electorale flamande,2009,parlement-européen
SLP,,25068,Circonscription Electorale flamande,2009,parlement-européen
N-VA,,361666,Circonscription Electorale flamande,2009,parlement-européen
GROEN!,,291941,Circonscription Electorale flamande,2009,parlement-européen
VLAAMS BELANG,,589176,Circonscription Electorale flamande,2009,parlement-européen
CD&V,,876789,Circonscription Electorale flamande,2009,parlement-européen
open vld,,745444,Circonscription Electorale flamande,2009,parlement-européen
Lijst Dedecker,,275793,Circonscription Electorale flamande,2009,parlement-européen
CAP,,5999,Circonscription Electorale flamande,2009,parlement-européen
LSP,,8401,Circonscription Electorale flamande,2009,parlement-européen
PVDA+,,37643,Circonscription Electorale flamande,2009,parlement-européen
SP,,5658,Circonscription Electorale germanophone,2009,parlement-européen
CSP,,12475,Circonscription Electorale germanophone,2009,parlement-européen
PFF,,7878,Circonscription Electorale germanophone,2009,parlement-européen
ECOLO,,6025,Circonscription Electorale germanophone,2009,parlement-européen
EUROPA der WERTE,,330,Circonscription Electorale germanophone,2009,parlement-européen
ProDG,,3897,Circonscription Electorale germanophone,2009,parlement-européen
VIVANT,,2417,Circonscription Electorale germanophone,2009,parlement-européen
SP,,602226,Circonscription Electorale wallonne,2009,parlement-européen
CSP,,264980,Circonscription Electorale wallonne,2009,parlement-européen
PFF,,489267,Circonscription Electorale wallonne,2009,parlement-européen
ECOLO,,434395,Circonscription Electorale wallonne,2009,parlement-européen
R.W.F.,,28243,Circonscription Electorale wallonne,2009,parlement-européen
FN,,76393,Circonscription Electorale wallonne,2009,parlement-européen
PTB+,,23396,Circonscription Electorale wallonne,2009,parlement-européen
PC-GE,,6028,Circonscription Electorale wallonne,2009,parlement-européen
MS,,4358,Circonscription Electorale wallonne,2009,parlement-européen
LCR-PSL,,5200,Circonscription Electorale wallonne,2009,parlement-européen
CAP D'ORAZIO,,6247,Circonscription Electorale wallonne,2009,parlement-européen
WALLONIE D'ABORD,,33558,Circonscription Electorale wallonne,2009,parlement-européen
