Parti,Nombre de sièges,Nombre de voix,canton,date,election
AGALEV,,3337,Aarschot,1999,parlement-flamand
SP,,5866,Aarschot,1999,parlement-flamand
VLD,,8913,Aarschot,1999,parlement-flamand
VLAAMS BLOK,,4451,Aarschot,1999,parlement-flamand
VU-ID,,2319,Aarschot,1999,parlement-flamand
CVP,,6445,Aarschot,1999,parlement-flamand
VIVANT,,788,Aarschot,1999,parlement-flamand
PNPB,,97,Aarschot,1999,parlement-flamand
UDDU,,86,Aarschot,1999,parlement-flamand
PVDA-AE,,105,Aarschot,1999,parlement-flamand
UF,,74,Aarschot,1999,parlement-flamand
AGALEV,,7030,Alost,1999,parlement-flamand
SP,,11359,Alost,1999,parlement-flamand
VLD,,21919,Alost,1999,parlement-flamand
VLAAMS BLOK,,13515,Alost,1999,parlement-flamand
VU-ID,,8358,Alost,1999,parlement-flamand
CVP,,14462,Alost,1999,parlement-flamand
VIVANT,,1139,Alost,1999,parlement-flamand
PNPB,,148,Alost,1999,parlement-flamand
UDDU,,120,Alost,1999,parlement-flamand
LEEF,,382,Alost,1999,parlement-flamand
PVDA-AE,,261,Alost,1999,parlement-flamand
AGALEV,,38311,Anvers,1999,parlement-flamand
SP,,41260,Anvers,1999,parlement-flamand
VLD,,47381,Anvers,1999,parlement-flamand
VLAAMS BLOK,,82259,Anvers,1999,parlement-flamand
VU-ID,,18994,Anvers,1999,parlement-flamand
CVP,,34028,Anvers,1999,parlement-flamand
VIVANT,,6819,Anvers,1999,parlement-flamand
PNPB,,663,Anvers,1999,parlement-flamand
UDDU,,629,Anvers,1999,parlement-flamand
SOLIDE,,696,Anvers,1999,parlement-flamand
PVDA-AE,,4977,Anvers,1999,parlement-flamand
W.O.W.,,1954,Anvers,1999,parlement-flamand
AGALEV,,2733,Arendonk,1999,parlement-flamand
SP,,2674,Arendonk,1999,parlement-flamand
VLD,,4893,Arendonk,1999,parlement-flamand
VLAAMS BLOK,,3043,Arendonk,1999,parlement-flamand
VU-ID,,4478,Arendonk,1999,parlement-flamand
CVP,,8217,Arendonk,1999,parlement-flamand
VIVANT,,293,Arendonk,1999,parlement-flamand
PNPB,,57,Arendonk,1999,parlement-flamand
UDDU,,52,Arendonk,1999,parlement-flamand
PVDA-AE,,102,Arendonk,1999,parlement-flamand
W.O.W.,,112,Arendonk,1999,parlement-flamand
AGALEV,,9375,Asse,1999,parlement-flamand
SP,,8855,Asse,1999,parlement-flamand
VLD,,25181,Asse,1999,parlement-flamand
