Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
VLAAMS BLOK,2.0,56650,Gand-Eeklo,1999,parlement-flamand
VU-ID,1.0,36792,Gand-Eeklo,1999,parlement-flamand
CVP,3.0,83355,Gand-Eeklo,1999,parlement-flamand
VIVANT,,9017,Gand-Eeklo,1999,parlement-flamand
A,,1294,Gand-Eeklo,1999,parlement-flamand
MLINKS,,478,Gand-Eeklo,1999,parlement-flamand
PNPB,,709,Gand-Eeklo,1999,parlement-flamand
PVDA-AE,,2998,Gand-Eeklo,1999,parlement-flamand
W.I.T.,,1659,Gand-Eeklo,1999,parlement-flamand
AGALEV,1.0,38576,Hal-Vilvorde,1999,parlement-flamand
SP,1.0,34963,Hal-Vilvorde,1999,parlement-flamand
VLD,3.0,78380,Hal-Vilvorde,1999,parlement-flamand
VLAAMS BLOK,2.0,50374,Hal-Vilvorde,1999,parlement-flamand
VU-ID,1.0,30275,Hal-Vilvorde,1999,parlement-flamand
CVP,2.0,68257,Hal-Vilvorde,1999,parlement-flamand
VIVANT,,9532,Hal-Vilvorde,1999,parlement-flamand
A,,1037,Hal-Vilvorde,1999,parlement-flamand
PNPB,,1031,Hal-Vilvorde,1999,parlement-flamand
PVDA-AE,,1126,Hal-Vilvorde,1999,parlement-flamand
UF,1.0,33454,Hal-Vilvorde,1999,parlement-flamand
W.O.W.,,662,Hal-Vilvorde,1999,parlement-flamand
AGALEV,1.0,46859,Hasselt-Tongres-Maaseik,1999,parlement-flamand
SP,4.0,108657,Hasselt-Tongres-Maaseik,1999,parlement-flamand
VLD,3.0,107402,Hasselt-Tongres-Maaseik,1999,parlement-flamand
VLAAMS BLOK,2.0,62191,Hasselt-Tongres-Maaseik,1999,parlement-flamand
VU-ID,1.0,46085,Hasselt-Tongres-Maaseik,1999,parlement-flamand
CVP,4.0,112967,Hasselt-Tongres-Maaseik,1999,parlement-flamand
VIVANT,,6700,Hasselt-Tongres-Maaseik,1999,parlement-flamand
PNPB,,3074,Hasselt-Tongres-Maaseik,1999,parlement-flamand
UDDU,,872,Hasselt-Tongres-Maaseik,1999,parlement-flamand
SOLIDE,,1068,Hasselt-Tongres-Maaseik,1999,parlement-flamand
PVDA-AE,,3486,Hasselt-Tongres-Maaseik,1999,parlement-flamand
AGALEV,1.0,42609,Louvain,1999,parlement-flamand
SP,2.0,54028,Louvain,1999,parlement-flamand
VLD,2.0,73464,Louvain,1999,parlement-flamand
VLAAMS BLOK,1.0,37264,Louvain,1999,parlement-flamand
VU-ID,1.0,26765,Louvain,1999,parlement-flamand
CVP,2.0,54839,Louvain,1999,parlement-flamand
VIVANT,,7422,Louvain,1999,parlement-flamand
PNPB,,1218,Louvain,1999,parlement-flamand
UDDU,,509,Louvain,1999,parlement-flamand
PVDA-AE,,1455,Louvain,1999,parlement-flamand
UF,,3229,Louvain,1999,parlement-flamand
AGALEV,1.0,57344,Malines-Turnhout,1999,parlement-flamand
SP,2.0,59209,Malines-Turnhout,1999,parlement-flamand
VLD,3.0,88859,Malines-Turnhout,1999,parlement-flamand
VLAAMS BLOK,2.0,77201,Malines-Turnhout,1999,parlement-flamand
VU-ID,2.0,54537,Malines-Turnhout,1999,parlement-flamand
CVP,4.0,122359,Malines-Turnhout,1999,parlement-flamand
VIVANT,,8086,Malines-Turnhout,1999,parlement-flamand
PNPB,,1256,Malines-Turnhout,1999,parlement-flamand
UDDU,,1225,Malines-Turnhout,1999,parlement-flamand
PVDA-AE,,2637,Malines-Turnhout,1999,parlement-flamand
W.O.W.,,2662,Malines-Turnhout,1999,parlement-flamand
AGALEV,1.0,29878,Saint-Nicolas-Termonde,1999,parlement-flamand
SP,1.0,38045,Saint-Nicolas-Termonde,1999,parlement-flamand
VLD,2.0,62385,Saint-Nicolas-Termonde,1999,parlement-flamand
VLAAMS BLOK,1.0,49503,Saint-Nicolas-Termonde,1999,parlement-flamand
VU-ID,1.0,30021,Saint-Nicolas-Termonde,1999,parlement-flamand
CVP,2.0,61223,Saint-Nicolas-Termonde,1999,parlement-flamand
VIVANT,,4954,Saint-Nicolas-Termonde,1999,parlement-flamand
PNPB,,695,Saint-Nicolas-Termonde,1999,parlement-flamand
PVDA-AE,,1421,Saint-Nicolas-Termonde,1999,parlement-flamand
W.O.W.,,1042,Saint-Nicolas-Termonde,1999,parlement-flamand
