Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
BSP,1.0,52283,Alost-Audenarde,1977,sénat
VU,,37578,Alost-Audenarde,1977,sénat
KPB-PCB,,3873,Alost-Audenarde,1977,sénat
CVP,1.0,83191,Alost-Audenarde,1977,sénat
PVV,2.0,55311,Alost-Audenarde,1977,sénat
RW,,502,Alost-Audenarde,1977,sénat
BSP,3.0,148608,Anvers,1977,sénat
VU,2.0,102877,Anvers,1977,sénat
KPB-PCB,,11960,Anvers,1977,sénat
CVP,4.0,222881,Anvers,1977,sénat
PVV,1.0,59750,Anvers,1977,sénat
AMADA/tpo,,8278,Anvers,1977,sénat
VFP-PFU,,1363,Anvers,1977,sénat
AGALEV,,3270,Anvers,1977,sénat
VOP,,896,Anvers,1977,sénat
PSC,1.0,53823,Arlon,1977,sénat
PRLW,,33691,Arlon,1977,sénat
PSB-RW,1.0,33945,Arlon,1977,sénat
BSP,1.0,39753,Bruges,1977,sénat
VU,,23016,Bruges,1977,sénat
KPB-PCB,,1390,Bruges,1977,sénat
CVP,2.0,66629,Bruges,1977,sénat
PVV,,15829,Bruges,1977,sénat
AMADA/tpo,,744,Bruges,1977,sénat
BSP,2.0,38989,Bruxelles,1977,sénat
VU,2.0,77158,Bruxelles,1977,sénat
KPB-PCB,,23235,Bruxelles,1977,sénat
CVP,3.0,155779,Bruxelles,1977,sénat
PVV,1.0,46353,Bruxelles,1977,sénat
AMADA/tpo,,4149,Bruxelles,1977,sénat
VFP-PFU,,2050,Bruxelles,1977,sénat
PL,2.0,69844,Bruxelles,1977,sénat
FDF,5.0,242397,Bruxelles,1977,sénat
UB,,1182,Bruxelles,1977,sénat
PSB,,99526,Bruxelles,1977,sénat
PSC,2.0,80916,Bruxelles,1977,sénat
KPB-PCB,1.0,19740,Charleroi-Thuin,1977,sénat
AMADA/tpo,,1413,Charleroi-Thuin,1977,sénat
RW,1.0,41938,Charleroi-Thuin,1977,sénat
PSB,3.0,136394,Charleroi-Thuin,1977,sénat
PSC,1.0,59623,Charleroi-Thuin,1977,sénat
PRLW,1.0,37729,Charleroi-Thuin,1977,sénat
PLPW,,5305,Charleroi-Thuin,1977,sénat
BSP,1.0,55632,Courtrai-Ypres,1977,sénat
VU,1.0,27991,Courtrai-Ypres,1977,sénat
KPB-PCB,,2282,Courtrai-Ypres,1977,sénat
CVP,1.0,106680,Courtrai-Ypres,1977,sénat
PVV,1.0,27839,Courtrai-Ypres,1977,sénat
AMADA/tpo,,962,Courtrai-Ypres,1977,sénat
BSP,1.0,35921,Furnes-Dixmude-Ostende,1977,sénat
VU,,22454,Furnes-Dixmude-Ostende,1977,sénat
KPB-PCB,,2291,Furnes-Dixmude-Ostende,1977,sénat
CVP,1.0,45802,Furnes-Dixmude-Ostende,1977,sénat
PVV,,24906,Furnes-Dixmude-Ostende,1977,sénat
BSP,1.0,68921,Gand-Eeklo,1977,sénat
VU,1.0,57611,Gand-Eeklo,1977,sénat
KPB-PCB,,6399,Gand-Eeklo,1977,sénat
CVP,3.0,139974,Gand-Eeklo,1977,sénat
PVV,1.0,62875,Gand-Eeklo,1977,sénat
AMADA/tpo,,2630,Gand-Eeklo,1977,sénat
BSP,1.0,72833,Hasselt,1977,sénat
VU,1.0,50800,Hasselt,1977,sénat
KPB-PCB,,2260,Hasselt,1977,sénat
CVP,4.0,176501,Hasselt,1977,sénat
PVV,1.0,44574,Hasselt,1977,sénat
AMADA/tpo,,2681,Hasselt,1977,sénat
