Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
LISTE4,,130,Alost,1912,chambre-des-représentants
LISTE5,,175,Alost,1912,chambre-des-représentants
Cath/Kath,3.0,41402,Alost,1912,chambre-des-représentants
CARTEL,1.0,12811,Alost,1912,chambre-des-représentants
christ democr,1.0,12735,Alost,1912,chambre-des-représentants
Cath/Kath,8.0,93256,Anvers,1912,chambre-des-représentants
CARTEL,7.0,81348,Anvers,1912,chambre-des-représentants
onafh/indép,,4080,Anvers,1912,chambre-des-représentants
Cath/Kath,2.0,27632,Arlon-Marche-Bastogne,1912,chambre-des-représentants
CARTEL,1.0,20478,Arlon-Marche-Bastogne,1912,chambre-des-représentants
Cath/Kath,2.0,23876,Audenarde,1912,chambre-des-représentants
Liberal/Liberaal,1.0,11828,Audenarde,1912,chambre-des-représentants
christ democr,,747,Audenarde,1912,chambre-des-représentants
Cath/Kath,3.0,32537,Bruges,1912,chambre-des-représentants
CARTEL,1.0,17914,Bruges,1912,chambre-des-représentants
LISTE1,,1533,Bruxelles,1912,chambre-des-représentants
LISTE2,,1254,Bruxelles,1912,chambre-des-représentants
Cath/Kath,12.0,150052,Bruxelles,1912,chambre-des-représentants
Liberal/Liberaal,8.0,104176,Bruxelles,1912,chambre-des-représentants
Social,6.0,72865,Bruxelles,1912,chambre-des-représentants
Cath/Kath,3.0,50695,Charleroi,1912,chambre-des-représentants
CARTEL,8.0,126921,Charleroi,1912,chambre-des-représentants
onafh/indép,,579,Charleroi,1912,chambre-des-représentants
Cath/Kath,4.0,46739,Courtrai,1912,chambre-des-représentants
CARTEL,1.0,21337,Courtrai,1912,chambre-des-représentants
christ democr,,1570,Courtrai,1912,chambre-des-représentants
Cath/Kath,2.0,30201,Dinant-Philippeville,1912,chambre-des-représentants
CARTEL,2.0,28750,Dinant-Philippeville,1912,chambre-des-représentants
onafh/indép,,11485,Dinant-Philippeville,1912,chambre-des-représentants
Cath/Kath,3.0,38017,Furnes-Dixmude-Ostende,1912,chambre-des-représentants
Liberal/Liberaal,2.0,19629,Furnes-Dixmude-Ostende,1912,chambre-des-représentants
Cath/Kath,7.0,87786,Gand-Eeklo,1912,chambre-des-représentants
Liberal/Liberaal,3.0,39256,Gand-Eeklo,1912,chambre-des-représentants
Social,2.0,22899,Gand-Eeklo,1912,chambre-des-représentants
onafh/indép,,2643,Gand-Eeklo,1912,chambre-des-représentants
Cath/Kath,3.0,29794,Hasselt,1912,chambre-des-représentants
Liberal/Liberaal,,8174,Hasselt,1912,chambre-des-représentants
Cath/Kath,2.0,29844,Huy-Waremme,1912,chambre-des-représentants
CARTEL,2.0,39724,Huy-Waremme,1912,chambre-des-représentants
Cath/Kath,4.0,56489,Liège,1912,chambre-des-représentants
Liberal/Liberaal,3.0,39986,Liège,1912,chambre-des-représentants
Social,6.0,91796,Liège,1912,chambre-des-représentants
Cath/Kath,4.0,56102,Louvain,1912,chambre-des-représentants
CARTEL,3.0,36785,Louvain,1912,chambre-des-représentants
Cath/Kath,3.0,44367,Malines,1912,chambre-des-représentants
CARTEL,2.0,24806,Malines,1912,chambre-des-représentants
onafh/indép,,310,Malines,1912,chambre-des-représentants
Cath/Kath,2.0,31502,Mons,1912,chambre-des-représentants
Liberal/Liberaal,1.0,23324,Mons,1912,chambre-des-représentants
Social,4.0,54335,Mons,1912,chambre-des-représentants
Cath/Kath,2.0,43343,Namur,1912,chambre-des-représentants
CARTEL,3.0,46653,Namur,1912,chambre-des-représentants
Cath/Kath,2.0,23682,Neufchâteau-Virton,1912,chambre-des-représentants
CARTEL,1.0,18451,Neufchâteau-Virton,1912,chambre-des-représentants
Cath/Kath,2.0,33751,Nivelles,1912,chambre-des-représentants
CARTEL,2.0,43977,Nivelles,1912,chambre-des-représentants
Cath/Kath,5.0,49254,Roulers-Tielt,1912,chambre-des-représentants
CARTEL,,7932,Roulers-Tielt,1912,chambre-des-représentants
Cath/Kath,3.0,42754,Saint-Nicolas,1912,chambre-des-représentants
Liberal/Liberaal,1.0,11986,Saint-Nicolas,1912,chambre-des-représentants
Cath/Kath,1.0,27630,Soignies,1912,chambre-des-représentants
CARTEL,3.0,42676,Soignies,1912,chambre-des-représentants
Cath/Kath,3.0,32318,Termonde,1912,chambre-des-représentants
Liberal/Liberaal,1.0,11226,Termonde,1912,chambre-des-représentants
christ democr,,1478,Termonde,1912,chambre-des-représentants
Cath/Kath,1.0,23098,Thuin,1912,chambre-des-représentants
CARTEL,2.0,38329,Thuin,1912,chambre-des-représentants
Cath/Kath,4.0,43758,Tongres-Maaseik,1912,chambre-des-représentants
Liberal/Liberaal,,10070,Tongres-Maaseik,1912,chambre-des-représentants
Cath/Kath,3.0,46930,Tournai-Ath,1912,chambre-des-représentants
CARTEL,3.0,56999,Tournai-Ath,1912,chambre-des-représentants
onafh/indép,,856,Tournai-Ath,1912,chambre-des-représentants
Cath/Kath,4.0,40772,Turnhout,1912,chambre-des-représentants
CARTEL,,9946,Turnhout,1912,chambre-des-représentants
Cath/Kath,2.0,30645,Verviers,1912,chambre-des-représentants
CARTEL,3.0,34622,Verviers,1912,chambre-des-représentants
Cath/Kath,2.0,29089,Ypres,1912,chambre-des-représentants
Liberal/Liberaal,1.0,11429,Ypres,1912,chambre-des-représentants
Social,,1443,Ypres,1912,chambre-des-représentants
