Parti,Nombre de sièges,Nombre de voix,province,date,election
PVV/PLP,2.0,107165,Anvers,1974,sénat
BSP/PSB,4.0,206351,Anvers,1974,sénat
VU,3.0,163492,Anvers,1974,sénat
KPB/PCB,,20713,Anvers,1974,sénat
CVP,8.0,331335,Anvers,1974,sénat
PMO,,5918,Anvers,1974,sénat
AMADA,,12195,Anvers,1974,sénat
KAGANOVEMUS,,1903,Anvers,1974,sénat
VFP,,5903,Anvers,1974,sénat
PVV/PLP,3.0,132406,Brabant,1974,sénat
BSP/PSB,4.0,168667,Brabant,1974,sénat
VU,2.0,106054,Brabant,1974,sénat
KPB/PCB,,37709,Brabant,1974,sénat
CVP,4.0,199157,Brabant,1974,sénat
VFP,,6007,Brabant,1974,sénat
PSC,2.0,97001,Brabant,1974,sénat
FDFRW-PLDP,7.0,316781,Brabant,1974,sénat
BSP RODE LEEUWEN,2.0,82959,Brabant,1974,sénat
PLP,,21782,Brabant,1974,sénat
PMO/URB,,1078,Brabant,1974,sénat
PUR,,156,Brabant,1974,sénat
PVV/PLP,1.0,85229,Flandre occidentale,1974,sénat
BSP/PSB,3.0,135097,Flandre occidentale,1974,sénat
VU,2.0,108488,Flandre occidentale,1974,sénat
KPB/PCB,,7125,Flandre occidentale,1974,sénat
CVP,5.0,247026,Flandre occidentale,1974,sénat
A74,,942,Flandre occidentale,1974,sénat
PVV/PLP,3.0,157145,Flandre orientale,1974,sénat
BSP/PSB,3.0,160189,Flandre orientale,1974,sénat
VU,2.0,123882,Flandre orientale,1974,sénat
KPB/PCB,,15788,Flandre orientale,1974,sénat
CVP,6.0,287203,Flandre orientale,1974,sénat
AMADA,,2648,Flandre orientale,1974,sénat
IEPENDAEL,,2784,Flandre orientale,1974,sénat
PVV/PLP,2.0,90607,Hainaut,1974,sénat
BSP/PSB,6.0,273548,Hainaut,1974,sénat
PSC,3.0,119675,Hainaut,1974,sénat
FDFRW-PLDP,1.0,118266,Hainaut,1974,sénat
UDP,,56670,Hainaut,1974,sénat
PDB,,6812,Hainaut,1974,sénat
PVV/PLP,2.0,77046,Liège,1974,sénat
BSP/PSB,5.0,202508,Liège,1974,sénat
KPB/PCB,,30885,Liège,1974,sénat
PSC,3.0,117691,Liège,1974,sénat
FDFRW-PLDP,2.0,90604,Liège,1974,sénat
PLW,,597,Liège,1974,sénat
PDB,,8812,Liège,1974,sénat
PVV/PLP,1.0,39306,Limbourg,1974,sénat
BSP/PSB,1.0,61147,Limbourg,1974,sénat
VU,1.0,43299,Limbourg,1974,sénat
KPB/PCB,,2787,Limbourg,1974,sénat
CVP,4.0,155090,Limbourg,1974,sénat
AMADA,,1901,Limbourg,1974,sénat
ZWARTBERG,,2149,Limbourg,1974,sénat
PVV/PLP,1.0,28666,Luxembourg,1974,sénat
BSP/PSB,,28249,Luxembourg,1974,sénat
PSC,1.0,44542,Luxembourg,1974,sénat
FDFRW-PLDP,,16269,Luxembourg,1974,sénat
PVV/PLP,1.0,38124,Namur,1974,sénat
BSP/PSB,1.0,65966,Namur,1974,sénat
PSC,1.0,51603,Namur,1974,sénat
FDFRW-PLDP,1.0,47633,Namur,1974,sénat
UDP,,3730,Namur,1974,sénat
