Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,7.0,104539,Anvers,1919,sénat
Socialist,2.0,47833,Anvers,1919,sénat
Liberal/Liberaal,3.0,46829,Anvers,1919,sénat
rennaissance nationale,,3068,Anvers,1919,sénat
Cath/Kath,7.0,114483,Brabant,1919,sénat
Socialist,5.0,74805,Brabant,1919,sénat
Liberal/Liberaal,6.0,114063,Brabant,1919,sénat
Middenstand,,10601,Brabant,1919,sénat
Union Nationale,,5245,Brabant,1919,sénat
Cath/Kath,7.0,83497,Flandre occidentale,1919,sénat
Liberal/Liberaal,4.0,37805,Flandre occidentale,1919,sénat
Cath/Kath,8.0,130484,Flandre orientale,1919,sénat
Socialist,2.0,34716,Flandre orientale,1919,sénat
Liberal/Liberaal,4.0,66425,Flandre orientale,1919,sénat
Cath/Kath,4.0,82499,Hainaut,1919,sénat
Socialist,7.0,156595,Hainaut,1919,sénat
Liberal/Liberaal,4.0,67479,Hainaut,1919,sénat
Cath/Kath,3.0,60587,Liège,1919,sénat
Socialist,4.0,74062,Liège,1919,sénat
Liberal/Liberaal,4.0,70586,Liège,1919,sénat
Cath/Kath,3.0,44106,Limbourg,1919,sénat
Liberal/Liberaal,1.0,14913,Limbourg,1919,sénat
Cath/Kath,2.0,27489,Luxembourg,1919,sénat
Liberal/Liberaal,1.0,25012,Luxembourg,1919,sénat
Cath/Kath,2.0,37357,Namur,1919,sénat
Liberal/Liberaal,3.0,46934,Namur,1919,sénat
