Parti,Nombre de sièges,Nombre de voix,canton,date,election
PS,,8745,Andenne,1995,parlement-wallon
ECOLO,,2088,Andenne,1995,parlement-wallon
PRL-FDF,,4024,Andenne,1995,parlement-wallon
PSC,,3182,Andenne,1995,parlement-wallon
PCN,,21,Andenne,1995,parlement-wallon
PTB-UA,,81,Andenne,1995,parlement-wallon
SUD-BEB,,48,Andenne,1995,parlement-wallon
UNIE,,70,Andenne,1995,parlement-wallon
FN,,1171,Andenne,1995,parlement-wallon
PS,,5693,Antoing,1995,parlement-wallon
ECOLO,,892,Antoing,1995,parlement-wallon
PRL-FDF,,2586,Antoing,1995,parlement-wallon
PSC,,2246,Antoing,1995,parlement-wallon
PTB-UA,,50,Antoing,1995,parlement-wallon
AGIR,,83,Antoing,1995,parlement-wallon
ADM,,21,Antoing,1995,parlement-wallon
B.E.B,,124,Antoing,1995,parlement-wallon
FN,,369,Antoing,1995,parlement-wallon
PS,,4775,Arlon,1995,parlement-wallon
ECOLO,,1982,Arlon,1995,parlement-wallon
PRL-FDF,,4484,Arlon,1995,parlement-wallon
PSC,,5155,Arlon,1995,parlement-wallon
PTB-UA,,58,Arlon,1995,parlement-wallon
FN,,715,Arlon,1995,parlement-wallon
PS,,8948,Ath,1995,parlement-wallon
ECOLO,,1023,Ath,1995,parlement-wallon
PRL-FDF,,3814,Ath,1995,parlement-wallon
PSC,,1883,Ath,1995,parlement-wallon
PTB-UA,,104,Ath,1995,parlement-wallon
AGIR,,89,Ath,1995,parlement-wallon
ADM,,15,Ath,1995,parlement-wallon
B.E.B,,47,Ath,1995,parlement-wallon
FN,,640,Ath,1995,parlement-wallon
PS,,1427,Aubel,1995,parlement-wallon
ECOLO,,785,Aubel,1995,parlement-wallon
PRL-FDF,,1653,Aubel,1995,parlement-wallon
PSC,,2662,Aubel,1995,parlement-wallon
PTB-UA,,33,Aubel,1995,parlement-wallon
AGIR,,60,Aubel,1995,parlement-wallon
FN,,113,Aubel,1995,parlement-wallon
REF,,7,Aubel,1995,parlement-wallon
P.D.B.,,24,Aubel,1995,parlement-wallon
BLANC,,27,Aubel,1995,parlement-wallon
UNIE,,17,Aubel,1995,parlement-wallon
SUD-BEB,,7,Aubel,1995,parlement-wallon
PS,,6915,Aywaille,1995,parlement-wallon
ECOLO,,3010,Aywaille,1995,parlement-wallon
PRL-FDF,,7173,Aywaille,1995,parlement-wallon
PSC,,5643,Aywaille,1995,parlement-wallon
PCN,,45,Aywaille,1995,parlement-wallon
PTB-UA,,116,Aywaille,1995,parlement-wallon
AGIR,,485,Aywaille,1995,parlement-wallon
FN,,825,Aywaille,1995,parlement-wallon
LETD,,28,Aywaille,1995,parlement-wallon
FRANCE,,238,Aywaille,1995,parlement-wallon
U.C.D.,,21,Aywaille,1995,parlement-wallon
LIGUE,,31,Aywaille,1995,parlement-wallon
PS,,7600,Bassenge,1995,parlement-wallon
ECOLO,,2197,Bassenge,1995,parlement-wallon
PRL-FDF,,4607,Bassenge,1995,parlement-wallon
PSC,,7575,Bassenge,1995,parlement-wallon
PCN,,31,Bassenge,1995,parlement-wallon
PTB-UA,,137,Bassenge,1995,parlement-wallon
AGIR,,735,Bassenge,1995,parlement-wallon
FN,,864,Bassenge,1995,parlement-wallon
LETD,,53,Bassenge,1995,parlement-wallon
FRANCE,,97,Bassenge,1995,parlement-wallon
U.C.D.,,25,Bassenge,1995,parlement-wallon
LIGUE,,43,Bassenge,1995,parlement-wallon
PS,,770,Bastogne,1995,parlement-wallon
ECOLO,,606,Bastogne,1995,parlement-wallon
PRL-FDF,,2525,Bastogne,1995,parlement-wallon
PSC,,4984,Bastogne,1995,parlement-wallon
PTB-UA,,19,Bastogne,1995,parlement-wallon
FN,,461,Bastogne,1995,parlement-wallon
PS,,1962,Beaumont,1995,parlement-wallon
ECOLO,,564,Beaumont,1995,parlement-wallon
PRL-FDF,,3022,Beaumont,1995,parlement-wallon
PSC,,2612,Beaumont,1995,parlement-wallon
PCN,,11,Beaumont,1995,parlement-wallon
PTB-UA,,44,Beaumont,1995,parlement-wallon
AGIR,,35,Beaumont,1995,parlement-wallon
FN,,265,Beaumont,1995,parlement-wallon
WALLON,,112,Beaumont,1995,parlement-wallon
PC,,35,Beaumont,1995,parlement-wallon
PS,,2408,Beauraing,1995,parlement-wallon
ECOLO,,562,Beauraing,1995,parlement-wallon
PRL-FDF,,2104,Beauraing,1995,parlement-wallon
PSC,,1949,Beauraing,1995,parlement-wallon
FN,,322,Beauraing,1995,parlement-wallon
PTB-UA,,42,Beauraing,1995,parlement-wallon
PS,,7264,Beloeil,1995,parlement-wallon
ECOLO,,1166,Beloeil,1995,parlement-wallon
PRL-FDF,,3584,Beloeil,1995,parlement-wallon
PSC,,1395,Beloeil,1995,parlement-wallon
PTB-UA,,76,Beloeil,1995,parlement-wallon
AGIR,,106,Beloeil,1995,parlement-wallon
ADM,,14,Beloeil,1995,parlement-wallon
B.E.B,,71,Beloeil,1995,parlement-wallon
FN,,867,Beloeil,1995,parlement-wallon
PS,,17104,Binche,1995,parlement-wallon
ECOLO,,2597,Binche,1995,parlement-wallon
PRL-FDF,,5970,Binche,1995,parlement-wallon
PSC,,3917,Binche,1995,parlement-wallon
PCN,,91,Binche,1995,parlement-wallon
PTB-UA,,216,Binche,1995,parlement-wallon
AGIR,,226,Binche,1995,parlement-wallon
FN,,2265,Binche,1995,parlement-wallon
WALLON,,640,Binche,1995,parlement-wallon
PC,,322,Binche,1995,parlement-wallon
PS,,867,Bouillon,1995,parlement-wallon
ECOLO,,223,Bouillon,1995,parlement-wallon
PRL-FDF,,1353,Bouillon,1995,parlement-wallon
PSC,,789,Bouillon,1995,parlement-wallon
PTB-UA,,13,Bouillon,1995,parlement-wallon
UNIE,,32,Bouillon,1995,parlement-wallon
FN,,122,Bouillon,1995,parlement-wallon
PS,,17139,Boussu,1995,parlement-wallon
ECOLO,,3328,Boussu,1995,parlement-wallon
PRL-FDF,,4589,Boussu,1995,parlement-wallon
PSC,,6368,Boussu,1995,parlement-wallon
PTB-UA,,239,Boussu,1995,parlement-wallon
UNIE,,100,Boussu,1995,parlement-wallon
AGIR,,213,Boussu,1995,parlement-wallon
I.N.,,78,Boussu,1995,parlement-wallon
EMPLOI,,663,Boussu,1995,parlement-wallon
R,,187,Boussu,1995,parlement-wallon
FN,,3134,Boussu,1995,parlement-wallon
PC,,456,Boussu,1995,parlement-wallon
PS,,1590,Celles,1995,parlement-wallon
ECOLO,,479,Celles,1995,parlement-wallon
PRL-FDF,,1627,Celles,1995,parlement-wallon
PSC,,1189,Celles,1995,parlement-wallon
PTB-UA,,26,Celles,1995,parlement-wallon
AGIR,,25,Celles,1995,parlement-wallon
ADM,,13,Celles,1995,parlement-wallon
B.E.B,,67,Celles,1995,parlement-wallon
FN,,153,Celles,1995,parlement-wallon
PS,,21522,Châtelet,1995,parlement-wallon
ECOLO,,3683,Châtelet,1995,parlement-wallon
PRL-FDF,,7546,Châtelet,1995,parlement-wallon
PSC,,9413,Châtelet,1995,parlement-wallon
PTB-UA,,548,Châtelet,1995,parlement-wallon
FN,,4367,Châtelet,1995,parlement-wallon
WALLON,,784,Châtelet,1995,parlement-wallon
PC,,424,Châtelet,1995,parlement-wallon
PCN,,87,Châtelet,1995,parlement-wallon
PS,,49211,Charleroi,1995,parlement-wallon
ECOLO,,8819,Charleroi,1995,parlement-wallon
PRL-FDF,,16073,Charleroi,1995,parlement-wallon
PSC,,15050,Charleroi,1995,parlement-wallon
PTB-UA,,1469,Charleroi,1995,parlement-wallon
FN,,12295,Charleroi,1995,parlement-wallon
WALLON,,2275,Charleroi,1995,parlement-wallon
PC,,1158,Charleroi,1995,parlement-wallon
PCN,,543,Charleroi,1995,parlement-wallon
PS,,2384,Chièvres,1995,parlement-wallon
ECOLO,,332,Chièvres,1995,parlement-wallon
PRL-FDF,,2342,Chièvres,1995,parlement-wallon
PSC,,653,Chièvres,1995,parlement-wallon
PTB-UA,,25,Chièvres,1995,parlement-wallon
AGIR,,34,Chièvres,1995,parlement-wallon
ADM,,5,Chièvres,1995,parlement-wallon
B.E.B,,18,Chièvres,1995,parlement-wallon
FN,,225,Chièvres,1995,parlement-wallon
PS,,1536,Chimay,1995,parlement-wallon
ECOLO,,607,Chimay,1995,parlement-wallon
PRL-FDF,,3626,Chimay,1995,parlement-wallon
PSC,,2485,Chimay,1995,parlement-wallon
PCN,,9,Chimay,1995,parlement-wallon
PTB-UA,,27,Chimay,1995,parlement-wallon
AGIR,,31,Chimay,1995,parlement-wallon
FN,,260,Chimay,1995,parlement-wallon
WALLON,,71,Chimay,1995,parlement-wallon
PC,,41,Chimay,1995,parlement-wallon
PS,,3872,Ciney,1995,parlement-wallon
ECOLO,,2222,Ciney,1995,parlement-wallon
PRL-FDF,,4681,Ciney,1995,parlement-wallon
PSC,,5311,Ciney,1995,parlement-wallon
FN,,818,Ciney,1995,parlement-wallon
PTB-UA,,97,Ciney,1995,parlement-wallon
PS,,1932,Comines-Warneton,1995,parlement-wallon
ECOLO,,868,Comines-Warneton,1995,parlement-wallon
PRL-FDF,,2280,Comines-Warneton,1995,parlement-wallon
PSC,,2393,Comines-Warneton,1995,parlement-wallon
PTB-UA,,217,Comines-Warneton,1995,parlement-wallon
AGIR,,120,Comines-Warneton,1995,parlement-wallon
ADM,,106,Comines-Warneton,1995,parlement-wallon
B.E.B,,54,Comines-Warneton,1995,parlement-wallon
FN,,302,Comines-Warneton,1995,parlement-wallon
PS,,3066,Couvin,1995,parlement-wallon
ECOLO,,787,Couvin,1995,parlement-wallon
PRL-FDF,,2210,Couvin,1995,parlement-wallon
PSC,,4717,Couvin,1995,parlement-wallon
FN,,594,Couvin,1995,parlement-wallon
PTB-UA,,88,Couvin,1995,parlement-wallon
PS,,5576,Dinant,1995,parlement-wallon
ECOLO,,1979,Dinant,1995,parlement-wallon
PRL-FDF,,5523,Dinant,1995,parlement-wallon
PSC,,6127,Dinant,1995,parlement-wallon
FN,,1202,Dinant,1995,parlement-wallon
PTB-UA,,219,Dinant,1995,parlement-wallon
PS,,4451,Dison,1995,parlement-wallon
ECOLO,,587,Dison,1995,parlement-wallon
PRL-FDF,,842,Dison,1995,parlement-wallon
PSC,,1182,Dison,1995,parlement-wallon
PTB-UA,,33,Dison,1995,parlement-wallon
AGIR,,102,Dison,1995,parlement-wallon
FN,,502,Dison,1995,parlement-wallon
REF,,44,Dison,1995,parlement-wallon
P.D.B.,,10,Dison,1995,parlement-wallon
BLANC,,99,Dison,1995,parlement-wallon
UNIE,,18,Dison,1995,parlement-wallon
SUD-BEB,,16,Dison,1995,parlement-wallon
PS,,11722,Dour,1995,parlement-wallon
ECOLO,,1799,Dour,1995,parlement-wallon
PRL-FDF,,4363,Dour,1995,parlement-wallon
PSC,,5387,Dour,1995,parlement-wallon
PTB-UA,,116,Dour,1995,parlement-wallon
UNIE,,66,Dour,1995,parlement-wallon
AGIR,,161,Dour,1995,parlement-wallon
I.N.,,46,Dour,1995,parlement-wallon
EMPLOI,,497,Dour,1995,parlement-wallon
R,,185,Dour,1995,parlement-wallon
FN,,2428,Dour,1995,parlement-wallon
PC,,436,Dour,1995,parlement-wallon
PS,,1610,Durbuy,1995,parlement-wallon
ECOLO,,748,Durbuy,1995,parlement-wallon
PRL-FDF,,1386,Durbuy,1995,parlement-wallon
PSC,,1883,Durbuy,1995,parlement-wallon
PTB-UA,,25,Durbuy,1995,parlement-wallon
FN,,194,Durbuy,1995,parlement-wallon
PS,,4889,Eghezée,1995,parlement-wallon
ECOLO,,1751,Eghezée,1995,parlement-wallon
PRL-FDF,,4777,Eghezée,1995,parlement-wallon
PSC,,3769,Eghezée,1995,parlement-wallon
PCN,,29,Eghezée,1995,parlement-wallon
PTB-UA,,54,Eghezée,1995,parlement-wallon
SUD-BEB,,44,Eghezée,1995,parlement-wallon
UNIE,,57,Eghezée,1995,parlement-wallon
FN,,912,Eghezée,1995,parlement-wallon
PS,,2581,Enghien,1995,parlement-wallon
ECOLO,,1107,Enghien,1995,parlement-wallon
PRL-FDF,,2954,Enghien,1995,parlement-wallon
PSC,,3389,Enghien,1995,parlement-wallon
PTB-UA,,61,Enghien,1995,parlement-wallon
FN,,719,Enghien,1995,parlement-wallon
PC,,76,Enghien,1995,parlement-wallon
PS,,481,Erezée,1995,parlement-wallon
ECOLO,,319,Erezée,1995,parlement-wallon
PRL-FDF,,1010,Erezée,1995,parlement-wallon
PSC,,1577,Erezée,1995,parlement-wallon
PTB-UA,,14,Erezée,1995,parlement-wallon
FN,,82,Erezée,1995,parlement-wallon
PS,,2782,Estaimpuis,1995,parlement-wallon
ECOLO,,752,Estaimpuis,1995,parlement-wallon
