Parti,Nombre de sièges,Nombre de voix,province,date,election
PS,2.0,46306,Brabant wallon,1995,parlement-wallon
ECOLO,1.0,27722,Brabant wallon,1995,parlement-wallon
PRL-FDF,3.0,76573,Brabant wallon,1995,parlement-wallon
PSC,1.0,37340,Brabant wallon,1995,parlement-wallon
U.D.F.,,1558,Brabant wallon,1995,parlement-wallon
PCN,,560,Brabant wallon,1995,parlement-wallon
PTB-UA,,1118,Brabant wallon,1995,parlement-wallon
SUD-BEB,,1248,Brabant wallon,1995,parlement-wallon
UNIE,,4122,Brabant wallon,1995,parlement-wallon
PS,13.0,286225,Hainaut,1995,parlement-wallon
ECOLO,3.0,62378,Hainaut,1995,parlement-wallon
PRL-FDF,6.0,140492,Hainaut,1995,parlement-wallon
PSC,6.0,137779,Hainaut,1995,parlement-wallon
PCN,,179,Hainaut,1995,parlement-wallon
PTB-UA,,5891,Hainaut,1995,parlement-wallon
UNIE,,762,Hainaut,1995,parlement-wallon
AGIR,,2938,Hainaut,1995,parlement-wallon
ADM,,1007,Hainaut,1995,parlement-wallon
B.E.B,,2135,Hainaut,1995,parlement-wallon
I.N.,,220,Hainaut,1995,parlement-wallon
EMPLOI,,2564,Hainaut,1995,parlement-wallon
R,,1180,Hainaut,1995,parlement-wallon
FN,2.0,54070,Hainaut,1995,parlement-wallon
WALLON,,6195,Hainaut,1995,parlement-wallon
PC,,6336,Hainaut,1995,parlement-wallon
PS,10.0,210018,Liège,1995,parlement-wallon
ECOLO,3.0,64434,Liège,1995,parlement-wallon
PRL-FDF,6.0,126384,Liège,1995,parlement-wallon
PSC,5.0,121792,Liège,1995,parlement-wallon
PCN,,800,Liège,1995,parlement-wallon
PTB-UA,,4141,Liège,1995,parlement-wallon
SUD-BEB,,226,Liège,1995,parlement-wallon
UNIE,,304,Liège,1995,parlement-wallon
AGIR,,13569,Liège,1995,parlement-wallon
FN,,21684,Liège,1995,parlement-wallon
LETD,,649,Liège,1995,parlement-wallon
REF,,397,Liège,1995,parlement-wallon
FRANCE,,2492,Liège,1995,parlement-wallon
P.D.B.,,5271,Liège,1995,parlement-wallon
U.C.D.,,405,Liège,1995,parlement-wallon
BLANC,,1272,Liège,1995,parlement-wallon
LIGUE,,707,Liège,1995,parlement-wallon
PS,1.0,38249,Luxembourg,1995,parlement-wallon
ECOLO,,12541,Luxembourg,1995,parlement-wallon
PRL-FDF,2.0,40878,Luxembourg,1995,parlement-wallon
PSC,2.0,47293,Luxembourg,1995,parlement-wallon
PTB-UA,,467,Luxembourg,1995,parlement-wallon
FN,,3165,Luxembourg,1995,parlement-wallon
UNIE,,694,Luxembourg,1995,parlement-wallon
PS,4.0,85188,Namur,1995,parlement-wallon
ECOLO,1.0,29913,Namur,1995,parlement-wallon
PRL-FDF,2.0,63215,Namur,1995,parlement-wallon
PSC,2.0,63537,Namur,1995,parlement-wallon
PCN,,281,Namur,1995,parlement-wallon
PTB-UA,,1109,Namur,1995,parlement-wallon
SUD-BEB,,505,Namur,1995,parlement-wallon
UNIE,,814,Namur,1995,parlement-wallon
FN,,17655,Namur,1995,parlement-wallon
