Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
PSC,1.0,37340,Nivelles,1995,parlement-wallon
U.D.F.,,1558,Nivelles,1995,parlement-wallon
PCN,,560,Nivelles,1995,parlement-wallon
PTB-UA,,1118,Nivelles,1995,parlement-wallon
SUD-BEB,,1248,Nivelles,1995,parlement-wallon
UNIE,,4122,Nivelles,1995,parlement-wallon
PS,2.0,37414,Soignies,1995,parlement-wallon
ECOLO,,8280,Soignies,1995,parlement-wallon
PRL-FDF,1.0,19995,Soignies,1995,parlement-wallon
PSC,1.0,19266,Soignies,1995,parlement-wallon
PTB-UA,,819,Soignies,1995,parlement-wallon
FN,,7597,Soignies,1995,parlement-wallon
PC,,1345,Soignies,1995,parlement-wallon
PS,1.0,30913,Thuin,1995,parlement-wallon
ECOLO,1.0,6860,Thuin,1995,parlement-wallon
PRL-FDF,1.0,23045,Thuin,1995,parlement-wallon
PSC,,15253,Thuin,1995,parlement-wallon
PCN,,179,Thuin,1995,parlement-wallon
PTB-UA,,529,Thuin,1995,parlement-wallon
AGIR,,483,Thuin,1995,parlement-wallon
FN,,4593,Thuin,1995,parlement-wallon
WALLON,,1418,Thuin,1995,parlement-wallon
PC,,637,Thuin,1995,parlement-wallon
PS,3.0,64271,Tournai-Ath-Mouscron,1995,parlement-wallon
ECOLO,1.0,16113,Tournai-Ath-Mouscron,1995,parlement-wallon
PRL-FDF,2.0,40760,Tournai-Ath-Mouscron,1995,parlement-wallon
PSC,1.0,34903,Tournai-Ath-Mouscron,1995,parlement-wallon
PTB-UA,,905,Tournai-Ath-Mouscron,1995,parlement-wallon
AGIR,,1751,Tournai-Ath-Mouscron,1995,parlement-wallon
ADM,,1007,Tournai-Ath-Mouscron,1995,parlement-wallon
B.E.B,,2135,Tournai-Ath-Mouscron,1995,parlement-wallon
FN,,7850,Tournai-Ath-Mouscron,1995,parlement-wallon
PS,1.0,35909,Verviers,1995,parlement-wallon
ECOLO,1.0,17700,Verviers,1995,parlement-wallon
PRL-FDF,2.0,35324,Verviers,1995,parlement-wallon
PSC,2.0,42571,Verviers,1995,parlement-wallon
PTB-UA,,708,Verviers,1995,parlement-wallon
AGIR,,1382,Verviers,1995,parlement-wallon
FN,,5677,Verviers,1995,parlement-wallon
REF,,397,Verviers,1995,parlement-wallon
P.D.B.,,5271,Verviers,1995,parlement-wallon
BLANC,,1272,Verviers,1995,parlement-wallon
UNIE,,297,Verviers,1995,parlement-wallon
SUD-BEB,,320,Verviers,1995,parlement-wallon
