Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
PS,1.0,20196,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
ECOLO,,7809,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
PRL-FDF,1.0,21369,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
PSC,1.0,30198,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
PTB-UA,,289,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
FN,,3165,Aarlen-Marche-en-Famenne-Bastogne,1995,parlement-wallon
PS,4.0,99781,Charleroi,1995,parlement-wallon
ECOLO,1.0,18860,Charleroi,1995,parlement-wallon
PRL-FDF,1.0,36931,Charleroi,1995,parlement-wallon
PSC,2.0,36418,Charleroi,1995,parlement-wallon
PTB-UA,,2674,Charleroi,1995,parlement-wallon
FN,2.0,22618,Charleroi,1995,parlement-wallon
WALLON,,4777,Charleroi,1995,parlement-wallon
PC,,2754,Charleroi,1995,parlement-wallon
PCN,,757,Charleroi,1995,parlement-wallon
PS,1.0,27233,Dinant-Philippeville,1995,parlement-wallon
ECOLO,,9154,Dinant-Philippeville,1995,parlement-wallon
PRL-FDF,1.0,25302,Dinant-Philippeville,1995,parlement-wallon
PSC,1.0,28329,Dinant-Philippeville,1995,parlement-wallon
FN,,5311,Dinant-Philippeville,1995,parlement-wallon
PTB-UA,,776,Dinant-Philippeville,1995,parlement-wallon
PS,3.0,47593,Huy-Waremme,1995,parlement-wallon
ECOLO,,10175,Huy-Waremme,1995,parlement-wallon
PRL-FDF,1.0,23520,Huy-Waremme,1995,parlement-wallon
PSC,,16681,Huy-Waremme,1995,parlement-wallon
PTB-UA,,572,Huy-Waremme,1995,parlement-wallon
SUD-BEB,,226,Huy-Waremme,1995,parlement-wallon
UNIE,,304,Huy-Waremme,1995,parlement-wallon
AGIR,,2244,Huy-Waremme,1995,parlement-wallon
FN,,2490,Huy-Waremme,1995,parlement-wallon
PS,6.0,126516,Liège,1995,parlement-wallon
ECOLO,2.0,36559,Liège,1995,parlement-wallon
PRL-FDF,3.0,67540,Liège,1995,parlement-wallon
PSC,3.0,62540,Liège,1995,parlement-wallon
PCN,,800,Liège,1995,parlement-wallon
PTB-UA,,2861,Liège,1995,parlement-wallon
AGIR,,9943,Liège,1995,parlement-wallon
FN,,13517,Liège,1995,parlement-wallon
LETD,,649,Liège,1995,parlement-wallon
FRANCE,,2492,Liège,1995,parlement-wallon
U.C.D.,,405,Liège,1995,parlement-wallon
LIGUE,,707,Liège,1995,parlement-wallon
PS,3.0,53846,Mons,1995,parlement-wallon
ECOLO,,12265,Mons,1995,parlement-wallon
PRL-FDF,1.0,19761,Mons,1995,parlement-wallon
PSC,2.0,31939,Mons,1995,parlement-wallon
PTB-UA,,964,Mons,1995,parlement-wallon
UNIE,,762,Mons,1995,parlement-wallon
AGIR,,704,Mons,1995,parlement-wallon
I.N.,,220,Mons,1995,parlement-wallon
EMPLOI,,2564,Mons,1995,parlement-wallon
R,,1180,Mons,1995,parlement-wallon
FN,,11412,Mons,1995,parlement-wallon
PC,,1600,Mons,1995,parlement-wallon
PS,3.0,57955,Namur,1995,parlement-wallon
ECOLO,1.0,20759,Namur,1995,parlement-wallon
PRL-FDF,1.0,37913,Namur,1995,parlement-wallon
PSC,1.0,35208,Namur,1995,parlement-wallon
PCN,,281,Namur,1995,parlement-wallon
PTB-UA,,1109,Namur,1995,parlement-wallon
SUD-BEB,,505,Namur,1995,parlement-wallon
UNIE,,814,Namur,1995,parlement-wallon
FN,,12344,Namur,1995,parlement-wallon
PS,,18053,Neufchâteau-Virton,1995,parlement-wallon
ECOLO,,4732,Neufchâteau-Virton,1995,parlement-wallon
PRL-FDF,1.0,19509,Neufchâteau-Virton,1995,parlement-wallon
PSC,1.0,17095,Neufchâteau-Virton,1995,parlement-wallon
PTB-UA,,178,Neufchâteau-Virton,1995,parlement-wallon
UNIE,,694,Neufchâteau-Virton,1995,parlement-wallon
FN,,2037,Neufchâteau-Virton,1995,parlement-wallon
PS,2.0,46306,Nivelles,1995,parlement-wallon
ECOLO,1.0,27722,Nivelles,1995,parlement-wallon
PRL-FDF,3.0,76573,Nivelles,1995,parlement-wallon
