Parti,Nombre de sièges,Nombre de voix,canton,date,election
VLD  Vivant,,7939,Canton d'Aarschot,2004,parlement-européen
sp.a-spirit,,5530,Canton d'Aarschot,2004,parlement-européen
CD&V/N-VA,,9455,Canton d'Aarschot,2004,parlement-européen
GROEN!,,2275,Canton d'Aarschot,2004,parlement-européen
VLAAMS BLOK,,7894,Canton d'Aarschot,2004,parlement-européen
PVDA+,,177,Canton d'Aarschot,2004,parlement-européen
LSP,,174,Canton d'Aarschot,2004,parlement-européen
VLD  Vivant,,21011,Canton d'Alost,2004,parlement-européen
sp.a-spirit,,12951,Canton d'Alost,2004,parlement-européen
CD&V/N-VA,,19120,Canton d'Alost,2004,parlement-européen
GROEN!,,5289,Canton d'Alost,2004,parlement-européen
VLAAMS BLOK,,21161,Canton d'Alost,2004,parlement-européen
PVDA+,,415,Canton d'Alost,2004,parlement-européen
LSP,,344,Canton d'Alost,2004,parlement-européen
CSP,,3151,Canton d'Andenne,2004,parlement-européen
FN,,1524,Canton d'Andenne,2004,parlement-européen
PFF MR,,4943,Canton d'Andenne,2004,parlement-européen
ECOLO,,2022,Canton d'Andenne,2004,parlement-européen
SP,,8701,Canton d'Andenne,2004,parlement-européen
CDF,,109,Canton d'Andenne,2004,parlement-européen
R.W.F.,,178,Canton d'Andenne,2004,parlement-européen
MAS,,30,Canton d'Andenne,2004,parlement-européen
FNB,,350,Canton d'Andenne,2004,parlement-européen
PTB+,,99,Canton d'Andenne,2004,parlement-européen
VLD  Vivant,,1862,Canton d'Anderlecht,2004,parlement-européen
sp.a-spirit,,1541,Canton d'Anderlecht,2004,parlement-européen
CD&V/N-VA,,1753,Canton d'Anderlecht,2004,parlement-européen
GROEN!,,648,Canton d'Anderlecht,2004,parlement-européen
VLAAMS BLOK,,3969,Canton d'Anderlecht,2004,parlement-européen
PVDA+,,61,Canton d'Anderlecht,2004,parlement-européen
LSP,,41,Canton d'Anderlecht,2004,parlement-européen
CDH,,5376,Canton d'Anderlecht,2004,parlement-européen
FN,,3365,Canton d'Anderlecht,2004,parlement-européen
MR,,13033,Canton d'Anderlecht,2004,parlement-européen
ECOLO,,3854,Canton d'Anderlecht,2004,parlement-européen
PS,,16781,Canton d'Anderlecht,2004,parlement-européen
CDF,,306,Canton d'Anderlecht,2004,parlement-européen
R.W.F.,,164,Canton d'Anderlecht,2004,parlement-européen
MAS,,138,Canton d'Anderlecht,2004,parlement-européen
FNB,,854,Canton d'Anderlecht,2004,parlement-européen
PTB+,,278,Canton d'Anderlecht,2004,parlement-européen
CSP,,1806,Canton d'Antoing,2004,parlement-européen
FN,,832,Canton d'Antoing,2004,parlement-européen
PFF MR,,2489,Canton d'Antoing,2004,parlement-européen
ECOLO,,885,Canton d'Antoing,2004,parlement-européen
SP,,5763,Canton d'Antoing,2004,parlement-européen
CDF,,55,Canton d'Antoing,2004,parlement-européen
R.W.F.,,95,Canton d'Antoing,2004,parlement-européen
MAS,,18,Canton d'Antoing,2004,parlement-européen
FNB,,133,Canton d'Antoing,2004,parlement-européen
PTB+,,49,Canton d'Antoing,2004,parlement-européen
VLD  Vivant,,50132,Canton d'Anvers,2004,parlement-européen
sp.a-spirit,,67005,Canton d'Anvers,2004,parlement-européen
CD&V/N-VA,,45466,Canton d'Anvers,2004,parlement-européen
GROEN!,,27965,Canton d'Anvers,2004,parlement-européen
VLAAMS BLOK,,91638,Canton d'Anvers,2004,parlement-européen
PVDA+,,3792,Canton d'Anvers,2004,parlement-européen
LSP,,1012,Canton d'Anvers,2004,parlement-européen
VLD  Vivant,,4388,Canton d'Arendonk,2004,parlement-européen
sp.a-spirit,,3382,Canton d'Arendonk,2004,parlement-européen
CD&V/N-VA,,12178,Canton d'Arendonk,2004,parlement-européen
GROEN!,,1590,Canton d'Arendonk,2004,parlement-européen
VLAAMS BLOK,,5773,Canton d'Arendonk,2004,parlement-européen
PVDA+,,144,Canton d'Arendonk,2004,parlement-européen
LSP,,71,Canton d'Arendonk,2004,parlement-européen
CSP,,4670,Canton d'Arlon,2004,parlement-européen
FN,,1074,Canton d'Arlon,2004,parlement-européen
PFF MR,,4983,Canton d'Arlon,2004,parlement-européen
ECOLO,,2395,Canton d'Arlon,2004,parlement-européen
SP,,4758,Canton d'Arlon,2004,parlement-européen
CDF,,204,Canton d'Arlon,2004,parlement-européen
R.W.F.,,124,Canton d'Arlon,2004,parlement-européen
MAS,,31,Canton d'Arlon,2004,parlement-européen
FNB,,165,Canton d'Arlon,2004,parlement-européen
PTB+,,82,Canton d'Arlon,2004,parlement-européen
VLD  Vivant,,22622,Canton d'Asse,2004,parlement-européen
sp.a-spirit,,9272,Canton d'Asse,2004,parlement-européen
CD&V/N-VA,,22742,Canton d'Asse,2004,parlement-européen
GROEN!,,5984,Canton d'Asse,2004,parlement-européen
VLAAMS BLOK,,19715,Canton d'Asse,2004,parlement-européen
PVDA+,,216,Canton d'Asse,2004,parlement-européen
LSP,,125,Canton d'Asse,2004,parlement-européen
CSP,,1089,Canton d'Asse,2004,parlement-européen
FN,,658,Canton d'Asse,2004,parlement-européen
PFF MR,,4052,Canton d'Asse,2004,parlement-européen
ECOLO,,874,Canton d'Asse,2004,parlement-européen
SP,,2631,Canton d'Asse,2004,parlement-européen
CDF,,212,Canton d'Asse,2004,parlement-européen
R.W.F.,,64,Canton d'Asse,2004,parlement-européen
MAS,,37,Canton d'Asse,2004,parlement-européen
FNB,,208,Canton d'Asse,2004,parlement-européen
PTB+,,52,Canton d'Asse,2004,parlement-européen
VLD  Vivant,,4209,Canton d'Assenede,2004,parlement-européen
sp.a-spirit,,3535,Canton d'Assenede,2004,parlement-européen
CD&V/N-VA,,4394,Canton d'Assenede,2004,parlement-européen
GROEN!,,1130,Canton d'Assenede,2004,parlement-européen
VLAAMS BLOK,,3522,Canton d'Assenede,2004,parlement-européen
PVDA+,,790,Canton d'Assenede,2004,parlement-européen
LSP,,83,Canton d'Assenede,2004,parlement-européen
CSP,,1988,Canton d'Ath,2004,parlement-européen
FN,,1474,Canton d'Ath,2004,parlement-européen
PFF MR,,4005,Canton d'Ath,2004,parlement-européen
ECOLO,,1232,Canton d'Ath,2004,parlement-européen
SP,,8123,Canton d'Ath,2004,parlement-européen
CDF,,78,Canton d'Ath,2004,parlement-européen
R.W.F.,,230,Canton d'Ath,2004,parlement-européen
MAS,,33,Canton d'Ath,2004,parlement-européen
FNB,,168,Canton d'Ath,2004,parlement-européen
PTB+,,78,Canton d'Ath,2004,parlement-européen
CSP,,2109,Canton d'Aubel,2004,parlement-européen
FN,,357,Canton d'Aubel,2004,parlement-européen
PFF MR,,2324,Canton d'Aubel,2004,parlement-européen
ECOLO,,743,Canton d'Aubel,2004,parlement-européen
SP,,2424,Canton d'Aubel,2004,parlement-européen
CDF,,56,Canton d'Aubel,2004,parlement-européen
R.W.F.,,49,Canton d'Aubel,2004,parlement-européen
