Parti,Nombre de sièges,Nombre de voix,province,date,election
VLD  Vivant,,87932,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
sp.a-spirit,,47254,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
CD&V/N-VA,,91356,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
GROEN!,,29395,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
VLAAMS BLOK,,91520,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
PVDA+,,1286,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
LSP,,730,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
CDH,,63040,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
FN,,22681,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
MR,,163747,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
ECOLO,,59968,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
PS,,146147,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
CDF,,6204,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
R.W.F.,,2405,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
MAS,,1494,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
FNB,,5678,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
PTB+,,3150,Circonscription Electorale de Bruxelles-Hal-Vilvorde,2004,parlement-européen
CSP,,15722,Circonscription Electorale germanophone,2004,parlement-européen
PFF MR,,8434,Circonscription Electorale germanophone,2004,parlement-européen
ECOLO,,3880,Circonscription Electorale germanophone,2004,parlement-européen
SP,,5527,Circonscription Electorale germanophone,2004,parlement-européen
PJU-PDB,,3442,Circonscription Electorale germanophone,2004,parlement-européen
VLD  Vivant,,206289,Province d'Anvers,2004,parlement-européen
sp.a-spirit,,190000,Province d'Anvers,2004,parlement-européen
CD&V/N-VA,,291490,Province d'Anvers,2004,parlement-européen
GROEN!,,92730,Province d'Anvers,2004,parlement-européen
VLAAMS BLOK,,300204,Province d'Anvers,2004,parlement-européen
PVDA+,,8434,Province d'Anvers,2004,parlement-européen
LSP,,3305,Province d'Anvers,2004,parlement-européen
VLD  Vivant,,163782,Province de Flandre occidentale,2004,parlement-européen
sp.a-spirit,,139169,Province de Flandre occidentale,2004,parlement-européen
CD&V/N-VA,,263602,Province de Flandre occidentale,2004,parlement-européen
GROEN!,,55599,Province de Flandre occidentale,2004,parlement-européen
VLAAMS BLOK,,153519,Province de Flandre occidentale,2004,parlement-européen
PVDA+,,3323,Province de Flandre occidentale,2004,parlement-européen
LSP,,3361,Province de Flandre occidentale,2004,parlement-européen
VLD  Vivant,,246011,Province de Flandre orientale,2004,parlement-européen
sp.a-spirit,,159634,Province de Flandre orientale,2004,parlement-européen
CD&V/N-VA,,244342,Province de Flandre orientale,2004,parlement-européen
GROEN!,,84338,Province de Flandre orientale,2004,parlement-européen
VLAAMS BLOK,,207746,Province de Flandre orientale,2004,parlement-européen
PVDA+,,6011,Province de Flandre orientale,2004,parlement-européen
LSP,,3751,Province de Flandre orientale,2004,parlement-européen
CSP,,102125,Province de Hainaut,2004,parlement-européen
FN,,78833,Province de Hainaut,2004,parlement-européen
PFF MR,,153562,Province de Hainaut,2004,parlement-européen
ECOLO,,56659,Province de Hainaut,2004,parlement-européen
SP,,311732,Province de Hainaut,2004,parlement-européen
CDF,,4529,Province de Hainaut,2004,parlement-européen
R.W.F.,,8751,Province de Hainaut,2004,parlement-européen
MAS,,1659,Province de Hainaut,2004,parlement-européen
FNB,,10149,Province de Hainaut,2004,parlement-européen
PTB+,,7016,Province de Hainaut,2004,parlement-européen
CSP,,82020,Province de Liège,2004,parlement-européen
FN,,37808,Province de Liège,2004,parlement-européen
PFF MR,,147213,Province de Liège,2004,parlement-européen
ECOLO,,52298,Province de Liège,2004,parlement-européen
SP,,227686,Province de Liège,2004,parlement-européen
CDF,,3383,Province de Liège,2004,parlement-européen
R.W.F.,,5577,Province de Liège,2004,parlement-européen
MAS,,1545,Province de Liège,2004,parlement-européen
FNB,,4967,Province de Liège,2004,parlement-européen
PTB+,,6692,Province de Liège,2004,parlement-européen
VLD  Vivant,,102692,Province de Limbourg,2004,parlement-européen
sp.a-spirit,,120541,Province de Limbourg,2004,parlement-européen
CD&V/N-VA,,157402,Province de Limbourg,2004,parlement-européen
GROEN!,,27422,Province de Limbourg,2004,parlement-européen
VLAAMS BLOK,,116080,Province de Limbourg,2004,parlement-européen
PVDA+,,4058,Province de Limbourg,2004,parlement-européen
LSP,,1809,Province de Limbourg,2004,parlement-européen
CSP,,37720,Province de Luxembourg,2004,parlement-européen
FN,,8170,Province de Luxembourg,2004,parlement-européen
PFF MR,,45522,Province de Luxembourg,2004,parlement-européen
ECOLO,,14249,Province de Luxembourg,2004,parlement-européen
SP,,43688,Province de Luxembourg,2004,parlement-européen
CDF,,1389,Province de Luxembourg,2004,parlement-européen
R.W.F.,,1384,Province de Luxembourg,2004,parlement-européen
MAS,,209,Province de Luxembourg,2004,parlement-européen
FNB,,1675,Province de Luxembourg,2004,parlement-européen
PTB+,,479,Province de Luxembourg,2004,parlement-européen
CSP,,50743,Province de Namur,2004,parlement-européen
FN,,21314,Province de Namur,2004,parlement-européen
PFF MR,,77087,Province de Namur,2004,parlement-européen
ECOLO,,29037,Province de Namur,2004,parlement-européen
SP,,94392,Province de Namur,2004,parlement-européen
CDF,,2023,Province de Namur,2004,parlement-européen
R.W.F.,,2653,Province de Namur,2004,parlement-européen
MAS,,414,Province de Namur,2004,parlement-européen
FNB,,2927,Province de Namur,2004,parlement-européen
PTB+,,1391,Province de Namur,2004,parlement-européen
VLD  Vivant,,73573,Province du Brabant flamand (Louvain),2004,parlement-européen
sp.a-spirit,,59719,Province du Brabant flamand (Louvain),2004,parlement-européen
CD&V/N-VA,,82927,Province du Brabant flamand (Louvain),2004,parlement-européen
GROEN!,,31390,Province du Brabant flamand (Louvain),2004,parlement-européen
VLAAMS BLOK,,61662,Province du Brabant flamand (Louvain),2004,parlement-européen
PVDA+,,1695,Province du Brabant flamand (Louvain),2004,parlement-européen
LSP,,1210,Province du Brabant flamand (Louvain),2004,parlement-européen
CSP,,33105,Province du Brabant wallon,2004,parlement-européen
FN,,12545,Province du Brabant wallon,2004,parlement-européen
PFF MR,,84291,Province du Brabant wallon,2004,parlement-européen
ECOLO,,27476,Province du Brabant wallon,2004,parlement-européen
SP,,54932,Province du Brabant wallon,2004,parlement-européen
CDF,,2190,Province du Brabant wallon,2004,parlement-européen
R.W.F.,,2320,Province du Brabant wallon,2004,parlement-européen
MAS,,354,Province du Brabant wallon,2004,parlement-européen
FNB,,1379,Province du Brabant wallon,2004,parlement-européen
PTB+,,917,Province du Brabant wallon,2004,parlement-européen
