Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,2.0,34505,Alost-Audenarde,1925,sénat
Socialist,1.0,25970,Alost-Audenarde,1925,sénat
Liberal/Liberaal,1.0,13960,Alost-Audenarde,1925,sénat
Vl. National.Fl,,10181,Alost-Audenarde,1925,sénat
Cath/Kath,2.0,57321,Anvers,1925,sénat
Socialist,3.0,65535,Anvers,1925,sénat
Liberal/Liberaal,2.0,29449,Anvers,1925,sénat
onafh/indép,,3648,Anvers,1925,sénat
Vl. National.Fl,,11856,Anvers,1925,sénat
Cath/Kath,2.0,28008,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1925,sénat
Socialist,1.0,13958,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1925,sénat
Liberal/Liberaal,,11338,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1925,sénat
Agriculteurs/boeren,,5800,Arlon-Marche-en-Famenne-Bastogne-Neufchâteau-Virton,1925,sénat
Cath/Kath,1.0,20977,Bruges,1925,sénat
Socialist,1.0,12450,Bruges,1925,sénat
Liberal/Liberaal,,7627,Bruges,1925,sénat
Cath/Kath,5.0,102411,Bruxelles,1925,sénat
Socialist,5.0,107010,Bruxelles,1925,sénat
Liberal/Liberaal,3.0,59443,Bruxelles,1925,sénat
Vl. National.Fl,,9637,Bruxelles,1925,sénat
Rad. Social.,,1486,Bruxelles,1925,sénat
Classe moy/Middenklasse,,1965,Bruxelles,1925,sénat
Parti National Wallon,,654,Bruxelles,1925,sénat
Cath/Kath,1.0,38182,Charleroi-Thuin,1925,sénat
Socialist,5.0,104130,Charleroi-Thuin,1925,sénat
Liberal/Liberaal,1.0,24134,Charleroi-Thuin,1925,sénat
Cath/Kath,1.0,21212,Courtrai-Ypres,1925,sénat
Socialist,2.0,27916,Courtrai-Ypres,1925,sénat
Liberal/Liberaal,,9525,Courtrai-Ypres,1925,sénat
Diss. Kath.,,25280,Courtrai-Ypres,1925,sénat
Cath/Kath,2.0,22754,Furnes-Dixmude-Ostende,1925,sénat
Socialist,,10416,Furnes-Dixmude-Ostende,1925,sénat
Liberal/Liberaal,,9108,Furnes-Dixmude-Ostende,1925,sénat
Cath/Kath,3.0,57198,Gand-Eeklo,1925,sénat
Socialist,2.0,44845,Gand-Eeklo,1925,sénat
Liberal/Liberaal,1.0,18388,Gand-Eeklo,1925,sénat
Vl. National.Fl,,2552,Gand-Eeklo,1925,sénat
Diss. Kath.,,3997,Gand-Eeklo,1925,sénat
Cath National,,1332,Gand-Eeklo,1925,sénat
Cath/Kath,4.0,52589,Hasselt-Tongeren-Maaseik,1925,sénat
Socialist,,8959,Hasselt-Tongeren-Maaseik,1925,sénat
Liberal/Liberaal,,10902,Hasselt-Tongeren-Maaseik,1925,sénat
Cath/Kath,,14586,Huy-Waremme,1925,sénat
Socialist,1.0,26674,Huy-Waremme,1925,sénat
Liberal/Liberaal,1.0,9230,Huy-Waremme,1925,sénat
Cath/Kath,2.0,34382,Liège,1925,sénat
Socialist,4.0,93063,Liège,1925,sénat
Liberal/Liberaal,1.0,24532,Liège,1925,sénat
Cath/Kath,2.0,32137,Louvain,1925,sénat
Socialist,1.0,22251,Louvain,1925,sénat
Liberal/Liberaal,,13969,Louvain,1925,sénat
Vl. National.Fl,,4110,Louvain,1925,sénat
Cath/Kath,3.0,53799,Malines-Turnhout,1925,sénat
Socialist,2.0,28850,Malines-Turnhout,1925,sénat
Liberal/Liberaal,,8422,Malines-Turnhout,1925,sénat
onafh/indép,,3128,Malines-Turnhout,1925,sénat
Cath/Kath,1.0,28671,Mons-Soignies,1925,sénat
Socialist,3.0,82451,Mons-Soignies,1925,sénat
Liberal/Liberaal,1.0,16542,Mons-Soignies,1925,sénat
Cath/Kath,2.0,40720,Namur-Dinant-Philippeville,1925,sénat
Socialist,2.0,41838,Namur-Dinant-Philippeville,1925,sénat
Liberal/Liberaal,1.0,16291,Namur-Dinant-Philippeville,1925,sénat
Cath/Kath,,14883,Nivelles,1925,sénat
Socialist,1.0,25686,Nivelles,1925,sénat
Liberal/Liberaal,1.0,10556,Nivelles,1925,sénat
Cath/Kath,,7521,Roulers-Tielt,1925,sénat
Socialist,1.0,8009,Roulers-Tielt,1925,sénat
Liberal/Liberaal,,852,Roulers-Tielt,1925,sénat
Vl. National.Fl,,5125,Roulers-Tielt,1925,sénat
Diss. Kath.,1.0,23009,Roulers-Tielt,1925,sénat
Cath/Kath,2.0,44918,Termonde-Saint-Nicolas,1925,sénat
Socialist,2.0,23684,Termonde-Saint-Nicolas,1925,sénat
Liberal/Liberaal,,7339,Termonde-Saint-Nicolas,1925,sénat
Vl. National.Fl,,2956,Termonde-Saint-Nicolas,1925,sénat
Cath/Kath,2.0,24410,Tournai-Ath,1925,sénat
Socialist,1.0,30791,Tournai-Ath,1925,sénat
Liberal/Liberaal,,14922,Tournai-Ath,1925,sénat
Cath/Kath,1.0,26620,Verviers,1925,sénat
Socialist,1.0,24368,Verviers,1925,sénat
Liberal/Liberaal,,8294,Verviers,1925,sénat
