Parti,Nombre de sièges,Nombre de voix,province,date,election
PVV/PLP,2.0,107020,Anvers,1971,sénat
KPB/PCB,,21620,Anvers,1971,sénat
Volksunie,4.0,178239,Anvers,1971,sénat
PSC/CVP,6.0,301232,Anvers,1971,sénat
BSP,5.0,232504,Anvers,1971,sénat
KAGANOVEMUS,,3800,Anvers,1971,sénat
LVV,,3159,Anvers,1971,sénat
PVV/PLP,2.0,139133,Brabant,1971,sénat
KPB/PCB,,29718,Brabant,1971,sénat
Volksunie,2.0,100593,Brabant,1971,sénat
PSC/CVP,2.0,262767,Brabant,1971,sénat
PLDP,2.0,81133,Brabant,1971,sénat
FDF-RW,6.0,292016,Brabant,1971,sénat
PSB,3.0,159550,Brabant,1971,sénat
BSP RODE LEEUWEN,,97371,Brabant,1971,sénat
LIB/LOB,,15138,Brabant,1971,sénat
VALENTYN,,513,Brabant,1971,sénat
PVV/PLP,1.0,75048,Flandre occidentale,1971,sénat
KPB/PCB,,5953,Flandre occidentale,1971,sénat
Volksunie,2.0,109077,Flandre occidentale,1971,sénat
PSC/CVP,5.0,244629,Flandre occidentale,1971,sénat
BSP,3.0,149909,Flandre occidentale,1971,sénat
PVV/PLP,3.0,143696,Flandre orientale,1971,sénat
KPB/PCB,,16274,Flandre orientale,1971,sénat
Volksunie,3.0,145992,Flandre orientale,1971,sénat
PSC/CVP,5.0,272480,Flandre orientale,1971,sénat
BSP,3.0,177752,Flandre orientale,1971,sénat
PVV/PLP,1.0,107153,Hainaut,1971,sénat
PSC/CVP,1.0,114651,Hainaut,1971,sénat
FDF-RW,,136875,Hainaut,1971,sénat
PSB,1.0,265327,Hainaut,1971,sénat
UDP,,61616,Hainaut,1971,sénat
PVV/PLP,2.0,96101,Liège,1971,sénat
KPB/PCB,,31727,Liège,1971,sénat
PSC/CVP,2.0,115570,Liège,1971,sénat
FDF-RW,,97793,Liège,1971,sénat
PSB,5.0,195441,Liège,1971,sénat
PVV/PLP,1.0,40291,Limbourg,1971,sénat
KPB/PCB,,1507,Limbourg,1971,sénat
Volksunie,1.0,58608,Limbourg,1971,sénat
PSC/CVP,4.0,140581,Limbourg,1971,sénat
BSP,1.0,55640,Limbourg,1971,sénat
PVV/PLP,1.0,29844,Luxembourg,1971,sénat
PSC/CVP,1.0,46774,Luxembourg,1971,sénat
FDF-RW,,12882,Luxembourg,1971,sénat
PSB,1.0,28331,Luxembourg,1971,sénat
PVV/PLP,,38228,Namur,1971,sénat
PSC/CVP,,49169,Namur,1971,sénat
FDF-RW,,59202,Namur,1971,sénat
PSB,,61788,Namur,1971,sénat
