Parti,Nombre de sièges,Nombre de voix,district,date,election
PVV,1.0,3869,Harelbeke,1977,conseils-provinciaux
VU,,3537,Harelbeke,1977,conseils-provinciaux
KPB,,305,Harelbeke,1977,conseils-provinciaux
AMADA,,99,Harelbeke,1977,conseils-provinciaux
CVP,5.0,23433,Hasselt,1977,conseils-provinciaux
BSP,2.0,13150,Hasselt,1977,conseils-provinciaux
PVV,1.0,7966,Hasselt,1977,conseils-provinciaux
VU,1.0,6897,Hasselt,1977,conseils-provinciaux
AMADA,,684,Hasselt,1977,conseils-provinciaux
CVP,4.0,38000,Herentals,1977,conseils-provinciaux
BSP,1.0,9668,Herentals,1977,conseils-provinciaux
PVV,1.0,12055,Herentals,1977,conseils-provinciaux
VU,1.0,10111,Herentals,1977,conseils-provinciaux
AMADA,,619,Herentals,1977,conseils-provinciaux
CVP,2.0,8321,Herk-la-Ville,1977,conseils-provinciaux
BSP,1.0,3715,Herk-la-Ville,1977,conseils-provinciaux
PVV,,1370,Herk-la-Ville,1977,conseils-provinciaux
VU,,2850,Herk-la-Ville,1977,conseils-provinciaux
PSB,2.0,10582,Herstal,1977,conseils-provinciaux
PSC,1.0,3490,Herstal,1977,conseils-provinciaux
PRLW,1.0,2693,Herstal,1977,conseils-provinciaux
PCB,,1754,Herstal,1977,conseils-provinciaux
RW,,1667,Herstal,1977,conseils-provinciaux
TPO,,87,Herstal,1977,conseils-provinciaux
PSB,5.0,24252,Huy,1977,conseils-provinciaux
PSC,2.0,13485,Huy,1977,conseils-provinciaux
PRLW,1.0,7108,Huy,1977,conseils-provinciaux
PCB,,2960,Huy,1977,conseils-provinciaux
RW,,4018,Huy,1977,conseils-provinciaux
CVP,3.0,20604,Ieper,1977,conseils-provinciaux
BSP,1.0,9686,Ieper,1977,conseils-provinciaux
PVV,1.0,5949,Ieper,1977,conseils-provinciaux
VU,1.0,6935,Ieper,1977,conseils-provinciaux
KPB,,493,Ieper,1977,conseils-provinciaux
CVP,1.0,9047,Ixelles,1977,conseils-provinciaux
BSP,,1294,Ixelles,1977,conseils-provinciaux
PVV,,2662,Ixelles,1977,conseils-provinciaux
VU,,5140,Ixelles,1977,conseils-provinciaux
PSC,1.0,10932,Ixelles,1977,conseils-provinciaux
PSB,1.0,8207,Ixelles,1977,conseils-provinciaux
PL,1.0,13837,Ixelles,1977,conseils-provinciaux
ULF,,109,Ixelles,1977,conseils-provinciaux
FDF,3.0,36822,Ixelles,1977,conseils-provinciaux
KPB/PCB,,2806,Ixelles,1977,conseils-provinciaux
AMADA,,489,Ixelles,1977,conseils-provinciaux
REXN,,233,Ixelles,1977,conseils-provinciaux
CVP,3.0,19974,Izegem,1977,conseils-provinciaux
BSP,1.0,8286,Izegem,1977,conseils-provinciaux
PVV,,3244,Izegem,1977,conseils-provinciaux
VU,1.0,6417,Izegem,1977,conseils-provinciaux
PSB,4.0,20130,La Louvière,1977,conseils-provinciaux
PSC,1.0,8471,La Louvière,1977,conseils-provinciaux
PRLW,1.0,4431,La Louvière,1977,conseils-provinciaux
RW,,3656,La Louvière,1977,conseils-provinciaux
PCB/UDP,,4260,La Louvière,1977,conseils-provinciaux
PSC,1.0,3546,La Roche-en-Ardenne,1977,conseils-provinciaux
PRLW,1.0,2195,La Roche-en-Ardenne,1977,conseils-provinciaux
PSB-RW,1.0,1858,La Roche-en-Ardenne,1977,conseils-provinciaux
PSB,8.0,43869,Liège,1977,conseils-provinciaux
PSC,5.0,28074,Liège,1977,conseils-provinciaux
PRLW,5.0,29508,Liège,1977,conseils-provinciaux
PCB,2.0,9830,Liège,1977,conseils-provinciaux
RW,2.0,11424,Liège,1977,conseils-provinciaux
TPO,,397,Liège,1977,conseils-provinciaux
FNP,,409,Liège,1977,conseils-provinciaux
CVP,4.0,42474,Lierre,1977,conseils-provinciaux
BSP,2.0,16865,Lierre,1977,conseils-provinciaux
PVV,1.0,11272,Lierre,1977,conseils-provinciaux
VU,2.0,20060,Lierre,1977,conseils-provinciaux
KPB,,737,Lierre,1977,conseils-provinciaux
AMADA,,400,Lierre,1977,conseils-provinciaux
CVP,3.0,23896,Lochristi,1977,conseils-provinciaux
BSP,1.0,8718,Lochristi,1977,conseils-provinciaux
PVV,1.0,13210,Lochristi,1977,conseils-provinciaux
VU,1.0,9504,Lochristi,1977,conseils-provinciaux
KPB,,564,Lochristi,1977,conseils-provinciaux
AMADA,,285,Lochristi,1977,conseils-provinciaux
CVP,2.0,10466,Looz,1977,conseils-provinciaux
BSP,1.0,5523,Looz,1977,conseils-provinciaux
PVV,1.0,5217,Looz,1977,conseils-provinciaux
VU,,1713,Looz,1977,conseils-provinciaux
CVP,2.0,38127,Louvain,1977,conseils-provinciaux
BSP,2.0,20633,Louvain,1977,conseils-provinciaux
PVV,1.0,15062,Louvain,1977,conseils-provinciaux
VU,1.0,16502,Louvain,1977,conseils-provinciaux
FDF,,3639,Louvain,1977,conseils-provinciaux
KPB,,1817,Louvain,1977,conseils-provinciaux
AMADA,,1071,Louvain,1977,conseils-provinciaux
CVP,2.0,9861,Maaseik,1977,conseils-provinciaux
BSP,1.0,3269,Maaseik,1977,conseils-provinciaux
PVV,1.0,4814,Maaseik,1977,conseils-provinciaux
VU,1.0,4381,Maaseik,1977,conseils-provinciaux
CVP,2.0,10852,Maasmechelen,1977,conseils-provinciaux
BSP,1.0,5484,Maasmechelen,1977,conseils-provinciaux
PVV,1.0,3926,Maasmechelen,1977,conseils-provinciaux
VU,1.0,2640,Maasmechelen,1977,conseils-provinciaux
KPB,,159,Maasmechelen,1977,conseils-provinciaux
CVP,4.0,35346,Malines,1977,conseils-provinciaux
BSP,2.0,26069,Malines,1977,conseils-provinciaux
PVV,1.0,9555,Malines,1977,conseils-provinciaux
VU,1.0,14162,Malines,1977,conseils-provinciaux
KPB,,1459,Malines,1977,conseils-provinciaux
AMADA,,673,Malines,1977,conseils-provinciaux
PSC,3.0,6089,Marche-en-Famenne,1977,conseils-provinciaux
PRLW,1.0,3847,Marche-en-Famenne,1977,conseils-provinciaux
PSB-RW,2.0,5960,Marche-en-Famenne,1977,conseils-provinciaux
CVP,2.0,16657,Menen,1977,conseils-provinciaux
BSP,2.0,10663,Menen,1977,conseils-provinciaux
PVV,,3183,Menen,1977,conseils-provinciaux
VU,1.0,6154,Menen,1977,conseils-provinciaux
KPB,,530,Menen,1977,conseils-provinciaux
AMADA,,268,Menen,1977,conseils-provinciaux
CVP,4.0,33840,Mol,1977,conseils-provinciaux
BSP,1.0,14515,Mol,1977,conseils-provinciaux
PVV,1.0,7139,Mol,1977,conseils-provinciaux
VU,1.0,11075,Mol,1977,conseils-provinciaux
AMADA,,577,Mol,1977,conseils-provinciaux
CVP,1.0,6849,Molenbeek-Saint-Jean,1977,conseils-provinciaux
BSP,,1908,Molenbeek-Saint-Jean,1977,conseils-provinciaux
PVV,,2332,Molenbeek-Saint-Jean,1977,conseils-provinciaux
VU,1.0,6003,Molenbeek-Saint-Jean,1977,conseils-provinciaux
PSC,1.0,12664,Molenbeek-Saint-Jean,1977,conseils-provinciaux
PSB,1.0,15655,Molenbeek-Saint-Jean,1977,conseils-provinciaux
PL,,7890,Molenbeek-Saint-Jean,1977,conseils-provinciaux
FDF,2.0,27065,Molenbeek-Saint-Jean,1977,conseils-provinciaux
KPB/PCB,,2524,Molenbeek-Saint-Jean,1977,conseils-provinciaux
AMADA,,565,Molenbeek-Saint-Jean,1977,conseils-provinciaux
PSB,3.0,20826,Mons,1977,conseils-provinciaux
PSC,2.0,9890,Mons,1977,conseils-provinciaux
PRLW,1.0,7079,Mons,1977,conseils-provinciaux
RW,,3671,Mons,1977,conseils-provinciaux
ECOLO,,1226,Mons,1977,conseils-provinciaux
PCB/UDP,,5187,Mons,1977,conseils-provinciaux
PSB,2.0,11828,Mouscron,1977,conseils-provinciaux
PSC,2.0,14266,Mouscron,1977,conseils-provinciaux
PRLW,1.0,5233,Mouscron,1977,conseils-provinciaux
RW,,1388,Mouscron,1977,conseils-provinciaux
DSC,,1947,Mouscron,1977,conseils-provinciaux
PCB/UDP,,3042,Mouscron,1977,conseils-provinciaux
PSB,6.0,21606,Namur,1977,conseils-provinciaux
PSC,6.0,18878,Namur,1977,conseils-provinciaux
PRLW,2.0,9010,Namur,1977,conseils-provinciaux
PCB,,1310,Namur,1977,conseils-provinciaux
RW,2.0,7811,Namur,1977,conseils-provinciaux
ECOLO,,1792,Namur,1977,conseils-provinciaux
CVP,4.0,16970,Neerpelt,1977,conseils-provinciaux
BSP,1.0,7518,Neerpelt,1977,conseils-provinciaux
PVV,1.0,1835,Neerpelt,1977,conseils-provinciaux
VU,,3890,Neerpelt,1977,conseils-provinciaux
PSC,3.0,7973,Neufchâteau,1977,conseils-provinciaux
PRLW,2.0,4384,Neufchâteau,1977,conseils-provinciaux
PSB-RW,1.0,3236,Neufchâteau,1977,conseils-provinciaux
VU,,685,Nivelles,1977,conseils-provinciaux
PSC,1.0,16923,Nivelles,1977,conseils-provinciaux
PSB,2.0,22684,Nivelles,1977,conseils-provinciaux
PCB,,2750,Nivelles,1977,conseils-provinciaux
RW,1.0,12736,Nivelles,1977,conseils-provinciaux
PRLW,1.0,11608,Nivelles,1977,conseils-provinciaux
TPO,,125,Nivelles,1977,conseils-provinciaux
ECOLOG,,1764,Nivelles,1977,conseils-provinciaux
URB,,114,Nivelles,1977,conseils-provinciaux
CVP,4.0,24768,Ostende,1977,conseils-provinciaux
BSP,3.0,19893,Ostende,1977,conseils-provinciaux
PVV,2.0,16386,Ostende,1977,conseils-provinciaux
VU,2.0,14642,Ostende,1977,conseils-provinciaux
KPB,,1654,Ostende,1977,conseils-provinciaux
AMADA,,297,Ostende,1977,conseils-provinciaux
CVP,3.0,14690,Oudenaarde,1977,conseils-provinciaux
BSP,,5038,Oudenaarde,1977,conseils-provinciaux
PVV,1.0,10388,Oudenaarde,1977,conseils-provinciaux
VU,,3036,Oudenaarde,1977,conseils-provinciaux
PSB,2.0,12144,Péruwelz,1977,conseils-provinciaux
PSC,1.0,6176,Péruwelz,1977,conseils-provinciaux
PRLW,1.0,6881,Péruwelz,1977,conseils-provinciaux
RW,,1864,Péruwelz,1977,conseils-provinciaux
PCB/UDP,,1825,Péruwelz,1977,conseils-provinciaux
CVP,2.0,10897,Peer,1977,conseils-provinciaux
BSP,1.0,3193,Peer,1977,conseils-provinciaux
PVV,,1316,Peer,1977,conseils-provinciaux
VU,1.0,4445,Peer,1977,conseils-provinciaux
PSB,2.0,5891,Phillippeville,1977,conseils-provinciaux
PSC,2.0,5789,Phillippeville,1977,conseils-provinciaux
PRLW,1.0,3785,Phillippeville,1977,conseils-provinciaux
PCB,,311,Phillippeville,1977,conseils-provinciaux
RW,,1608,Phillippeville,1977,conseils-provinciaux
ECOLO,,346,Phillippeville,1977,conseils-provinciaux
CVP,2.0,9312,Poperinge,1977,conseils-provinciaux
BSP,1.0,2827,Poperinge,1977,conseils-provinciaux
PVV,,2839,Poperinge,1977,conseils-provinciaux
VU,,2327,Poperinge,1977,conseils-provinciaux
CVP,1.0,13601,Renaix,1977,conseils-provinciaux
BSP,1.0,9065,Renaix,1977,conseils-provinciaux
PVV,2.0,12209,Renaix,1977,conseils-provinciaux
VU,,3043,Renaix,1977,conseils-provinciaux
CVP,3.0,18937,Roulers,1977,conseils-provinciaux
BSP,2.0,9219,Roulers,1977,conseils-provinciaux
PVV,,3410,Roulers,1977,conseils-provinciaux
VU,1.0,10770,Roulers,1977,conseils-provinciaux
CVP,1.0,10042,Saint-Gilles,1977,conseils-provinciaux
BSP,,1856,Saint-Gilles,1977,conseils-provinciaux
PVV,,2195,Saint-Gilles,1977,conseils-provinciaux
VU,,5158,Saint-Gilles,1977,conseils-provinciaux
PSC,2.0,14563,Saint-Gilles,1977,conseils-provinciaux
PSB,1.0,17173,Saint-Gilles,1977,conseils-provinciaux
PL,1.0,14465,Saint-Gilles,1977,conseils-provinciaux
FDF,4.0,44352,Saint-Gilles,1977,conseils-provinciaux
KPB/PCB,,3721,Saint-Gilles,1977,conseils-provinciaux
AMADA,,732,Saint-Gilles,1977,conseils-provinciaux
CVP,1.0,10001,Saint-Josse,1977,conseils-provinciaux
BSP,,1366,Saint-Josse,1977,conseils-provinciaux
PVV,,1963,Saint-Josse,1977,conseils-provinciaux
VU,,5467,Saint-Josse,1977,conseils-provinciaux
PSC,1.0,16814,Saint-Josse,1977,conseils-provinciaux
PSB,1.0,8125,Saint-Josse,1977,conseils-provinciaux
PL,1.0,8250,Saint-Josse,1977,conseils-provinciaux
FDF,4.0,48488,Saint-Josse,1977,conseils-provinciaux
KPB/PCB,,2157,Saint-Josse,1977,conseils-provinciaux
AMADA,,465,Saint-Josse,1977,conseils-provinciaux
VUB,,153,Saint-Josse,1977,conseils-provinciaux
CVP,3.0,25915,Saint-Nicolas,1977,conseils-provinciaux
BSP,2.0,13525,Saint-Nicolas,1977,conseils-provinciaux
PVV,1.0,8341,Saint-Nicolas,1977,conseils-provinciaux
VU,1.0,11308,Saint-Nicolas,1977,conseils-provinciaux
KPB,,1003,Saint-Nicolas,1977,conseils-provinciaux
AMADA,,463,Saint-Nicolas,1977,conseils-provinciaux
PSB,5.0,31755,Saint-Nicolas,1977,conseils-provinciaux
PSC,1.0,10034,Saint-Nicolas,1977,conseils-provinciaux
PRLW,1.0,6466,Saint-Nicolas,1977,conseils-provinciaux
PCB,1.0,4236,Saint-Nicolas,1977,conseils-provinciaux
RW,1.0,3319,Saint-Nicolas,1977,conseils-provinciaux
TPO,,237,Saint-Nicolas,1977,conseils-provinciaux
CVP,2.0,14130,Saint-Trond,1977,conseils-provinciaux
BSP,1.0,7983,Saint-Trond,1977,conseils-provinciaux
PVV,1.0,5032,Saint-Trond,1977,conseils-provinciaux
