Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,40.0,394098,Anvers,1977,conseils-provinciaux
BSP,23.0,226192,Anvers,1977,conseils-provinciaux
PVV,10.0,105542,Anvers,1977,conseils-provinciaux
AGALEV,,3807,Anvers,1977,conseils-provinciaux
VU,17.0,169777,Anvers,1977,conseils-provinciaux
KPB,,15645,Anvers,1977,conseils-provinciaux
AMADA,,11462,Anvers,1977,conseils-provinciaux
KAGANO,,1094,Anvers,1977,conseils-provinciaux
CVP,19.0,237982,Brabant,1977,conseils-provinciaux
BSP,7.0,96318,Brabant,1977,conseils-provinciaux
PVV,6.0,95079,Brabant,1977,conseils-provinciaux
VU,9.0,120694,Brabant,1977,conseils-provinciaux
PSC,10.0,125529,Brabant,1977,conseils-provinciaux
PSB,10.0,141007,Brabant,1977,conseils-provinciaux
PL,5.0,68705,Brabant,1977,conseils-provinciaux
ULF,,109,Brabant,1977,conseils-provinciaux
FDF,20.0,253462,Brabant,1977,conseils-provinciaux
KPB/PCB,,19709,Brabant,1977,conseils-provinciaux
KPB,,6855,Brabant,1977,conseils-provinciaux
PCB,,5082,Brabant,1977,conseils-provinciaux
AMADA,,4656,Brabant,1977,conseils-provinciaux
RW,2.0,26477,Brabant,1977,conseils-provinciaux
REXN,,233,Brabant,1977,conseils-provinciaux
VUB,,153,Brabant,1977,conseils-provinciaux
PRLW,2.0,28593,Brabant,1977,conseils-provinciaux
TPO,,394,Brabant,1977,conseils-provinciaux
ECOLOG,,1764,Brabant,1977,conseils-provinciaux
URB,,114,Brabant,1977,conseils-provinciaux
CVP,45.0,293407,Flandre occidentale,1977,conseils-provinciaux
BSP,23.0,148401,Flandre occidentale,1977,conseils-provinciaux
PVV,9.0,81593,Flandre occidentale,1977,conseils-provinciaux
VU,13.0,103050,Flandre occidentale,1977,conseils-provinciaux
KPB,,5583,Flandre occidentale,1977,conseils-provinciaux
AMADA,,2107,Flandre occidentale,1977,conseils-provinciaux
CVP,40.0,335454,Flandre orientale,1977,conseils-provinciaux
BSP,19.0,168892,Flandre orientale,1977,conseils-provinciaux
PVV,16.0,147704,Flandre orientale,1977,conseils-provinciaux
VU,15.0,140347,Flandre orientale,1977,conseils-provinciaux
KPB,,12188,Flandre orientale,1977,conseils-provinciaux
AMADA,,4044,Flandre orientale,1977,conseils-provinciaux
PSB,46.0,304748,Hainaut,1977,conseils-provinciaux
PSC,22.0,154051,Hainaut,1977,conseils-provinciaux
PRLW,14.0,103773,Hainaut,1977,conseils-provinciaux
PCB,2.0,19484,Hainaut,1977,conseils-provinciaux
RW,6.0,66211,Hainaut,1977,conseils-provinciaux
ECOLO,,3459,Hainaut,1977,conseils-provinciaux
DSC,,1947,Hainaut,1977,conseils-provinciaux
TPO,,1036,Hainaut,1977,conseils-provinciaux
PLPW,,4507,Hainaut,1977,conseils-provinciaux
PBNZ,,559,Hainaut,1977,conseils-provinciaux
PCB/UDP,,30882,Hainaut,1977,conseils-provinciaux
PSB,39.0,221437,Liège,1977,conseils-provinciaux
PSC,23.0,136986,Liège,1977,conseils-provinciaux
PRLW,19.0,109139,Liège,1977,conseils-provinciaux
PCB,4.0,32994,Liège,1977,conseils-provinciaux
RW,4.0,39487,Liège,1977,conseils-provinciaux
TPO,,926,Liège,1977,conseils-provinciaux
FNP,,409,Liège,1977,conseils-provinciaux
PDB,1.0,8873,Liège,1977,conseils-provinciaux
CVP,35.0,169771,Limbourg,1977,conseils-provinciaux
BSP,15.0,77519,Limbourg,1977,conseils-provinciaux
PVV,9.0,48086,Limbourg,1977,conseils-provinciaux
VU,11.0,57518,Limbourg,1977,conseils-provinciaux
KPB,,613,Limbourg,1977,conseils-provinciaux
AMADA,,1555,Limbourg,1977,conseils-provinciaux
Retour,,1171,Limbourg,1977,conseils-provinciaux
CD,,3086,Limbourg,1977,conseils-provinciaux
PSC,24.0,57845,Luxembourg,1977,conseils-provinciaux
PRLW,12.0,31381,Luxembourg,1977,conseils-provinciaux
PSB-RW,14.0,36580,Luxembourg,1977,conseils-provinciaux
PSB,22.0,80984,Namur,1977,conseils-provinciaux
PSC,21.0,72851,Namur,1977,conseils-provinciaux
PRLW,12.0,46142,Namur,1977,conseils-provinciaux
PCB,,3397,Namur,1977,conseils-provinciaux
RW,5.0,22066,Namur,1977,conseils-provinciaux
ECOLO,,2138,Namur,1977,conseils-provinciaux
