Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,2.0,47083,Alost,1987,chambre-des-représentants
SP,2.0,49329,Alost,1987,chambre-des-représentants
PVV,1.0,40762,Alost,1987,chambre-des-représentants
AGALEV,,10602,Alost,1987,chambre-des-représentants
VU,1.0,25828,Alost,1987,chambre-des-représentants
VLAAMS BLOK,,4049,Alost,1987,chambre-des-représentants
KPB/PCB,,1544,Alost,1987,chambre-des-représentants
SAP/POS,,783,Alost,1987,chambre-des-représentants
PVDA/PTB,,553,Alost,1987,chambre-des-représentants
CVP,5.0,165144,Anvers,1987,chambre-des-représentants
SP,5.0,140394,Anvers,1987,chambre-des-représentants
PVV,3.0,93824,Anvers,1987,chambre-des-représentants
AGALEV,2.0,60841,Anvers,1987,chambre-des-représentants
VU,3.0,75882,Anvers,1987,chambre-des-représentants
VLAAMS BLOK,2.0,46735,Anvers,1987,chambre-des-représentants
KPB/PCB,,3741,Anvers,1987,chambre-des-représentants
SAP/POS,,3863,Anvers,1987,chambre-des-représentants
PVDA/PTB,,13869,Anvers,1987,chambre-des-représentants
PSC,1.0,27963,Arlon-Marche-Bastogne,1987,chambre-des-représentants
PS,1.0,22457,Arlon-Marche-Bastogne,1987,chambre-des-représentants
PRL,1.0,23684,Arlon-Marche-Bastogne,1987,chambre-des-représentants
ECOLO,,5030,Arlon-Marche-Bastogne,1987,chambre-des-représentants
RW,,234,Arlon-Marche-Bastogne,1987,chambre-des-représentants
RAD/UDRT,,459,Arlon-Marche-Bastogne,1987,chambre-des-représentants
SAP/POS,,232,Arlon-Marche-Bastogne,1987,chambre-des-représentants
PVDA/PTB,,246,Arlon-Marche-Bastogne,1987,chambre-des-représentants
CVP,,23875,Audenarde,1987,chambre-des-représentants
SP,,18039,Audenarde,1987,chambre-des-représentants
PVV,1.0,25385,Audenarde,1987,chambre-des-représentants
AGALEV,1.0,3623,Audenarde,1987,chambre-des-représentants
VU,,4726,Audenarde,1987,chambre-des-représentants
VLAAMS BLOK,,730,Audenarde,1987,chambre-des-représentants
SAP/POS,,257,Audenarde,1987,chambre-des-représentants
PVDA/PTB,,193,Audenarde,1987,chambre-des-représentants
CVP,3.0,60156,Bruges,1987,chambre-des-représentants
SP,1.0,44882,Bruges,1987,chambre-des-représentants
PVV,1.0,29345,Bruges,1987,chambre-des-représentants
AGALEV,,14739,Bruges,1987,chambre-des-représentants
VU,,18755,Bruges,1987,chambre-des-représentants
VLAAMS BLOK,,2780,Bruges,1987,chambre-des-représentants
RAD/UDRT,,372,Bruges,1987,chambre-des-représentants
KPB/PCB,,741,Bruges,1987,chambre-des-représentants
SAP/POS,,485,Bruges,1987,chambre-des-représentants
PVDA/PTB,,899,Bruges,1987,chambre-des-représentants
GPR,,340,Bruges,1987,chambre-des-représentants
CVP,5.0,113803,Bruxelles,1987,chambre-des-représentants
SP,3.0,73993,Bruxelles,1987,chambre-des-représentants
PVV,3.0,79059,Bruxelles,1987,chambre-des-représentants
AGALEV,1.0,19861,Bruxelles,1987,chambre-des-représentants
VU,2.0,54780,Bruxelles,1987,chambre-des-représentants
VLAAMS BLOK,,12498,Bruxelles,1987,chambre-des-représentants
PSC,2.0,52076,Bruxelles,1987,chambre-des-représentants
PS,6.0,127200,Bruxelles,1987,chambre-des-représentants
PRL,7.0,156102,Bruxelles,1987,chambre-des-représentants
ECOLO,2.0,35212,Bruxelles,1987,chambre-des-représentants
FDF,2.0,67212,Bruxelles,1987,chambre-des-représentants
RW,,840,Bruxelles,1987,chambre-des-représentants
FN,,7596,Bruxelles,1987,chambre-des-représentants
KPB/PCB,,6810,Bruxelles,1987,chambre-des-représentants
SAP/POS,,3759,Bruxelles,1987,chambre-des-représentants
PVDA/PTB,,2325,Bruxelles,1987,chambre-des-représentants
PFN/PCN,,4317,Bruxelles,1987,chambre-des-représentants
PLC,,3072,Bruxelles,1987,chambre-des-représentants
PFU,,959,Bruxelles,1987,chambre-des-représentants
PSC,4.0,60048,Charleroi,1987,chambre-des-représentants
PS,5.0,113901,Charleroi,1987,chambre-des-représentants
PRL,1.0,31813,Charleroi,1987,chambre-des-représentants
ECOLO,,14438,Charleroi,1987,chambre-des-représentants
RW,,2094,Charleroi,1987,chambre-des-représentants
RAD/UDRT,,1516,Charleroi,1987,chambre-des-représentants
KPB/PCB,,5169,Charleroi,1987,chambre-des-représentants
SAP/POS,,1757,Charleroi,1987,chambre-des-représentants
PVDA/PTB,,1746,Charleroi,1987,chambre-des-représentants
PFN/PCN,,736,Charleroi,1987,chambre-des-représentants
CVP,2.0,64464,Courtrai,1987,chambre-des-représentants
SP,2.0,49607,Courtrai,1987,chambre-des-représentants
PVV,1.0,31304,Courtrai,1987,chambre-des-représentants
AGALEV,,13933,Courtrai,1987,chambre-des-représentants
VU,1.0,20346,Courtrai,1987,chambre-des-représentants
VLAAMS BLOK,,1930,Courtrai,1987,chambre-des-représentants
KPB/PCB,,770,Courtrai,1987,chambre-des-représentants
SAP/POS,,755,Courtrai,1987,chambre-des-représentants
PVDA/PTB,,1255,Courtrai,1987,chambre-des-représentants
PSC,1.0,26255,Dinant-Philippeville,1987,chambre-des-représentants
PS,1.0,35868,Dinant-Philippeville,1987,chambre-des-représentants
PRL,1.0,25868,Dinant-Philippeville,1987,chambre-des-représentants
ECOLO,,5232,Dinant-Philippeville,1987,chambre-des-représentants
RW,,503,Dinant-Philippeville,1987,chambre-des-représentants
