Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,39.0,341798,Anvers,1965,conseils-provinciaux
BSP,26.0,237376,Anvers,1965,conseils-provinciaux
PVV,12.0,112955,Anvers,1965,conseils-provinciaux
Communist,,21208,Anvers,1965,conseils-provinciaux
VU,11.0,109525,Anvers,1965,conseils-provinciaux
KAGANOVEMUS,,1231,Anvers,1965,conseils-provinciaux
PROGR FRONT,,410,Anvers,1965,conseils-provinciaux
ANDERE,,1242,Anvers,1965,conseils-provinciaux
CVP-PSC,27.0,318457,Brabant,1965,conseils-provinciaux
PSB/BSP,24.0,292731,Brabant,1965,conseils-provinciaux
PLP/PVV,31.0,348393,Brabant,1965,conseils-provinciaux
Communist,,42687,Brabant,1965,conseils-provinciaux
PTB/BTP,,1825,Brabant,1965,conseils-provinciaux
VFD,,8332,Brabant,1965,conseils-provinciaux
FDF,6.0,70137,Brabant,1965,conseils-provinciaux
UF,,4099,Brabant,1965,conseils-provinciaux
PN/NP,,1320,Brabant,1965,conseils-provinciaux
BC/CB,,12154,Brabant,1965,conseils-provinciaux
PSI SOP,,1055,Brabant,1965,conseils-provinciaux
VU,2.0,43577,Brabant,1965,conseils-provinciaux
Pcath/CathP,,1001,Brabant,1965,conseils-provinciaux
FDW,,5197,Brabant,1965,conseils-provinciaux
UTI/UOT,,2777,Brabant,1965,conseils-provinciaux
CVP,43.0,284194,Flandre occidentale,1965,conseils-provinciaux
BSP,20.0,133098,Flandre occidentale,1965,conseils-provinciaux
PVV,9.0,76489,Flandre occidentale,1965,conseils-provinciaux
Communist,,6232,Flandre occidentale,1965,conseils-provinciaux
VU,8.0,69675,Flandre occidentale,1965,conseils-provinciaux
ANDERE,,955,Flandre occidentale,1965,conseils-provinciaux
CVP,42.0,323030,Flandre orientale,1965,conseils-provinciaux
BSP,22.0,179475,Flandre orientale,1965,conseils-provinciaux
PVV,15.0,136561,Flandre orientale,1965,conseils-provinciaux
Communist,,13131,Flandre orientale,1965,conseils-provinciaux
VU,11.0,99499,Flandre orientale,1965,conseils-provinciaux
ANDERE,,3640,Flandre orientale,1965,conseils-provinciaux
PSC,18.0,138275,Hainaut,1965,conseils-provinciaux
PSB,39.0,264593,Hainaut,1965,conseils-provinciaux
PLP,22.0,147743,Hainaut,1965,conseils-provinciaux
Communist,9.0,74939,Hainaut,1965,conseils-provinciaux
FW,2.0,23890,Hainaut,1965,conseils-provinciaux
CW,,5447,Hainaut,1965,conseils-provinciaux
AUTRE,,11605,Hainaut,1965,conseils-provinciaux
PSC,22.0,128422,Liège,1965,conseils-provinciaux
PSB,32.0,191842,Liège,1965,conseils-provinciaux
PLP,24.0,141223,Liège,1965,conseils-provinciaux
Communist,8.0,56403,Liège,1965,conseils-provinciaux
PWT,,21845,Liège,1965,conseils-provinciaux
PCW,,3242,Liège,1965,conseils-provinciaux
AUTRE,,1576,Liège,1965,conseils-provinciaux
CVP,44.0,162268,Limbourg,1965,conseils-provinciaux
BSP,12.0,44091,Limbourg,1965,conseils-provinciaux
PVV,11.0,46221,Limbourg,1965,conseils-provinciaux
VU,3.0,23470,Limbourg,1965,conseils-provinciaux
ANDERE,,4485,Limbourg,1965,conseils-provinciaux
PSC,27.0,56878,Luxembourg,1965,conseils-provinciaux
PSB,10.0,25917,Luxembourg,1965,conseils-provinciaux
PLP,13.0,33618,Luxembourg,1965,conseils-provinciaux
AUTRE,,1226,Luxembourg,1965,conseils-provinciaux
PSC,22.0,70771,Namur,1965,conseils-provinciaux
PSB,19.0,62141,Namur,1965,conseils-provinciaux
PLP,16.0,55455,Namur,1965,conseils-provinciaux
RDW,3.0,14094,Namur,1965,conseils-provinciaux
AUTRE,,1773,Namur,1965,conseils-provinciaux
