Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
Piratenpartij,0,3909,Circonscription de Limbourg,2014,chambre-des-représentants
R.O.S.S.E.M.,0,1415,Circonscription de Limbourg,2014,chambre-des-représentants
B.U.B.-Belg.Unie,0,714,Circonscription de Limbourg,2014,chambre-des-représentants
MR,1,41346,Circonscription de Luxembourg,2014,chambre-des-représentants
FDF,0,2811,Circonscription de Luxembourg,2014,chambre-des-représentants
ECOLO,0,13471,Circonscription de Luxembourg,2014,chambre-des-représentants
PS,1,37371,Circonscription de Luxembourg,2014,chambre-des-représentants
CDH,2,56702,Circonscription de Luxembourg,2014,chambre-des-représentants
Parti Populaire,0,6980,Circonscription de Luxembourg,2014,chambre-des-représentants
PTB-GO!,0,4003,Circonscription de Luxembourg,2014,chambre-des-représentants
MG,0,666,Circonscription de Luxembourg,2014,chambre-des-représentants
LA DROITE,0,2012,Circonscription de Luxembourg,2014,chambre-des-représentants
DEBOUT LES BELGES,0,2958,Circonscription de Luxembourg,2014,chambre-des-représentants
R.W.F.,0,645,Circonscription de Luxembourg,2014,chambre-des-représentants
B.U.B.-Belg.Unie,0,752,Circonscription de Luxembourg,2014,chambre-des-représentants
MR,2,84788,Circonscription de Namur,2014,chambre-des-représentants
FDF,0,8367,Circonscription de Namur,2014,chambre-des-représentants
ECOLO,1,29186,Circonscription de Namur,2014,chambre-des-représentants
PS,2,83361,Circonscription de Namur,2014,chambre-des-représentants
CDH,1,48135,Circonscription de Namur,2014,chambre-des-représentants
Parti Populaire,0,13029,Circonscription de Namur,2014,chambre-des-représentants
PTB-GO!,0,14559,Circonscription de Namur,2014,chambre-des-représentants
MG,0,423,Circonscription de Namur,2014,chambre-des-représentants
LA DROITE,0,4003,Circonscription de Namur,2014,chambre-des-représentants
DEBOUT LES BELGES,0,6616,Circonscription de Namur,2014,chambre-des-représentants
R.W.F.,0,1967,Circonscription de Namur,2014,chambre-des-représentants
B.U.B.- Belg.Unie ,0,857,Circonscription de Namur,2014,chambre-des-représentants
FW,0,695,Circonscription de Namur,2014,chambre-des-représentants
NWA,0,670,Circonscription de Namur,2014,chambre-des-représentants
NATION,0,1576,Circonscription de Namur,2014,chambre-des-représentants
Vox Populi Belgica,0,1280,Circonscription de Namur,2014,chambre-des-représentants
GROEN,1,59096,Circonscription du Brabant Flamand,2014,chambre-des-représentants
VLAAMS BELANG,0,28857,Circonscription du Brabant Flamand,2014,chambre-des-représentants
FDF,0,15405,Circonscription du Brabant Flamand,2014,chambre-des-représentants
OpenVld,4,170128,Circonscription du Brabant Flamand,2014,chambre-des-représentants
SP.A,2,81254,Circonscription du Brabant Flamand,2014,chambre-des-représentants
N-VA,5,192698,Circonscription du Brabant Flamand,2014,chambre-des-représentants
CD&V,3,112251,Circonscription du Brabant Flamand,2014,chambre-des-représentants
PVDA+,0,12664,Circonscription du Brabant Flamand,2014,chambre-des-représentants
ROSSEM,0,1914,Circonscription du Brabant Flamand,2014,chambre-des-représentants
PP,0,2281,Circonscription du Brabant Flamand,2014,chambre-des-représentants
B.U.B.-Belg.Unie,0,2577,Circonscription du Brabant Flamand,2014,chambre-des-représentants
MR,3,97741,Circonscription du Brabant Wallon,2014,chambre-des-représentants
F.D.F,0,11198,Circonscription du Brabant Wallon,2014,chambre-des-représentants
ECOLO,1,27356,Circonscription du Brabant Wallon,2014,chambre-des-représentants
PS,1,51359,Circonscription du Brabant Wallon,2014,chambre-des-représentants
CDH,0,26335,Circonscription du Brabant Wallon,2014,chambre-des-représentants
Parti Populaire,0,9544,Circonscription du Brabant Wallon,2014,chambre-des-représentants
PTB-GO !,0,6449,Circonscription du Brabant Wallon,2014,chambre-des-représentants
MG,0,187,Circonscription du Brabant Wallon,2014,chambre-des-représentants
LA DROITE,0,2337,Circonscription du Brabant Wallon,2014,chambre-des-représentants
DEBOUT LES BELGES,0,3342,Circonscription du Brabant Wallon,2014,chambre-des-représentants
B.U.B.-Belg.Unie,0,961,Circonscription du Brabant Wallon,2014,chambre-des-représentants
R.W.F.,0,1102,Circonscription du Brabant Wallon,2014,chambre-des-représentants
VLC,0,208,Circonscription du Brabant Wallon,2014,chambre-des-représentants
MOVE,0,400,Circonscription du Brabant Wallon,2014,chambre-des-représentants
NWA,0,442,Circonscription du Brabant Wallon,2014,chambre-des-représentants
NATION,0,908,Circonscription du Brabant Wallon,2014,chambre-des-représentants
