Parti,Nombre de sièges,Nombre de voix,canton,date,election
Socialistische Partij/ P,,3398,Aarschot,1949,sénat
KPB/PCB,,533,Aarschot,1949,sénat
PSC/CVP,,11200,Aarschot,1949,sénat
Parti Liberale/Liberale,,3550,Aarschot,1949,sénat
Classes Moyennes,,70,Aarschot,1949,sénat
Indépendants,,179,Aarschot,1949,sénat
Socialistische Partij/ P,,10152,Alost,1949,sénat
KPB/PCB,,5744,Alost,1949,sénat
PSC/CVP,,24907,Alost,1949,sénat
Parti Liberale/Liberale,,11036,Alost,1949,sénat
Vlaamse Concentratie,,3893,Alost,1949,sénat
Socialistische Partij/ P,,5243,Andenne,1949,sénat
KPB/PCB,,1386,Andenne,1949,sénat
PSC/CVP,,4367,Andenne,1949,sénat
Parti Liberale/Liberale,,1383,Andenne,1949,sénat
A,,354,Andenne,1949,sénat
Socialistische Partij/ P,,23338,Anderlecht,1949,sénat
KPB/PCB,,7765,Anderlecht,1949,sénat
PSC/CVP,,21590,Anderlecht,1949,sénat
Parti Liberale/Liberale,,13685,Anderlecht,1949,sénat
Parti dUnite Wallonne,,147,Anderlecht,1949,sénat
Isolé,,149,Anderlecht,1949,sénat
Union commerçants,,389,Anderlecht,1949,sénat
Indépendants,,1388,Anderlecht,1949,sénat
Socialistische Partij/ P,,5319,Antoing,1949,sénat
KPB/PCB,,2630,Antoing,1949,sénat
PSC/CVP,,5399,Antoing,1949,sénat
Parti Liberale/Liberale,,1830,Antoing,1949,sénat
Classes Moyennes,,350,Antoing,1949,sénat
Socialistische Partij/ P,,63665,Anvers,1949,sénat
KPB/PCB,,10779,Anvers,1949,sénat
PSC/CVP,,68509,Anvers,1949,sénat
Parti Liberale/Liberale,,32381,Anvers,1949,sénat
A,,2637,Anvers,1949,sénat
b,,368,Anvers,1949,sénat
Vlaamse Concentratie,,7255,Anvers,1949,sénat
Socialistische Partij/ P,,1336,Ardooie,1949,sénat
KPB/PCB,,77,Ardooie,1949,sénat
PSC/CVP,,5771,Ardooie,1949,sénat
Parti Liberale/Liberale,,276,Ardooie,1949,sénat
Vlaamse Concentratie,,259,Ardooie,1949,sénat
Socialistische Partij/ P,,1852,Arendonk,1949,sénat
KPB/PCB,,61,Arendonk,1949,sénat
PSC/CVP,,10070,Arendonk,1949,sénat
Parti Liberale/Liberale,,191,Arendonk,1949,sénat
Vlaamse Concentratie,,49,Arendonk,1949,sénat
Socialistische Partij/ P,,2586,Arlon,1949,sénat
KPB/PCB,,927,Arlon,1949,sénat
PSC/CVP,,6686,Arlon,1949,sénat
Parti Liberale/Liberale,,3057,Arlon,1949,sénat
Socialistische Partij/ P,,4801,Asse,1949,sénat
KPB/PCB,,959,Asse,1949,sénat
PSC/CVP,,19983,Asse,1949,sénat
Parti Liberale/Liberale,,5344,Asse,1949,sénat
Parti dUnite Wallonne,,56,Asse,1949,sénat
Isolé,,76,Asse,1949,sénat
Union commerçants,,58,Asse,1949,sénat
Indépendants,,111,Asse,1949,sénat
Socialistische Partij/ P,,4315,Assenede,1949,sénat
KPB/PCB,,495,Assenede,1949,sénat
PSC/CVP,,7207,Assenede,1949,sénat
Parti Liberale/Liberale,,1662,Assenede,1949,sénat
Vlaamse Concentratie,,317,Assenede,1949,sénat
Onafhankelijken,,62,Assenede,1949,sénat
Socialistische Partij/ P,,4379,Ath,1949,sénat
KPB/PCB,,1520,Ath,1949,sénat
PSC/CVP,,2779,Ath,1949,sénat
Parti Liberale/Liberale,,2090,Ath,1949,sénat
Classes Moyennes,,711,Ath,1949,sénat
Socialistische Partij/ P,,1324,Aubel,1949,sénat
KPB/PCB,,261,Aubel,1949,sénat
PSC/CVP,,7487,Aubel,1949,sénat
Parti Liberale/Liberale,,717,Aubel,1949,sénat
Parti dUnite Wallonne,,15,Aubel,1949,sénat
Classes Moyennes,,197,Aubel,1949,sénat
Socialistische Partij/ P,,4858,Audenarde,1949,sénat
KPB/PCB,,659,Audenarde,1949,sénat
PSC/CVP,,11109,Audenarde,1949,sénat
Parti Liberale/Liberale,,6024,Audenarde,1949,sénat
Vlaamse Concentratie,,490,Audenarde,1949,sénat
Socialistische Partij/ P,,2117,Avelgem,1949,sénat
KPB/PCB,,472,Avelgem,1949,sénat
PSC/CVP,,5303,Avelgem,1949,sénat
Parti Liberale/Liberale,,1470,Avelgem,1949,sénat
Socialistische Partij/ P,,729,Bastogne,1949,sénat
KPB/PCB,,174,Bastogne,1949,sénat
PSC/CVP,,4670,Bastogne,1949,sénat
Parti Liberale/Liberale,,776,Bastogne,1949,sénat
Socialistische Partij/ P,,1516,Beaumont,1949,sénat
KPB/PCB,,448,Beaumont,1949,sénat
PSC/CVP,,3288,Beaumont,1949,sénat
Parti Liberale/Liberale,,1550,Beaumont,1949,sénat
Classes Moyennes,,274,Beaumont,1949,sénat
Socialistische Partij/ P,,1718,Beauraing,1949,sénat
KPB/PCB,,512,Beauraing,1949,sénat
PSC/CVP,,3703,Beauraing,1949,sénat
Parti Liberale/Liberale,,1693,Beauraing,1949,sénat
A,,122,Beauraing,1949,sénat
Socialistische Partij/ P,,15357,Berchem,1949,sénat
KPB/PCB,,2348,Berchem,1949,sénat
PSC/CVP,,24974,Berchem,1949,sénat
Parti Liberale/Liberale,,7592,Berchem,1949,sénat
A,,645,Berchem,1949,sénat
b,,38,Berchem,1949,sénat
Vlaamse Concentratie,,2703,Berchem,1949,sénat
Socialistische Partij/ P,,2893,Beringen,1949,sénat
KPB/PCB,,197,Beringen,1949,sénat
PSC/CVP,,19590,Beringen,1949,sénat
Parti Liberale/Liberale,,2809,Beringen,1949,sénat
Socialistische Partij/ P,,3022,Beveren,1949,sénat
KPB/PCB,,334,Beveren,1949,sénat
PSC/CVP,,11205,Beveren,1949,sénat
Parti Liberale/Liberale,,409,Beveren,1949,sénat
Vlaamse Concentratie,,799,Beveren,1949,sénat
Socialistische Partij/ P,,655,Bilzen,1949,sénat
KPB/PCB,,72,Bilzen,1949,sénat
PSC/CVP,,11517,Bilzen,1949,sénat
Parti Liberale/Liberale,,625,Bilzen,1949,sénat
Socialistische Partij/ P,,18274,Binche,1949,sénat
KPB/PCB,,6718,Binche,1949,sénat
PSC/CVP,,9143,Binche,1949,sénat
Parti Liberale/Liberale,,4298,Binche,1949,sénat
Classes Moyennes,,1322,Binche,1949,sénat
Socialistische Partij/ P,,15233,Boom,1949,sénat
KPB/PCB,,1272,Boom,1949,sénat
PSC/CVP,,12806,Boom,1949,sénat
Parti Liberale/Liberale,,3524,Boom,1949,sénat
A,,207,Boom,1949,sénat
b,,15,Boom,1949,sénat
Vlaamse Concentratie,,490,Boom,1949,sénat
Socialistische Partij/ P,,31693,Borgerhout,1949,sénat
KPB/PCB,,4191,Borgerhout,1949,sénat
PSC/CVP,,36374,Borgerhout,1949,sénat
Parti Liberale/Liberale,,8805,Borgerhout,1949,sénat
A,,1075,Borgerhout,1949,sénat
b,,61,Borgerhout,1949,sénat
Vlaamse Concentratie,,3726,Borgerhout,1949,sénat
Socialistische Partij/ P,,737,Bouillon,1949,sénat
KPB/PCB,,194,Bouillon,1949,sénat
PSC/CVP,,2721,Bouillon,1949,sénat
Parti Liberale/Liberale,,678,Bouillon,1949,sénat
Socialistische Partij/ P,,22397,Boussu,1949,sénat
KPB/PCB,,9169,Boussu,1949,sénat
PSC/CVP,,7043,Boussu,1949,sénat
Parti Liberale/Liberale,,2756,Boussu,1949,sénat
Classes Moyennes,,1466,Boussu,1949,sénat
Socialistische Partij/ P,,3208,Brecht,1949,sénat
KPB/PCB,,435,Brecht,1949,sénat
PSC/CVP,,15641,Brecht,1949,sénat
Parti Liberale/Liberale,,760,Brecht,1949,sénat
A,,1108,Brecht,1949,sénat
b,,15,Brecht,1949,sénat
Vlaamse Concentratie,,352,Brecht,1949,sénat
Socialistische Partij/ P,,375,Bree,1949,sénat
KPB/PCB,,43,Bree,1949,sénat
PSC/CVP,,8751,Bree,1949,sénat
Parti Liberale/Liberale,,252,Bree,1949,sénat
Socialistische Partij/ P,,27322,Bruges,1949,sénat
KPB/PCB,,1815,Bruges,1949,sénat
PSC/CVP,,53118,Bruges,1949,sénat
Parti Liberale/Liberale,,14797,Bruges,1949,sénat
Vlaamse Concentratie,,3435,Bruges,1949,sénat
Onafhankelijken,,336,Bruges,1949,sénat
Socialistische Partij/ P,,29145,Bruxelles,1949,sénat
KPB/PCB,,12426,Bruxelles,1949,sénat
PSC/CVP,,32565,Bruxelles,1949,sénat
Parti Liberale/Liberale,,28587,Bruxelles,1949,sénat
Parti dUnite Wallonne,,318,Bruxelles,1949,sénat
Isolé,,192,Bruxelles,1949,sénat
Union commerçants,,1041,Bruxelles,1949,sénat
Indépendants,,2976,Bruxelles,1949,sénat
Socialistische Partij/ P,,1745,Celles,1949,sénat
KPB/PCB,,750,Celles,1949,sénat
PSC/CVP,,3388,Celles,1949,sénat
Parti Liberale/Liberale,,1548,Celles,1949,sénat
Classes Moyennes,,184,Celles,1949,sénat
Socialistische Partij/ P,,17740,Châtelet,1949,sénat
KPB/PCB,,5879,Châtelet,1949,sénat
PSC/CVP,,9023,Châtelet,1949,sénat
Parti Liberale/Liberale,,3587,Châtelet,1949,sénat
Classes Moyennes,,541,Châtelet,1949,sénat
Socialistische Partij/ P,,37676,Charleroi,1949,sénat
KPB/PCB,,12310,Charleroi,1949,sénat
PSC/CVP,,18548,Charleroi,1949,sénat
Parti Liberale/Liberale,,13840,Charleroi,1949,sénat
Classes Moyennes,,1292,Charleroi,1949,sénat
Socialistische Partij/ P,,3444,Chièvres,1949,sénat
KPB/PCB,,1182,Chièvres,1949,sénat
PSC/CVP,,2839,Chièvres,1949,sénat
Parti Liberale/Liberale,,2032,Chièvres,1949,sénat
Classes Moyennes,,592,Chièvres,1949,sénat
Socialistische Partij/ P,,1809,Chimay,1949,sénat
KPB/PCB,,560,Chimay,1949,sénat
PSC/CVP,,4145,Chimay,1949,sénat
Parti Liberale/Liberale,,1556,Chimay,1949,sénat
Classes Moyennes,,342,Chimay,1949,sénat
Socialistische Partij/ P,,3039,Ciney,1949,sénat
KPB/PCB,,2416,Ciney,1949,sénat
PSC/CVP,,6539,Ciney,1949,sénat
Parti Liberale/Liberale,,1154,Ciney,1949,sénat
A,,208,Ciney,1949,sénat
Socialistische Partij/ P,,11913,Courtrai,1949,sénat
KPB/PCB,,1948,Courtrai,1949,sénat
PSC/CVP,,33583,Courtrai,1949,sénat
Parti Liberale/Liberale,,5547,Courtrai,1949,sénat
Socialistische Partij/ P,,2774,Couvin,1949,sénat
KPB/PCB,,810,Couvin,1949,sénat
PSC/CVP,,4407,Couvin,1949,sénat
Parti Liberale/Liberale,,1698,Couvin,1949,sénat
A,,218,Couvin,1949,sénat
Socialistische Partij/ P,,3447,Dalhem,1949,sénat
KPB/PCB,,1082,Dalhem,1949,sénat
PSC/CVP,,5110,Dalhem,1949,sénat
Parti Liberale/Liberale,,1762,Dalhem,1949,sénat
Parti dUnite Wallonne,,35,Dalhem,1949,sénat
Isolé,,3,Dalhem,1949,sénat
Classes Moyennes,,356,Dalhem,1949,sénat
Socialistische Partij/ P,,3462,Deinze,1949,sénat
KPB/PCB,,229,Deinze,1949,sénat
PSC/CVP,,10271,Deinze,1949,sénat
Parti Liberale/Liberale,,1725,Deinze,1949,sénat
Vlaamse Concentratie,,553,Deinze,1949,sénat
Onafhankelijken,,466,Deinze,1949,sénat
Socialistische Partij/ P,,4797,Diest,1949,sénat
KPB/PCB,,323,Diest,1949,sénat
PSC/CVP,,11546,Diest,1949,sénat
Parti Liberale/Liberale,,4588,Diest,1949,sénat
Classes Moyennes,,88,Diest,1949,sénat
Indépendants,,90,Diest,1949,sénat
Socialistische Partij/ P,,4648,Dinant,1949,sénat
KPB/PCB,,677,Dinant,1949,sénat
PSC/CVP,,6597,Dinant,1949,sénat
Parti Liberale/Liberale,,2436,Dinant,1949,sénat
A,,476,Dinant,1949,sénat
Socialistische Partij/ P,,5144,Dison,1949,sénat
KPB/PCB,,1592,Dison,1949,sénat
PSC/CVP,,3879,Dison,1949,sénat
Parti Liberale/Liberale,,1406,Dison,1949,sénat
Parti dUnite Wallonne,,57,Dison,1949,sénat
Classes Moyennes,,291,Dison,1949,sénat
Socialistische Partij/ P,,3686,Dixmude,1949,sénat
KPB/PCB,,263,Dixmude,1949,sénat
PSC/CVP,,17933,Dixmude,1949,sénat
Parti Liberale/Liberale,,3350,Dixmude,1949,sénat
Vlaamse Concentratie,,825,Dixmude,1949,sénat
Socialistische Partij/ P,,8949,Dour,1949,sénat
KPB/PCB,,4501,Dour,1949,sénat
PSC/CVP,,4262,Dour,1949,sénat
Parti Liberale/Liberale,,1964,Dour,1949,sénat
Classes Moyennes,,1044,Dour,1949,sénat
Socialistische Partij/ P,,5985,Duffel,1949,sénat
KPB/PCB,,353,Duffel,1949,sénat
PSC/CVP,,14666,Duffel,1949,sénat
Parti Liberale/Liberale,,1717,Duffel,1949,sénat
Vlaamse Concentratie,,644,Duffel,1949,sénat
Socialistische Partij/ P,,1246,Durbuy,1949,sénat
KPB/PCB,,211,Durbuy,1949,sénat
PSC/CVP,,2872,Durbuy,1949,sénat
Parti Liberale/Liberale,,610,Durbuy,1949,sénat
Socialistische Partij/ P,,3731,Eeklo,1949,sénat
KPB/PCB,,436,Eeklo,1949,sénat
PSC/CVP,,12392,Eeklo,1949,sénat
Parti Liberale/Liberale,,3343,Eeklo,1949,sénat
Vlaamse Concentratie,,1217,Eeklo,1949,sénat
Onafhankelijken,,1113,Eeklo,1949,sénat
Socialistische Partij/ P,,4549,Eghezée,1949,sénat
KPB/PCB,,462,Eghezée,1949,sénat
PSC/CVP,,5668,Eghezée,1949,sénat
Parti Liberale/Liberale,,1694,Eghezée,1949,sénat
A,,209,Eghezée,1949,sénat
Socialistische Partij/ P,,13013,Ekeren,1949,sénat
KPB/PCB,,1935,Ekeren,1949,sénat
PSC/CVP,,20378,Ekeren,1949,sénat
Parti Liberale/Liberale,,4199,Ekeren,1949,sénat
A,,811,Ekeren,1949,sénat
b,,25,Ekeren,1949,sénat
Vlaamse Concentratie,,1439,Ekeren,1949,sénat
