Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
CVP,4.0,41143,Alost,1991,conseils-provinciaux
SP,5.0,42671,Alost,1991,conseils-provinciaux
PVV,5.0,41311,Alost,1991,conseils-provinciaux
AGALEV,,12916,Alost,1991,conseils-provinciaux
VU,2.0,17708,Alost,1991,conseils-provinciaux
VLAAMS BLOK,2.0,18399,Alost,1991,conseils-provinciaux
V.D.,,5509,Alost,1991,conseils-provinciaux
CVP,11.0,117323,Anvers,1991,conseils-provinciaux
SP,10.0,105762,Anvers,1991,conseils-provinciaux
PVV,9.0,97273,Anvers,1991,conseils-provinciaux
AGALEV,5.0,57640,Anvers,1991,conseils-provinciaux
VU,3.0,50103,Anvers,1991,conseils-provinciaux
VLAAMS BLOK,13.0,145021,Anvers,1991,conseils-provinciaux
PVDA,,8385,Anvers,1991,conseils-provinciaux
REGEBO,,8893,Anvers,1991,conseils-provinciaux
B.E.B,,5313,Anvers,1991,conseils-provinciaux
VCD/PCS,,3758,Anvers,1991,conseils-provinciaux
PSC,3.0,8800,Arlon,1991,conseils-provinciaux
PS,3.0,8310,Arlon,1991,conseils-provinciaux
PRL,3.0,6795,Arlon,1991,conseils-provinciaux
ECOLO,2.0,4866,Arlon,1991,conseils-provinciaux
PSC,1.0,6982,Ath,1991,conseils-provinciaux
PS,3.0,23081,Ath,1991,conseils-provinciaux
PRL,1.0,12461,Ath,1991,conseils-provinciaux
ECOLO,,5632,Ath,1991,conseils-provinciaux
PTB,,186,Ath,1991,conseils-provinciaux
B.E.B,,449,Ath,1991,conseils-provinciaux
CVP,3.0,22253,Audenarde,1991,conseils-provinciaux
SP,2.0,15770,Audenarde,1991,conseils-provinciaux
PVV,3.0,22705,Audenarde,1991,conseils-provinciaux
AGALEV,,5542,Audenarde,1991,conseils-provinciaux
VU,,3758,Audenarde,1991,conseils-provinciaux
VLAAMS BLOK,,4576,Audenarde,1991,conseils-provinciaux
PSC,4.0,10058,Bastogne,1991,conseils-provinciaux
PS,1.0,4213,Bastogne,1991,conseils-provinciaux
PRL,3.0,7192,Bastogne,1991,conseils-provinciaux
ECOLO,,1768,Bastogne,1991,conseils-provinciaux
FN,,193,Bastogne,1991,conseils-provinciaux
IP-GCT,,435,Bastogne,1991,conseils-provinciaux
CVP,7.0,52233,Bruges,1991,conseils-provinciaux
SP,5.0,37664,Bruges,1991,conseils-provinciaux
PVV,4.0,33333,Bruges,1991,conseils-provinciaux
AGALEV,2.0,20220,Bruges,1991,conseils-provinciaux
VU,2.0,15645,Bruges,1991,conseils-provinciaux
VLAAMS BLOK,1.0,14144,Bruges,1991,conseils-provinciaux
PVDA,,986,Bruges,1991,conseils-provinciaux
B.E.B,,1586,Bruges,1991,conseils-provinciaux
CVP,8.0,96192,Bruxelles,1991,conseils-provinciaux
SP,4.0,47579,Bruxelles,1991,conseils-provinciaux
PVV,6.0,74478,Bruxelles,1991,conseils-provinciaux
AGALEV,2.0,30601,Bruxelles,1991,conseils-provinciaux
VU,4.0,44145,Bruxelles,1991,conseils-provinciaux
VLAAMS BLOK,4.0,54267,Bruxelles,1991,conseils-provinciaux
PSC,4.0,50844,Bruxelles,1991,conseils-provinciaux
PS,7.0,83245,Bruxelles,1991,conseils-provinciaux
PRL,11.0,124230,Bruxelles,1991,conseils-provinciaux
ECOLO,5.0,65847,Bruxelles,1991,conseils-provinciaux
FDF/PPW,7.0,81169,Bruxelles,1991,conseils-provinciaux
UDRT/RA,,1908,Bruxelles,1991,conseils-provinciaux
FN-NF,,34205,Bruxelles,1991,conseils-provinciaux
SAP/POS,,802,Bruxelles,1991,conseils-provinciaux
PTB-PVA,,2891,Bruxelles,1991,conseils-provinciaux
B.E.B,,3835,Bruxelles,1991,conseils-provinciaux
PFN/PCN,,183,Bruxelles,1991,conseils-provinciaux
PVCS,,412,Bruxelles,1991,conseils-provinciaux
URD,,298,Bruxelles,1991,conseils-provinciaux
PSC,6.0,40580,Charleroi,1991,conseils-provinciaux
PS,15.0,99032,Charleroi,1991,conseils-provinciaux
PRL,4.0,32735,Charleroi,1991,conseils-provinciaux
ECOLO,5.0,35811,Charleroi,1991,conseils-provinciaux
RW,,2448,Charleroi,1991,conseils-provinciaux
FN,1.0,7594,Charleroi,1991,conseils-provinciaux
PC,,3328,Charleroi,1991,conseils-provinciaux
PTB,,1806,Charleroi,1991,conseils-provinciaux
ROSSUM,,510,Charleroi,1991,conseils-provinciaux
PCN,,912,Charleroi,1991,conseils-provinciaux
LCBCV,,190,Charleroi,1991,conseils-provinciaux
CVP,9.0,66214,Courtrai,1991,conseils-provinciaux
SP,5.0,40084,Courtrai,1991,conseils-provinciaux
PVV,4.0,31100,Courtrai,1991,conseils-provinciaux
AGALEV,2.0,17919,Courtrai,1991,conseils-provinciaux
VU,2.0,15461,Courtrai,1991,conseils-provinciaux
VLAAMS BLOK,1.0,12115,Courtrai,1991,conseils-provinciaux
PVDA,,1120,Courtrai,1991,conseils-provinciaux
SRD,,394,Courtrai,1991,conseils-provinciaux
PSC,5.0,19340,Dinant,1991,conseils-provinciaux
PS,4.0,18184,Dinant,1991,conseils-provinciaux
PRL,3.0,15373,Dinant,1991,conseils-provinciaux
ECOLO,1.0,6073,Dinant,1991,conseils-provinciaux
PTB,,162,Dinant,1991,conseils-provinciaux
CVP,2.0,11559,Dixsmude,1991,conseils-provinciaux
SP,1.0,7329,Dixsmude,1991,conseils-provinciaux
PVV,1.0,6391,Dixsmude,1991,conseils-provinciaux
AGALEV,,1885,Dixsmude,1991,conseils-provinciaux
VU,,2764,Dixsmude,1991,conseils-provinciaux
VLAAMS BLOK,,1097,Dixsmude,1991,conseils-provinciaux
CVP,3.0,19008,Eeklo,1991,conseils-provinciaux
SP,1.0,8656,Eeklo,1991,conseils-provinciaux
PVV,1.0,12129,Eeklo,1991,conseils-provinciaux
AGALEV,,5650,Eeklo,1991,conseils-provinciaux
VU,,4087,Eeklo,1991,conseils-provinciaux
VLAAMS BLOK,,2828,Eeklo,1991,conseils-provinciaux
PVDA,,846,Eeklo,1991,conseils-provinciaux
CVP,5.0,8956,Furnes,1991,conseils-provinciaux
SP,2.0,7955,Furnes,1991,conseils-provinciaux
PVV,3.0,7964,Furnes,1991,conseils-provinciaux
AGALEV,,2826,Furnes,1991,conseils-provinciaux
VU,1.0,4582,Furnes,1991,conseils-provinciaux
VLAAMS BLOK,,1913,Furnes,1991,conseils-provinciaux
CVP,9.0,85211,Gand,1991,conseils-provinciaux
SP,6.0,54225,Gand,1991,conseils-provinciaux
PVV,8.0,80061,Gand,1991,conseils-provinciaux
AGALEV,4.0,37256,Gand,1991,conseils-provinciaux
VU,3.0,29581,Gand,1991,conseils-provinciaux
VLAAMS BLOK,3.0,33742,Gand,1991,conseils-provinciaux
PVDA,,1737,Gand,1991,conseils-provinciaux
REGEBO,,1101,Gand,1991,conseils-provinciaux
B.E.B,,1204,Gand,1991,conseils-provinciaux
N.V.,,1360,Gand,1991,conseils-provinciaux
GRAS,,897,Gand,1991,conseils-provinciaux
CVP,11.0,67778,Hasselt,1991,conseils-provinciaux
SP,9.0,60748,Hasselt,1991,conseils-provinciaux
PVV,5.0,34946,Hasselt,1991,conseils-provinciaux
AGALEV,3.0,18342,Hasselt,1991,conseils-provinciaux
VU,4.0,25733,Hasselt,1991,conseils-provinciaux
VLAAMS BLOK,3.0,21225,Hasselt,1991,conseils-provinciaux
PVDA,,1540,Hasselt,1991,conseils-provinciaux
PVCS,,305,Hasselt,1991,conseils-provinciaux
PSC,2.0,11312,Huy,1991,conseils-provinciaux
PS,4.0,28260,Huy,1991,conseils-provinciaux
PRL,1.0,11010,Huy,1991,conseils-provinciaux
ECOLO,1.0,8317,Huy,1991,conseils-provinciaux
PTB,,442,Huy,1991,conseils-provinciaux
PSC,9.0,56128,Liège,1991,conseils-provinciaux
PS,23.0,137033,Liège,1991,conseils-provinciaux
PRL,10.0,60385,Liège,1991,conseils-provinciaux
ECOLO,8.0,49451,Liège,1991,conseils-provinciaux
FDF/PPW,,10466,Liège,1991,conseils-provinciaux
FN,,2896,Liège,1991,conseils-provinciaux
POS,,1352,Liège,1991,conseils-provinciaux
PTB,,2206,Liège,1991,conseils-provinciaux
UCD,,857,Liège,1991,conseils-provinciaux
AGIR,1.0,5866,Liège,1991,conseils-provinciaux
CVP,5.0,70194,Louvain,1991,conseils-provinciaux
SP,5.0,71985,Louvain,1991,conseils-provinciaux
PVV,4.0,59500,Louvain,1991,conseils-provinciaux
AGALEV,2.0,29701,Louvain,1991,conseils-provinciaux
VU,1.0,25244,Louvain,1991,conseils-provinciaux
VLAAMS BLOK,,25483,Louvain,1991,conseils-provinciaux
PVDA,,1671,Louvain,1991,conseils-provinciaux
REGEBO,,3416,Louvain,1991,conseils-provinciaux
CVP,7.0,42060,Maaseik,1991,conseils-provinciaux
SP,5.0,28011,Maaseik,1991,conseils-provinciaux
PVV,2.0,15939,Maaseik,1991,conseils-provinciaux
AGALEV,,8636,Maaseik,1991,conseils-provinciaux
VU,4.0,25018,Maaseik,1991,conseils-provinciaux
VLAAMS BLOK,,5287,Maaseik,1991,conseils-provinciaux
PVDA,,1121,Maaseik,1991,conseils-provinciaux
PVCS,,337,Maaseik,1991,conseils-provinciaux
CVP,6.0,59707,Malines,1991,conseils-provinciaux
SP,3.0,37754,Malines,1991,conseils-provinciaux
PVV,3.0,29919,Malines,1991,conseils-provinciaux
AGALEV,1.0,18312,Malines,1991,conseils-provinciaux
VU,1.0,18477,Malines,1991,conseils-provinciaux
VLAAMS BLOK,3.0,34231,Malines,1991,conseils-provinciaux
PVDA,,1509,Malines,1991,conseils-provinciaux
REGEBO,,1923,Malines,1991,conseils-provinciaux
VCD/PCS,,495,Malines,1991,conseils-provinciaux
PSC,4.0,10238,Marche-en-Famenne,1991,conseils-provinciaux
PS,2.0,7446,Marche-en-Famenne,1991,conseils-provinciaux
PRL,3.0,8427,Marche-en-Famenne,1991,conseils-provinciaux
ECOLO,1.0,3212,Marche-en-Famenne,1991,conseils-provinciaux
B.E.B,,266,Marche-en-Famenne,1991,conseils-provinciaux
PSC,4.0,28100,Mons,1991,conseils-provinciaux
PS,9.0,61780,Mons,1991,conseils-provinciaux
PRL,2.0,18006,Mons,1991,conseils-provinciaux
ECOLO,3.0,23673,Mons,1991,conseils-provinciaux
FDF/PPW,,1555,Mons,1991,conseils-provinciaux
PC,,2201,Mons,1991,conseils-provinciaux
POS,,213,Mons,1991,conseils-provinciaux
PTB,,833,Mons,1991,conseils-provinciaux
B.E.B,,219,Mons,1991,conseils-provinciaux
PSC,2.0,12480,Mouscron,1991,conseils-provinciaux
PS,2.0,11408,Mouscron,1991,conseils-provinciaux
PRL,,5563,Mouscron,1991,conseils-provinciaux
ECOLO,1.0,8654,Mouscron,1991,conseils-provinciaux
PTB,,324,Mouscron,1991,conseils-provinciaux
PSC,10.0,42413,Namur,1991,conseils-provinciaux
PS,14.0,61649,Namur,1991,conseils-provinciaux
PRL,7.0,30795,Namur,1991,conseils-provinciaux
ECOLO,6.0,25277,Namur,1991,conseils-provinciaux
FN,1.0,5236,Namur,1991,conseils-provinciaux
PTB,,476,Namur,1991,conseils-provinciaux
PSC,4.0,12161,Neufchâteau,1991,conseils-provinciaux
PS,4.0,9986,Neufchâteau,1991,conseils-provinciaux
PRL,3.0,9467,Neufchâteau,1991,conseils-provinciaux
ECOLO,,2841,Neufchâteau,1991,conseils-provinciaux
PCN,,106,Neufchâteau,1991,conseils-provinciaux
PSC,2.0,37340,Nivelles,1991,conseils-provinciaux
PS,3.0,48184,Nivelles,1991,conseils-provinciaux
PRL,4.0,55882,Nivelles,1991,conseils-provinciaux
ECOLO,2.0,32703,Nivelles,1991,conseils-provinciaux
FDF/PPW,,9067,Nivelles,1991,conseils-provinciaux
UDRT,,822,Nivelles,1991,conseils-provinciaux
FN-NF,,7349,Nivelles,1991,conseils-provinciaux
PTB-PVA,,643,Nivelles,1991,conseils-provinciaux
B.E.B,,840,Nivelles,1991,conseils-provinciaux
PFN/PCN,,361,Nivelles,1991,conseils-provinciaux
URD,,146,Nivelles,1991,conseils-provinciaux
CVP,2.0,18978,Ostende,1991,conseils-provinciaux
SP,3.0,19853,Ostende,1991,conseils-provinciaux
PVV,3.0,20997,Ostende,1991,conseils-provinciaux
AGALEV,1.0,8845,Ostende,1991,conseils-provinciaux
VU,1.0,9362,Ostende,1991,conseils-provinciaux
VLAAMS BLOK,1.0,9150,Ostende,1991,conseils-provinciaux
SENIOR,,2378,Ostende,1991,conseils-provinciaux
OTANB,,2323,Ostende,1991,conseils-provinciaux
PSC,3.0,10312,Phillippeville,1991,conseils-provinciaux
PS,4.0,13548,Phillippeville,1991,conseils-provinciaux
PRL,2.0,8472,Phillippeville,1991,conseils-provinciaux
ECOLO,,4585,Phillippeville,1991,conseils-provinciaux
CVP,5.0,32948,Roeselare,1991,conseils-provinciaux
SP,3.0,18948,Roeselare,1991,conseils-provinciaux
PVV,2.0,16170,Roeselare,1991,conseils-provinciaux
AGALEV,,8454,Roeselare,1991,conseils-provinciaux
VU,1.0,10994,Roeselare,1991,conseils-provinciaux
VLAAMS BLOK,,4714,Roeselare,1991,conseils-provinciaux
CVP,5.0,40979,Saint-Nicolas,1991,conseils-provinciaux
SP,3.0,25136,Saint-Nicolas,1991,conseils-provinciaux
PVV,2.0,23553,Saint-Nicolas,1991,conseils-provinciaux
AGALEV,,12957,Saint-Nicolas,1991,conseils-provinciaux
VU,2.0,16504,Saint-Nicolas,1991,conseils-provinciaux
VLAAMS BLOK,2.0,23595,Saint-Nicolas,1991,conseils-provinciaux
PVDA,,1123,Saint-Nicolas,1991,conseils-provinciaux
REGEBO,,830,Saint-Nicolas,1991,conseils-provinciaux
B.E.B,,780,Saint-Nicolas,1991,conseils-provinciaux
PSC,3.0,19991,Soignies,1991,conseils-provinciaux
PS,5.0,38288,Soignies,1991,conseils-provinciaux
PRL,2.0,17870,Soignies,1991,conseils-provinciaux
