Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,25.0,265066,Anvers,1991,conseils-provinciaux
SP,17.0,187708,Anvers,1991,conseils-provinciaux
PVV,15.0,167918,Anvers,1991,conseils-provinciaux
AGALEV,8.0,103313,Anvers,1991,conseils-provinciaux
VU,6.0,90204,Anvers,1991,conseils-provinciaux
VLAAMS BLOK,18.0,204509,Anvers,1991,conseils-provinciaux
PVDA,,11691,Anvers,1991,conseils-provinciaux
REGEBO,,13346,Anvers,1991,conseils-provinciaux
B.E.B,,5313,Anvers,1991,conseils-provinciaux
VCD/PCS,,4533,Anvers,1991,conseils-provinciaux
CVP,13.0,166386,Brabant,1991,conseils-provinciaux
SP,9.0,119564,Brabant,1991,conseils-provinciaux
PVV,10.0,133978,Brabant,1991,conseils-provinciaux
AGALEV,4.0,60302,Brabant,1991,conseils-provinciaux
VU,5.0,69389,Brabant,1991,conseils-provinciaux
VLAAMS BLOK,4.0,79750,Brabant,1991,conseils-provinciaux
PSC,6.0,88184,Brabant,1991,conseils-provinciaux
PS,10.0,131429,Brabant,1991,conseils-provinciaux
PRL,15.0,180112,Brabant,1991,conseils-provinciaux
ECOLO,7.0,98550,Brabant,1991,conseils-provinciaux
FDF/PPW,7.0,90236,Brabant,1991,conseils-provinciaux
UDRT/RA,,2730,Brabant,1991,conseils-provinciaux
FN-NF,,41554,Brabant,1991,conseils-provinciaux
SAP/POS,,802,Brabant,1991,conseils-provinciaux
PTB-PVA,,5205,Brabant,1991,conseils-provinciaux
REGEBO,,3416,Brabant,1991,conseils-provinciaux
B.E.B,,4675,Brabant,1991,conseils-provinciaux
PFN/PCN,,544,Brabant,1991,conseils-provinciaux
PVCS,,412,Brabant,1991,conseils-provinciaux
URD,,444,Brabant,1991,conseils-provinciaux
CVP,35.0,240016,Flandre occidentale,1991,conseils-provinciaux
SP,21.0,154459,Flandre occidentale,1991,conseils-provinciaux
PVV,19.0,138470,Flandre occidentale,1991,conseils-provinciaux
AGALEV,5.0,70089,Flandre occidentale,1991,conseils-provinciaux
VU,7.0,71584,Flandre occidentale,1991,conseils-provinciaux
VLAAMS BLOK,3.0,48552,Flandre occidentale,1991,conseils-provinciaux
PVDA,,2377,Flandre occidentale,1991,conseils-provinciaux
B.E.B,,1586,Flandre occidentale,1991,conseils-provinciaux
SRD,,394,Flandre occidentale,1991,conseils-provinciaux
SENIOR,,2378,Flandre occidentale,1991,conseils-provinciaux
OTANB,,2323,Flandre occidentale,1991,conseils-provinciaux
CVP,28.0,247038,Flandre orientale,1991,conseils-provinciaux
SP,20.0,169555,Flandre orientale,1991,conseils-provinciaux
PVV,22.0,205293,Flandre orientale,1991,conseils-provinciaux
AGALEV,4.0,84463,Flandre orientale,1991,conseils-provinciaux
VU,8.0,84640,Flandre orientale,1991,conseils-provinciaux
VLAAMS BLOK,8.0,97285,Flandre orientale,1991,conseils-provinciaux
PVDA,,4236,Flandre orientale,1991,conseils-provinciaux
REGEBO,,1931,Flandre orientale,1991,conseils-provinciaux
B.E.B,,1984,Flandre orientale,1991,conseils-provinciaux
N.V.,,1360,Flandre orientale,1991,conseils-provinciaux
V.D.,,5509,Flandre orientale,1991,conseils-provinciaux
GRAS,,897,Flandre orientale,1991,conseils-provinciaux
PSC,20.0,143318,Hainaut,1991,conseils-provinciaux
PS,42.0,298813,Hainaut,1991,conseils-provinciaux
PRL,14.0,124226,Hainaut,1991,conseils-provinciaux
ECOLO,13.0,114552,Hainaut,1991,conseils-provinciaux
RW,,3317,Hainaut,1991,conseils-provinciaux
FDF/PPW,,1555,Hainaut,1991,conseils-provinciaux
FN,1.0,7594,Hainaut,1991,conseils-provinciaux
FNBB,,489,Hainaut,1991,conseils-provinciaux
PC,,6165,Hainaut,1991,conseils-provinciaux
POS,,213,Hainaut,1991,conseils-provinciaux
PTB,,4829,Hainaut,1991,conseils-provinciaux
ROSSUM,,510,Hainaut,1991,conseils-provinciaux
B.E.B,,1327,Hainaut,1991,conseils-provinciaux
PCN,,1020,Hainaut,1991,conseils-provinciaux
PEECB,,160,Hainaut,1991,conseils-provinciaux
LCBCV,,190,Hainaut,1991,conseils-provinciaux
PSC,17.0,117035,Liège,1991,conseils-provinciaux
PS,35.0,226545,Liège,1991,conseils-provinciaux
PRL,16.0,115246,Liège,1991,conseils-provinciaux
ECOLO,12.0,83068,Liège,1991,conseils-provinciaux
FDF/PPW,,11401,Liège,1991,conseils-provinciaux
FN,,2896,Liège,1991,conseils-provinciaux
POS,,1352,Liège,1991,conseils-provinciaux
PTB,,3366,Liège,1991,conseils-provinciaux
B.E.B,,407,Liège,1991,conseils-provinciaux
UCD,,857,Liège,1991,conseils-provinciaux
LISTE13,,884,Liège,1991,conseils-provinciaux
PDB,1.0,5293,Liège,1991,conseils-provinciaux
AGIR,1.0,5866,Liège,1991,conseils-provinciaux
CVP,24.0,142723,Limbourg,1991,conseils-provinciaux
SP,18.0,114195,Limbourg,1991,conseils-provinciaux
PVV,12.0,80865,Limbourg,1991,conseils-provinciaux
AGALEV,3.0,33585,Limbourg,1991,conseils-provinciaux
VU,10.0,65432,Limbourg,1991,conseils-provinciaux
VLAAMS BLOK,3.0,31722,Limbourg,1991,conseils-provinciaux
PVDA,,2822,Limbourg,1991,conseils-provinciaux
PVCS,,642,Limbourg,1991,conseils-provinciaux
PSC,18.0,49723,Luxembourg,1991,conseils-provinciaux
PS,13.0,38186,Luxembourg,1991,conseils-provinciaux
PRL,15.0,39562,Luxembourg,1991,conseils-provinciaux
ECOLO,4.0,16192,Luxembourg,1991,conseils-provinciaux
FN,,193,Luxembourg,1991,conseils-provinciaux
B.E.B,,266,Luxembourg,1991,conseils-provinciaux
PCN,,106,Luxembourg,1991,conseils-provinciaux
IP-GCT,,435,Luxembourg,1991,conseils-provinciaux
PSC,18.0,72065,Namur,1991,conseils-provinciaux
PS,22.0,93381,Namur,1991,conseils-provinciaux
PRL,12.0,54640,Namur,1991,conseils-provinciaux
ECOLO,7.0,35935,Namur,1991,conseils-provinciaux
FN,1.0,5236,Namur,1991,conseils-provinciaux
PTB,,638,Namur,1991,conseils-provinciaux
