Parti,Nombre de sièges,Nombre de voix,province,date,election
Socialist,32.0,283116,Anvers,1961,conseils-provinciaux
CVP,46.0,399784,Anvers,1961,conseils-provinciaux
Liberal,6.0,71881,Anvers,1961,conseils-provinciaux
Communist,1.0,12586,Anvers,1961,conseils-provinciaux
Volksunie,5.0,57182,Anvers,1961,conseils-provinciaux
Socialist,38.0,433467,Brabant,1961,conseils-provinciaux
PSC/CVP,35.0,397448,Brabant,1961,conseils-provinciaux
Liberal,17.0,211512,Brabant,1961,conseils-provinciaux
Communist,,33354,Brabant,1961,conseils-provinciaux
Volksunie,,21892,Brabant,1961,conseils-provinciaux
UNI/NUO,,12439,Brabant,1961,conseils-provinciaux
RN/NB,,21030,Brabant,1961,conseils-provinciaux
PI/OP,,20451,Brabant,1961,conseils-provinciaux
autres/andere,,2447,Brabant,1961,conseils-provinciaux
Socialist,26.0,179893,Flandre occidentale,1961,conseils-provinciaux
CVP,49.0,344688,Flandre occidentale,1961,conseils-provinciaux
Liberal,5.0,61024,Flandre occidentale,1961,conseils-provinciaux
Volksunie,,23555,Flandre occidentale,1961,conseils-provinciaux
LIBERAL DISSID,,3269,Flandre occidentale,1961,conseils-provinciaux
ONAFH / INDEP,,754,Flandre occidentale,1961,conseils-provinciaux
Socialist,25.0,210298,Flandre orientale,1961,conseils-provinciaux
CVP,51.0,381375,Flandre orientale,1961,conseils-provinciaux
Liberal,11.0,105402,Flandre orientale,1961,conseils-provinciaux
Communist,,11164,Flandre orientale,1961,conseils-provinciaux
Volksunie,3.0,54725,Flandre orientale,1961,conseils-provinciaux
PROGR FRONT,,136,Flandre orientale,1961,conseils-provinciaux
ANDERE,,201,Flandre orientale,1961,conseils-provinciaux
Socialist,51.0,349644,Hainaut,1961,conseils-provinciaux
PSC,24.0,175701,Hainaut,1961,conseils-provinciaux
Liberal,7.0,75573,Hainaut,1961,conseils-provinciaux
Communist,6.0,62518,Hainaut,1961,conseils-provinciaux
PART INDEPENDANTS,2.0,35093,Hainaut,1961,conseils-provinciaux
AUTRE,,2973,Hainaut,1961,conseils-provinciaux
Socialist,43.0,268291,Liège,1961,conseils-provinciaux
PSC,29.0,178898,Liège,1961,conseils-provinciaux
Liberal,10.0,67732,Liège,1961,conseils-provinciaux
Communist,4.0,36087,Liège,1961,conseils-provinciaux
AUTRE,,21196,Liège,1961,conseils-provinciaux
Socialist,11.0,51931,Limbourg,1961,conseils-provinciaux
CVP,43.0,173489,Limbourg,1961,conseils-provinciaux
Liberal,5.0,30567,Limbourg,1961,conseils-provinciaux
Volksunie,1.0,12322,Limbourg,1961,conseils-provinciaux
ANDERE,,2883,Limbourg,1961,conseils-provinciaux
Socialist,13.0,33741,Luxembourg,1961,conseils-provinciaux
PSC,30.0,66861,Luxembourg,1961,conseils-provinciaux
Liberal,7.0,20707,Luxembourg,1961,conseils-provinciaux
Indépendants,,815,Luxembourg,1961,conseils-provinciaux
Socialist,25.0,85648,Namur,1961,conseils-provinciaux
PSC,27.0,88472,Namur,1961,conseils-provinciaux
Liberal,8.0,29271,Namur,1961,conseils-provinciaux
Communist,,3858,Namur,1961,conseils-provinciaux
AUTRE,,2938,Namur,1961,conseils-provinciaux
