Parti,Nombre de sièges,Nombre de voix,district,date,election
PSC,3.0,17073,Châtelet,1961,conseils-provinciaux
Liberal,1.0,4406,Châtelet,1961,conseils-provinciaux
Communist,,3955,Châtelet,1961,conseils-provinciaux
PART INDEPENDANTS,,2894,Châtelet,1961,conseils-provinciaux
Socialist,6.0,45093,Charleroi,1961,conseils-provinciaux
PSC,2.0,17856,Charleroi,1961,conseils-provinciaux
Liberal,1.0,9254,Charleroi,1961,conseils-provinciaux
Communist,1.0,6802,Charleroi,1961,conseils-provinciaux
PART INDEPENDANTS,,3461,Charleroi,1961,conseils-provinciaux
AUTRE,,303,Charleroi,1961,conseils-provinciaux
Socialist,2.0,6814,Ciney,1961,conseils-provinciaux
PSC,3.0,10611,Ciney,1961,conseils-provinciaux
Liberal,1.0,2671,Ciney,1961,conseils-provinciaux
AUTRE,,659,Ciney,1961,conseils-provinciaux
Socialist,3.0,23385,Courtrai,1961,conseils-provinciaux
CVP,7.0,56355,Courtrai,1961,conseils-provinciaux
Liberal,1.0,6742,Courtrai,1961,conseils-provinciaux
Volksunie,,2396,Courtrai,1961,conseils-provinciaux
Socialist,1.0,7803,Deinze,1961,conseils-provinciaux
CVP,3.0,27282,Deinze,1961,conseils-provinciaux
Liberal,,4181,Deinze,1961,conseils-provinciaux
Communist,,190,Deinze,1961,conseils-provinciaux
Volksunie,1.0,4837,Deinze,1961,conseils-provinciaux
Socialist,2.0,17740,Diest,1961,conseils-provinciaux
PSC/CVP,2.0,29776,Diest,1961,conseils-provinciaux
Liberal,1.0,19095,Diest,1961,conseils-provinciaux
Communist,,560,Diest,1961,conseils-provinciaux
Volksunie,,1910,Diest,1961,conseils-provinciaux
Socialist,2.0,8238,Dinant,1961,conseils-provinciaux
PSC,5.0,14025,Dinant,1961,conseils-provinciaux
Liberal,1.0,5028,Dinant,1961,conseils-provinciaux
Socialist,3.0,17777,Dison,1961,conseils-provinciaux
PSC,5.0,29770,Dison,1961,conseils-provinciaux
Liberal,1.0,4442,Dison,1961,conseils-provinciaux
Communist,,1004,Dison,1961,conseils-provinciaux
AUTRE,,2141,Dison,1961,conseils-provinciaux
Socialist,1.0,5949,Dixsmude,1961,conseils-provinciaux
CVP,3.0,16201,Dixsmude,1961,conseils-provinciaux
Liberal,,3766,Dixsmude,1961,conseils-provinciaux
Volksunie,,1042,Dixsmude,1961,conseils-provinciaux
Socialist,4.0,21032,Dour,1961,conseils-provinciaux
PSC,1.0,9893,Dour,1961,conseils-provinciaux
Liberal,,3125,Dour,1961,conseils-provinciaux
Communist,1.0,6164,Dour,1961,conseils-provinciaux
PART INDEPENDANTS,,4191,Dour,1961,conseils-provinciaux
Socialist,1.0,10735,Eeklo,1961,conseils-provinciaux
CVP,5.0,27900,Eeklo,1961,conseils-provinciaux
Liberal,,4385,Eeklo,1961,conseils-provinciaux
Communist,,343,Eeklo,1961,conseils-provinciaux
Volksunie,,5327,Eeklo,1961,conseils-provinciaux
Socialist,1.0,4795,Eghezée,1961,conseils-provinciaux
PSC,2.0,5738,Eghezée,1961,conseils-provinciaux
Liberal,,1297,Eghezée,1961,conseils-provinciaux
Communist,,171,Eghezée,1961,conseils-provinciaux
Socialist,3.0,28208,Ekeren,1961,conseils-provinciaux
CVP,5.0,54683,Ekeren,1961,conseils-provinciaux
Liberal,1.0,7066,Ekeren,1961,conseils-provinciaux
Communist,,1419,Ekeren,1961,conseils-provinciaux
Volksunie,1.0,9870,Ekeren,1961,conseils-provinciaux
NAT BEWEGING,,285,Ekeren,1961,conseils-provinciaux
Zelfstandig,,1299,Ekeren,1961,conseils-provinciaux
PROGR FRONT,,154,Ekeren,1961,conseils-provinciaux
Socialist,1.0,11106,Evergem,1961,conseils-provinciaux
CVP,4.0,33161,Evergem,1961,conseils-provinciaux
Liberal,1.0,3666,Evergem,1961,conseils-provinciaux
Communist,,492,Evergem,1961,conseils-provinciaux
Volksunie,,3473,Evergem,1961,conseils-provinciaux
Socialist,3.0,15537,Fexhe-Slens,1961,conseils-provinciaux
PSC,2.0,12981,Fexhe-Slens,1961,conseils-provinciaux
Liberal,,3691,Fexhe-Slens,1961,conseils-provinciaux
Communist,,1913,Fexhe-Slens,1961,conseils-provinciaux
AUTRE,,278,Fexhe-Slens,1961,conseils-provinciaux
Socialist,4.0,24548,Fléron,1961,conseils-provinciaux
PSC,2.0,14404,Fléron,1961,conseils-provinciaux
Liberal,1.0,5410,Fléron,1961,conseils-provinciaux
Communist,,3713,Fléron,1961,conseils-provinciaux
AUTRE,,1412,Fléron,1961,conseils-provinciaux
Socialist,2.0,7274,Florennes,1961,conseils-provinciaux
PSC,3.0,7673,Florennes,1961,conseils-provinciaux
Liberal,,1864,Florennes,1961,conseils-provinciaux
AUTRE,,309,Florennes,1961,conseils-provinciaux
Socialist,1.0,3321,Florenville,1961,conseils-provinciaux
PSC,3.0,6792,Florenville,1961,conseils-provinciaux
Liberal,1.0,2511,Florenville,1961,conseils-provinciaux
Indépendants,,209,Florenville,1961,conseils-provinciaux
Socialist,4.0,32962,Fontaine-l'Evêque,1961,conseils-provinciaux
PSC,1.0,12362,Fontaine-l'Evêque,1961,conseils-provinciaux
Liberal,1.0,4755,Fontaine-l'Evêque,1961,conseils-provinciaux
Communist,1.0,5645,Fontaine-l'Evêque,1961,conseils-provinciaux
PART INDEPENDANTS,,2375,Fontaine-l'Evêque,1961,conseils-provinciaux
Socialist,5.0,13796,Fosses-la-Ville,1961,conseils-provinciaux
PSC,3.0,10239,Fosses-la-Ville,1961,conseils-provinciaux
Liberal,1.0,2816,Fosses-la-Ville,1961,conseils-provinciaux
Communist,,1085,Fosses-la-Ville,1961,conseils-provinciaux
AUTRE,,337,Fosses-la-Ville,1961,conseils-provinciaux
Socialist,1.0,6640,Furnes,1961,conseils-provinciaux
CVP,3.0,14173,Furnes,1961,conseils-provinciaux
Liberal,,3514,Furnes,1961,conseils-provinciaux
Volksunie,,1107,Furnes,1961,conseils-provinciaux
Socialist,5.0,42534,Gand,1961,conseils-provinciaux
CVP,6.0,44530,Gand,1961,conseils-provinciaux
Liberal,2.0,14813,Gand,1961,conseils-provinciaux
Communist,,2153,Gand,1961,conseils-provinciaux
Volksunie,1.0,7954,Gand,1961,conseils-provinciaux
PROGR FRONT,,136,Gand,1961,conseils-provinciaux
Socialist,2.0,8589,Gembloux,1961,conseils-provinciaux
PSC,2.0,6513,Gembloux,1961,conseils-provinciaux
Liberal,1.0,2600,Gembloux,1961,conseils-provinciaux
Communist,,433,Gembloux,1961,conseils-provinciaux
Socialist,2.0,14860,Grammont,1961,conseils-provinciaux
CVP,3.0,19438,Grammont,1961,conseils-provinciaux
Liberal,1.0,7844,Grammont,1961,conseils-provinciaux
Communist,,2103,Grammont,1961,conseils-provinciaux
Volksunie,,3080,Grammont,1961,conseils-provinciaux
Socialist,1.0,18387,Hal,1961,conseils-provinciaux
PSC/CVP,3.0,31240,Hal,1961,conseils-provinciaux
Liberal,1.0,7694,Hal,1961,conseils-provinciaux
Communist,,739,Hal,1961,conseils-provinciaux
Volksunie,,2605,Hal,1961,conseils-provinciaux
UNI/NUO,,256,Hal,1961,conseils-provinciaux
Socialist,3.0,12377,Hasselt,1961,conseils-provinciaux
CVP,7.0,32823,Hasselt,1961,conseils-provinciaux
Liberal,1.0,3726,Hasselt,1961,conseils-provinciaux
Volksunie,1.0,3406,Hasselt,1961,conseils-provinciaux
Socialist,1.0,9375,Herentals,1961,conseils-provinciaux
CVP,5.0,37880,Herentals,1961,conseils-provinciaux
Liberal,,4266,Herentals,1961,conseils-provinciaux
Volksunie,,1867,Herentals,1961,conseils-provinciaux
Socialist,1.0,2255,Herk-la-Ville,1961,conseils-provinciaux
CVP,3.0,11616,Herk-la-Ville,1961,conseils-provinciaux
Liberal,,1528,Herk-la-Ville,1961,conseils-provinciaux
Volksunie,,861,Herk-la-Ville,1961,conseils-provinciaux
Socialist,4.0,33174,Herstal,1961,conseils-provinciaux
PSC,2.0,14094,Herstal,1961,conseils-provinciaux
Liberal,1.0,6691,Herstal,1961,conseils-provinciaux
Communist,1.0,5093,Herstal,1961,conseils-provinciaux
AUTRE,,2343,Herstal,1961,conseils-provinciaux
Socialist,5.0,29837,Huy,1961,conseils-provinciaux
PSC,2.0,15858,Huy,1961,conseils-provinciaux
Liberal,1.0,5714,Huy,1961,conseils-provinciaux
Communist,,3128,Huy,1961,conseils-provinciaux
AUTRE,,2763,Huy,1961,conseils-provinciaux
Socialist,1.0,12362,Ieper,1961,conseils-provinciaux
CVP,3.0,25329,Ieper,1961,conseils-provinciaux
Liberal,2.0,8286,Ieper,1961,conseils-provinciaux
Volksunie,,1453,Ieper,1961,conseils-provinciaux
Socialist,3.0,31546,Ixelles,1961,conseils-provinciaux
PSC/CVP,2.0,27136,Ixelles,1961,conseils-provinciaux
Liberal,2.0,23573,Ixelles,1961,conseils-provinciaux
Communist,,2925,Ixelles,1961,conseils-provinciaux
UNI/NUO,,1546,Ixelles,1961,conseils-provinciaux
RN/NB,,3475,Ixelles,1961,conseils-provinciaux
PI/OP,,3029,Ixelles,1961,conseils-provinciaux
autres/andere,,454,Ixelles,1961,conseils-provinciaux
Socialist,1.0,9740,Izegem,1961,conseils-provinciaux
CVP,4.0,28191,Izegem,1961,conseils-provinciaux
Liberal,,1493,Izegem,1961,conseils-provinciaux
Volksunie,,2141,Izegem,1961,conseils-provinciaux
Socialist,4.0,24224,Jumet,1961,conseils-provinciaux
PSC,1.0,8312,Jumet,1961,conseils-provinciaux
Liberal,,4009,Jumet,1961,conseils-provinciaux
Communist,1.0,4991,Jumet,1961,conseils-provinciaux
PART INDEPENDANTS,,1912,Jumet,1961,conseils-provinciaux
Socialist,4.0,27911,La Louvière,1961,conseils-provinciaux
PSC,2.0,10789,La Louvière,1961,conseils-provinciaux
Liberal,,3563,La Louvière,1961,conseils-provinciaux
Communist,1.0,4674,La Louvière,1961,conseils-provinciaux
PART INDEPENDANTS,,2396,La Louvière,1961,conseils-provinciaux
Socialist,1.0,1194,La Roche-en-Ardenne,1961,conseils-provinciaux
PSC,3.0,5574,La Roche-en-Ardenne,1961,conseils-provinciaux
Liberal,,1640,La Roche-en-Ardenne,1961,conseils-provinciaux
Socialist,3.0,19459,Ledeberg,1961,conseils-provinciaux
CVP,4.0,34129,Ledeberg,1961,conseils-provinciaux
Liberal,1.0,11842,Ledeberg,1961,conseils-provinciaux
Communist,,497,Ledeberg,1961,conseils-provinciaux
Volksunie,,3890,Ledeberg,1961,conseils-provinciaux
Socialist,6.0,36857,Liège,1961,conseils-provinciaux
PSC,5.0,25882,Liège,1961,conseils-provinciaux
Liberal,2.0,15079,Liège,1961,conseils-provinciaux
Communist,1.0,5590,Liège,1961,conseils-provinciaux
AUTRE,,5432,Liège,1961,conseils-provinciaux
Socialist,2.0,22906,Lierre,1961,conseils-provinciaux
CVP,5.0,44895,Lierre,1961,conseils-provinciaux
Liberal,1.0,7551,Lierre,1961,conseils-provinciaux
Volksunie,1.0,6447,Lierre,1961,conseils-provinciaux
Socialist,1.0,3893,Looz,1961,conseils-provinciaux
CVP,2.0,11570,Looz,1961,conseils-provinciaux
Liberal,1.0,3398,Looz,1961,conseils-provinciaux
Volksunie,,319,Looz,1961,conseils-provinciaux
Socialist,2.0,28641,Louvain,1961,conseils-provinciaux
PSC/CVP,3.0,37675,Louvain,1961,conseils-provinciaux
Liberal,1.0,13031,Louvain,1961,conseils-provinciaux
Communist,,730,Louvain,1961,conseils-provinciaux
Volksunie,,2864,Louvain,1961,conseils-provinciaux
UNI/NUO,,250,Louvain,1961,conseils-provinciaux
Socialist,,1280,Maaseik,1961,conseils-provinciaux
CVP,3.0,9300,Maaseik,1961,conseils-provinciaux
Liberal,,1732,Maaseik,1961,conseils-provinciaux
Volksunie,,616,Maaseik,1961,conseils-provinciaux
ANDERE,,1723,Maaseik,1961,conseils-provinciaux
Socialist,4.0,31097,Malines,1961,conseils-provinciaux
CVP,5.0,37437,Malines,1961,conseils-provinciaux
Liberal,,7306,Malines,1961,conseils-provinciaux
Communist,,961,Malines,1961,conseils-provinciaux
Volksunie,,4801,Malines,1961,conseils-provinciaux
Socialist,2.0,5300,Marche-en-Famenne,1961,conseils-provinciaux
PSC,3.0,7310,Marche-en-Famenne,1961,conseils-provinciaux
Liberal,1.0,2375,Marche-en-Famenne,1961,conseils-provinciaux
Socialist,2.0,16667,Menen,1961,conseils-provinciaux
CVP,3.0,23410,Menen,1961,conseils-provinciaux
Liberal,,2877,Menen,1961,conseils-provinciaux
Volksunie,,1092,Menen,1961,conseils-provinciaux
Socialist,2.0,12827,Mol,1961,conseils-provinciaux
CVP,4.0,35419,Mol,1961,conseils-provinciaux
Liberal,,2933,Mol,1961,conseils-provinciaux
Volksunie,,1920,Mol,1961,conseils-provinciaux
Socialist,3.0,36123,Molenbeek-Saint-Jean,1961,conseils-provinciaux
PSC/CVP,2.0,19612,Molenbeek-Saint-Jean,1961,conseils-provinciaux
Liberal,1.0,13152,Molenbeek-Saint-Jean,1961,conseils-provinciaux
Communist,,2997,Molenbeek-Saint-Jean,1961,conseils-provinciaux
Volksunie,,1408,Molenbeek-Saint-Jean,1961,conseils-provinciaux
UNI/NUO,,1009,Molenbeek-Saint-Jean,1961,conseils-provinciaux
RN/NB,,2220,Molenbeek-Saint-Jean,1961,conseils-provinciaux
PI/OP,,1470,Molenbeek-Saint-Jean,1961,conseils-provinciaux
autres/andere,,198,Molenbeek-Saint-Jean,1961,conseils-provinciaux
Socialist,4.0,21537,Mons,1961,conseils-provinciaux
PSC,1.0,10619,Mons,1961,conseils-provinciaux
Liberal,,4171,Mons,1961,conseils-provinciaux
Communist,,4990,Mons,1961,conseils-provinciaux
PART INDEPENDANTS,1.0,6578,Mons,1961,conseils-provinciaux
Socialist,3.0,17938,Mouscron,1961,conseils-provinciaux
CVP,3.0,21298,Mouscron,1961,conseils-provinciaux
Liberal,,3530,Mouscron,1961,conseils-provinciaux
Socialist,7.0,24864,Namur,1961,conseils-provinciaux
PSC,6.0,22852,Namur,1961,conseils-provinciaux
Liberal,3.0,9003,Namur,1961,conseils-provinciaux
Communist,,1351,Namur,1961,conseils-provinciaux
AUTRE,,1633,Namur,1961,conseils-provinciaux
Socialist,1.0,3395,Neerpelt,1961,conseils-provinciaux
CVP,4.0,16178,Neerpelt,1961,conseils-provinciaux
Liberal,,1250,Neerpelt,1961,conseils-provinciaux
Volksunie,,836,Neerpelt,1961,conseils-provinciaux
ANDERE,,1160,Neerpelt,1961,conseils-provinciaux
Socialist,2.0,3792,Neufchâteau,1961,conseils-provinciaux
PSC,4.0,10276,Neufchâteau,1961,conseils-provinciaux
Liberal,1.0,2727,Neufchâteau,1961,conseils-provinciaux
Indépendants,,279,Neufchâteau,1961,conseils-provinciaux
Socialist,3.0,27306,Nivelles,1961,conseils-provinciaux
PSC/CVP,1.0,14778,Nivelles,1961,conseils-provinciaux
Liberal,,6761,Nivelles,1961,conseils-provinciaux
Communist,,3330,Nivelles,1961,conseils-provinciaux
UNI/NUO,,1128,Nivelles,1961,conseils-provinciaux
PI/OP,,1610,Nivelles,1961,conseils-provinciaux
Socialist,4.0,24426,Ostende,1961,conseils-provinciaux
CVP,4.0,26688,Ostende,1961,conseils-provinciaux
Liberal,1.0,10141,Ostende,1961,conseils-provinciaux
Volksunie,,3169,Ostende,1961,conseils-provinciaux
LIBERAL DISSID,,3269,Ostende,1961,conseils-provinciaux
Socialist,1.0,6546,Oudenaarde,1961,conseils-provinciaux
CVP,2.0,17498,Oudenaarde,1961,conseils-provinciaux
Liberal,1.0,7458,Oudenaarde,1961,conseils-provinciaux
Volksunie,,1042,Oudenaarde,1961,conseils-provinciaux
Socialist,2.0,18410,Péruwelz,1961,conseils-provinciaux
PSC,2.0,10935,Péruwelz,1961,conseils-provinciaux
Liberal,1.0,7082,Péruwelz,1961,conseils-provinciaux
Communist,,2666,Péruwelz,1961,conseils-provinciaux
AUTRE,,495,Péruwelz,1961,conseils-provinciaux
Socialist,2.0,5498,Phillippeville,1961,conseils-provinciaux
PSC,2.0,7159,Phillippeville,1961,conseils-provinciaux
Liberal,1.0,2325,Phillippeville,1961,conseils-provinciaux
Communist,,366,Phillippeville,1961,conseils-provinciaux
Socialist,1.0,4679,Poperinge,1961,conseils-provinciaux
CVP,2.0,12158,Poperinge,1961,conseils-provinciaux
Liberal,,5408,Poperinge,1961,conseils-provinciaux
Volksunie,,839,Poperinge,1961,conseils-provinciaux
Socialist,1.0,12429,Renaix,1961,conseils-provinciaux
CVP,3.0,17123,Renaix,1961,conseils-provinciaux
Liberal,1.0,8018,Renaix,1961,conseils-provinciaux
Communist,,619,Renaix,1961,conseils-provinciaux
Volksunie,,709,Renaix,1961,conseils-provinciaux
Socialist,2.0,9798,Roulers,1961,conseils-provinciaux
CVP,3.0,22933,Roulers,1961,conseils-provinciaux
Liberal,,1741,Roulers,1961,conseils-provinciaux
Volksunie,,1863,Roulers,1961,conseils-provinciaux
Socialist,4.0,51302,Saint-Gilles,1961,conseils-provinciaux
PSC/CVP,4.0,33237,Saint-Gilles,1961,conseils-provinciaux
Liberal,2.0,22364,Saint-Gilles,1961,conseils-provinciaux
Communist,,4540,Saint-Gilles,1961,conseils-provinciaux
UNI/NUO,,1782,Saint-Gilles,1961,conseils-provinciaux
RN/NB,,3563,Saint-Gilles,1961,conseils-provinciaux
PI/OP,,3393,Saint-Gilles,1961,conseils-provinciaux
autres/andere,,801,Saint-Gilles,1961,conseils-provinciaux
Socialist,3.0,31163,Saint-Josse,1961,conseils-provinciaux
PSC/CVP,3.0,32194,Saint-Josse,1961,conseils-provinciaux
Liberal,1.0,19945,Saint-Josse,1961,conseils-provinciaux
Communist,,2457,Saint-Josse,1961,conseils-provinciaux
Volksunie,,1411,Saint-Josse,1961,conseils-provinciaux
UNI/NUO,,1133,Saint-Josse,1961,conseils-provinciaux
RN/NB,,5490,Saint-Josse,1961,conseils-provinciaux
PI/OP,,2222,Saint-Josse,1961,conseils-provinciaux
autres/andere,,208,Saint-Josse,1961,conseils-provinciaux
Socialist,2.0,40970,Saint-Nicolas,1961,conseils-provinciaux
PSC,2.0,12895,Saint-Nicolas,1961,conseils-provinciaux
Liberal,1.0,4981,Saint-Nicolas,1961,conseils-provinciaux
Communist,1.0,5509,Saint-Nicolas,1961,conseils-provinciaux
AUTRE,,615,Saint-Nicolas,1961,conseils-provinciaux
CVP,4.0,27036,Saint-Nicolas,1961,conseils-provinciaux
Volksunie,,3418,Saint-Nicolas,1961,conseils-provinciaux
Socialist,2.0,7479,Saint-Trond,1961,conseils-provinciaux
CVP,3.0,13344,Saint-Trond,1961,conseils-provinciaux
Liberal,1.0,4172,Saint-Trond,1961,conseils-provinciaux
Volksunie,,958,Saint-Trond,1961,conseils-provinciaux
Socialist,4.0,39473,Schaerbeek,1961,conseils-provinciaux
PSC/CVP,2.0,27644,Schaerbeek,1961,conseils-provinciaux
Liberal,2.0,17090,Schaerbeek,1961,conseils-provinciaux
Communist,,3191,Schaerbeek,1961,conseils-provinciaux
Volksunie,,1750,Schaerbeek,1961,conseils-provinciaux
UNI/NUO,,1860,Schaerbeek,1961,conseils-provinciaux
RN/NB,,2744,Schaerbeek,1961,conseils-provinciaux
PI/OP,,1864,Schaerbeek,1961,conseils-provinciaux
autres/andere,,406,Schaerbeek,1961,conseils-provinciaux
Socialist,4.0,21330,Seraing,1961,conseils-provinciaux
PSC,1.0,6437,Seraing,1961,conseils-provinciaux
Liberal,1.0,4114,Seraing,1961,conseils-provinciaux
Communist,1.0,6702,Seraing,1961,conseils-provinciaux
AUTRE,,356,Seraing,1961,conseils-provinciaux
Socialist,3.0,21926,Soignies,1961,conseils-provinciaux
PSC,1.0,12712,Soignies,1961,conseils-provinciaux
Liberal,1.0,6645,Soignies,1961,conseils-provinciaux
Communist,,2153,Soignies,1961,conseils-provinciaux
PART INDEPENDANTS,,1670,Soignies,1961,conseils-provinciaux
Socialist,3.0,15117,Spa,1961,conseils-provinciaux
PSC,4.0,24586,Spa,1961,conseils-provinciaux
Liberal,1.0,6401,Spa,1961,conseils-provinciaux
Communist,,1500,Spa,1961,conseils-provinciaux
AUTRE,,2706,Spa,1961,conseils-provinciaux
Socialist,2.0,13927,Tamise,1961,conseils-provinciaux
CVP,5.0,37234,Tamise,1961,conseils-provinciaux
Liberal,,2876,Tamise,1961,conseils-provinciaux
Communist,,552,Tamise,1961,conseils-provinciaux
Volksunie,,4535,Tamise,1961,conseils-provinciaux
Socialist,2.0,18346,Termonde,1961,conseils-provinciaux
CVP,4.0,31465,Termonde,1961,conseils-provinciaux
Liberal,1.0,7602,Termonde,1961,conseils-provinciaux
Communist,,1495,Termonde,1961,conseils-provinciaux
Volksunie,,4515,Termonde,1961,conseils-provinciaux
Socialist,2.0,10128,Thuin,1961,conseils-provinciaux
PSC,2.0,11149,Thuin,1961,conseils-provinciaux
Liberal,,4012,Thuin,1961,conseils-provinciaux
Communist,,1264,Thuin,1961,conseils-provinciaux
PART INDEPENDANTS,,1355,Thuin,1961,conseils-provinciaux
Socialist,1.0,7416,Tielt,1961,conseils-provinciaux
CVP,5.0,33106,Tielt,1961,conseils-provinciaux
Liberal,,1870,Tielt,1961,conseils-provinciaux
Volksunie,,2026,Tielt,1961,conseils-provinciaux
Socialist,1.0,15011,Tirlemont,1961,conseils-provinciaux
PSC/CVP,2.0,21193,Tirlemont,1961,conseils-provinciaux
Liberal,1.0,13578,Tirlemont,1961,conseils-provinciaux
Volksunie,,1216,Tirlemont,1961,conseils-provinciaux
Socialist,1.0,7236,Tongres,1961,conseils-provinciaux
CVP,5.0,17327,Tongres,1961,conseils-provinciaux
Liberal,,2720,Tongres,1961,conseils-provinciaux
Volksunie,,858,Tongres,1961,conseils-provinciaux
Socialist,3.0,16592,Tournai,1961,conseils-provinciaux
PSC,2.0,17880,Tournai,1961,conseils-provinciaux
Liberal,1.0,6805,Tournai,1961,conseils-provinciaux
Communist,,4378,Tournai,1961,conseils-provinciaux
AUTRE,,2175,Tournai,1961,conseils-provinciaux
Socialist,1.0,9412,Turnhout,1961,conseils-provinciaux
CVP,4.0,32396,Turnhout,1961,conseils-provinciaux
Liberal,,1631,Turnhout,1961,conseils-provinciaux
Communist,,233,Turnhout,1961,conseils-provinciaux
Volksunie,,1678,Turnhout,1961,conseils-provinciaux
Socialist,2.0,11726,Verviers,1961,conseils-provinciaux
PSC,2.0,8426,Verviers,1961,conseils-provinciaux
Liberal,,4205,Verviers,1961,conseils-provinciaux
