Parti,Nombre de sièges,Nombre de voix,commune,date,election
CVP,18.0,6722,Aalter,1976,conseils-communaux
SP,,553,Aalter,1976,conseils-communaux
Volksb 76,5.0,2393,Aalter,1976,conseils-communaux
VU,2.0,1633,Aarschot,1976,conseils-communaux
PVV,10.0,5764,Aarschot,1976,conseils-communaux
CVP,13.0,7545,Aarschot,1976,conseils-communaux
SP,4.0,2858,Aarschot,1976,conseils-communaux
KPB,,195,Aarschot,1976,conseils-communaux
VU,3.0,1110,Aartselaar,1976,conseils-communaux
PVV,4.0,1304,Aartselaar,1976,conseils-communaux
CVP,10.0,2544,Aartselaar,1976,conseils-communaux
SP,2.0,785,Aartselaar,1976,conseils-communaux
CVP,9.0,2808,Affligem Hekelgem,1976,conseils-communaux
SP,,387,Affligem Hekelgem,1976,conseils-communaux
PVV-VU,11.0,3369,Affligem Hekelgem,1976,conseils-communaux
SMEDER,1.0,568,Affligem Hekelgem,1976,conseils-communaux
PRL,,282,Aiseau-Presles,1976,conseils-communaux
PS,7.0,1605,Aiseau-Presles,1976,conseils-communaux
RW,2.0,673,Aiseau-Presles,1976,conseils-communaux
IC,12.0,2398,Aiseau-Presles,1976,conseils-communaux
UDP,,55,Aiseau-Presles,1976,conseils-communaux
CVP,11.0,3058,Alken,1976,conseils-communaux
SP,,454,Alken,1976,conseils-communaux
GB,8.0,2359,Alken,1976,conseils-communaux
VU,7.0,9549,Alost,1976,conseils-communaux
PVV,11.0,13741,Alost,1976,conseils-communaux
CVP,16.0,19673,Alost,1976,conseils-communaux
SP,9.0,11979,Alost,1976,conseils-communaux
KPB,,1549,Alost,1976,conseils-communaux
PMO-CP,,441,Alost,1976,conseils-communaux
CVP,10.0,1969,Alveringem,1976,conseils-communaux
SP,,288,Alveringem,1976,conseils-communaux
GB,7.0,1579,Alveringem,1976,conseils-communaux
PS,17.0,5604,Amay,1976,conseils-communaux
PCB,,514,Amay,1976,conseils-communaux
PSC-PRL,6.0,2186,Amay,1976,conseils-communaux
BANC,8.0,1702,Amblève,1976,conseils-communaux
NEUE,7.0,1386,Amblève,1976,conseils-communaux
PSC,6.0,3119,Andenne,1976,conseils-communaux
PRL,1.0,8646,Andenne,1976,conseils-communaux
UM,3.0,1912,Andenne,1976,conseils-communaux
PSC,1.0,2660,Anderlecht,1976,conseils-communaux
PCB-KPB,1.0,2110,Anderlecht,1976,conseils-communaux
PRL,6.0,7337,Anderlecht,1976,conseils-communaux
FDF,9.0,10699,Anderlecht,1976,conseils-communaux
PS-SP,25.0,26492,Anderlecht,1976,conseils-communaux
DIVERS 76,,1436,Anderlecht,1976,conseils-communaux
CVP-SC,3.0,4174,Anderlecht,1976,conseils-communaux
VL BELANG,2.0,3903,Anderlecht,1976,conseils-communaux
PTB,,341,Anderlecht,1976,conseils-communaux
PSC,4.0,1215,Anderlues,1976,conseils-communaux
