Parti,Nombre de sièges,Nombre de voix,district,date,election
CVP,2.0,18983,Alost,1971,conseils-provinciaux
BSP,2.0,13519,Alost,1971,conseils-provinciaux
PVV,2.0,14664,Alost,1971,conseils-provinciaux
VU,1.0,11934,Alost,1971,conseils-provinciaux
Communist,,2111,Alost,1971,conseils-provinciaux
PLP,1.0,2259,Andenne,1971,conseils-provinciaux
PCB,,232,Andenne,1971,conseils-provinciaux
PSC,,2416,Andenne,1971,conseils-provinciaux
RW,1.0,2321,Andenne,1971,conseils-provinciaux
PSB,1.0,4049,Andenne,1971,conseils-provinciaux
PLP/PVV,,2660,Anderlecht,1971,conseils-provinciaux
PCB,,2627,Anderlecht,1971,conseils-provinciaux
Volksunie,1.0,7548,Anderlecht,1971,conseils-provinciaux
PLP BX,1.0,6064,Anderlecht,1971,conseils-provinciaux
PSC,1.0,14895,Anderlecht,1971,conseils-provinciaux
FDF-RW,1.0,18639,Anderlecht,1971,conseils-provinciaux
PSB,2.0,29841,Anderlecht,1971,conseils-provinciaux
BSP,,2522,Anderlecht,1971,conseils-provinciaux
LIB,,1573,Anderlecht,1971,conseils-provinciaux
CVP,4.0,36273,Anvers,1971,conseils-provinciaux
BSP,7.0,59325,Anvers,1971,conseils-provinciaux
PVV,3.0,21972,Anvers,1971,conseils-provinciaux
BEL. Neringd.,,882,Anvers,1971,conseils-provinciaux
VU,4.0,32774,Anvers,1971,conseils-provinciaux
Communist,1.0,7830,Anvers,1971,conseils-provinciaux
PROGRESISTEN,,362,Anvers,1971,conseils-provinciaux
KAGANO,,774,Anvers,1971,conseils-provinciaux
BRABO 72,,536,Anvers,1971,conseils-provinciaux
PLP,2.0,5257,Arlon,1971,conseils-provinciaux
PSC,5.0,9447,Arlon,1971,conseils-provinciaux
RW,1.0,2460,Arlon,1971,conseils-provinciaux
PSB,3.0,7433,Arlon,1971,conseils-provinciaux
PLP,2.0,12203,Ath,1971,conseils-provinciaux
PCB,,1922,Ath,1971,conseils-provinciaux
PSC,1.0,7545,Ath,1971,conseils-provinciaux
RW,,4816,Ath,1971,conseils-provinciaux
PSB,2.0,17662,Ath,1971,conseils-provinciaux
PLP,2.0,4136,Bastogne,1971,conseils-provinciaux
PSC,3.0,4818,Bastogne,1971,conseils-provinciaux
RW,,843,Bastogne,1971,conseils-provinciaux
PSB,,1171,Bastogne,1971,conseils-provinciaux
CVP,4.0,18923,Beringen,1971,conseils-provinciaux
BSP,2.0,7008,Beringen,1971,conseils-provinciaux
PVV,1.0,5201,Beringen,1971,conseils-provinciaux
VU,2.0,7918,Beringen,1971,conseils-provinciaux
ANDERE,,496,Beringen,1971,conseils-provinciaux
CVP,3.0,9033,Bilzen,1971,conseils-provinciaux
BSP,,2089,Bilzen,1971,conseils-provinciaux
PVV,,2211,Bilzen,1971,conseils-provinciaux
VU,1.0,5026,Bilzen,1971,conseils-provinciaux
