Parti,Nombre de sièges,Nombre de voix,province,date,election
CVP,34.0,297489,Anvers,1971,conseils-provinciaux
BSP,24.0,232021,Anvers,1971,conseils-provinciaux
PVV,11.0,108031,Anvers,1971,conseils-provinciaux
BEL. Neringd.,,1385,Anvers,1971,conseils-provinciaux
VU,20.0,184151,Anvers,1971,conseils-provinciaux
Communist,1.0,19961,Anvers,1971,conseils-provinciaux
PROGRESISTEN,,362,Anvers,1971,conseils-provinciaux
KAGANO,,2281,Anvers,1971,conseils-provinciaux
ONAFH.,,331,Anvers,1971,conseils-provinciaux
BRABO 72,,536,Anvers,1971,conseils-provinciaux
LVV,,3109,Anvers,1971,conseils-provinciaux
PLP/PVV,9.0,134154,Brabant,1971,conseils-provinciaux
PCB,,30614,Brabant,1971,conseils-provinciaux
Volksunie,8.0,103716,Brabant,1971,conseils-provinciaux
PLP BX,6.0,72415,Brabant,1971,conseils-provinciaux
FDF-RW,25.0,292268,Brabant,1971,conseils-provinciaux
PSB/BSP,17.0,225180,Brabant,1971,conseils-provinciaux
autres/andere,,21532,Brabant,1971,conseils-provinciaux
CVP-PSC,22.0,263590,Brabant,1971,conseils-provinciaux
rode leeuwen,3.0,40710,Brabant,1971,conseils-provinciaux
CVP,38.0,253127,Flandre occidentale,1971,conseils-provinciaux
BSP,19.0,139918,Flandre occidentale,1971,conseils-provinciaux
PVV,8.0,78022,Flandre occidentale,1971,conseils-provinciaux
VU,15.0,113801,Flandre occidentale,1971,conseils-provinciaux
Communist,,2864,Flandre occidentale,1971,conseils-provinciaux
ANDERE,,2394,Flandre occidentale,1971,conseils-provinciaux
CVP,37.0,278814,Flandre orientale,1971,conseils-provinciaux
BSP,22.0,177379,Flandre orientale,1971,conseils-provinciaux
PVV,16.0,148253,Flandre orientale,1971,conseils-provinciaux
VU,15.0,142291,Flandre orientale,1971,conseils-provinciaux
Communist,,14384,Flandre orientale,1971,conseils-provinciaux
STORM,,1156,Flandre orientale,1971,conseils-provinciaux
PROGRES FR,,839,Flandre orientale,1971,conseils-provinciaux
BSP S,,2160,Flandre orientale,1971,conseils-provinciaux
PLP,15.0,109125,Hainaut,1971,conseils-provinciaux
PCB,4.0,57898,Hainaut,1971,conseils-provinciaux
PSC,16.0,119927,Hainaut,1971,conseils-provinciaux
RW,18.0,134184,Hainaut,1971,conseils-provinciaux
PSB,37.0,265538,Hainaut,1971,conseils-provinciaux
AUTRE,,373,Hainaut,1971,conseils-provinciaux
PLP,15.0,94660,Liège,1971,conseils-provinciaux
PCB,3.0,30975,Liège,1971,conseils-provinciaux
PSC,18.0,110650,Liège,1971,conseils-provinciaux
RW,15.0,94905,Liège,1971,conseils-provinciaux
PSB,35.0,194593,Liège,1971,conseils-provinciaux
RPW,,3071,Liège,1971,conseils-provinciaux
PVB,,1665,Liège,1971,conseils-provinciaux
CUW,,6733,Liège,1971,conseils-provinciaux
CVP,34.0,145116,Limbourg,1971,conseils-provinciaux
BSP,15.0,64283,Limbourg,1971,conseils-provinciaux
PVV,9.0,41620,Limbourg,1971,conseils-provinciaux
VU,12.0,55680,Limbourg,1971,conseils-provinciaux
Dem.eenheid,,1042,Limbourg,1971,conseils-provinciaux
ANDERE,,1269,Limbourg,1971,conseils-provinciaux
PLP,13.0,30659,Luxembourg,1971,conseils-provinciaux
PSC,23.0,49655,Luxembourg,1971,conseils-provinciaux
RW,3.0,12473,Luxembourg,1971,conseils-provinciaux
PSB,11.0,27431,Luxembourg,1971,conseils-provinciaux
AUTRE,,152,Luxembourg,1971,conseils-provinciaux
PLP,11.0,38772,Namur,1971,conseils-provinciaux
PCB,,2518,Namur,1971,conseils-provinciaux
PSC,17.0,56311,Namur,1971,conseils-provinciaux
RW,14.0,51728,Namur,1971,conseils-provinciaux
PSB,18.0,61466,Namur,1971,conseils-provinciaux
AUTRE,,215,Namur,1971,conseils-provinciaux
