Parti,Nombre de sièges,Nombre de voix,province,date,election
Cath/Kath,16.0,204435,Flandre orientale,1908,chambre-des-représentants
commercants/handelaars,,1094,Flandre orientale,1908,chambre-des-représentants
Social,2.0,23118,Flandre orientale,1908,chambre-des-représentants
Diss. Social,,913,Flandre orientale,1908,chambre-des-représentants
Liberal/Liberaal,7.0,90710,Flandre orientale,1908,chambre-des-représentants
christ democr,1.0,15866,Flandre orientale,1908,chambre-des-représentants
onafh/indép,,206,Flandre orientale,1908,chambre-des-représentants
autres/andere,,1402,Flandre orientale,1908,chambre-des-représentants
Cath/Kath,11.0,165590,Hainaut,1908,chambre-des-représentants
Social,9.0,152427,Hainaut,1908,chambre-des-représentants
Liberal/Liberaal,8.0,165181,Hainaut,1908,chambre-des-représentants
onafh/indép,,2113,Hainaut,1908,chambre-des-représentants
autres/andere,,990,Hainaut,1908,chambre-des-représentants
Cath/Kath,6.0,92104,Liège,1908,chambre-des-représentants
Social,8.0,96325,Liège,1908,chambre-des-représentants
Liberal/Liberaal,4.0,55749,Liège,1908,chambre-des-représentants
christ democr,,9301,Liège,1908,chambre-des-représentants
onafh/indép,,402,Liège,1908,chambre-des-représentants
CARTEL LIB/s,3.0,40068,Liège,1908,chambre-des-représentants
Cath/Kath,4.0,55550,Limbourg,1908,chambre-des-représentants
Liberal/Liberaal,2.0,20341,Limbourg,1908,chambre-des-représentants
autres/andere,,142,Limbourg,1908,chambre-des-représentants
Diss. Kath.,,6879,Limbourg,1908,chambre-des-représentants
