Parti,Nombre de sièges,Nombre de voix,arrondissement,date,election
Cath/Kath,3.0,35333,Alost,1908,chambre-des-représentants
Liberal/Liberaal,1.0,13209,Alost,1908,chambre-des-représentants
christ democr,1.0,15396,Alost,1908,chambre-des-représentants
Cath/Kath,2.0,22077,Audenarde,1908,chambre-des-représentants
Liberal/Liberaal,1.0,13221,Audenarde,1908,chambre-des-représentants
Cath/Kath,3.0,47163,Charleroi,1908,chambre-des-représentants
Social,5.0,84288,Charleroi,1908,chambre-des-représentants
Liberal/Liberaal,1.0,29871,Charleroi,1908,chambre-des-représentants
onafh/indép,,953,Charleroi,1908,chambre-des-représentants
Cath/Kath,6.0,78865,Gand-Eeklo,1908,chambre-des-représentants
commercants/handelaars,,1094,Gand-Eeklo,1908,chambre-des-représentants
Social,2.0,23118,Gand-Eeklo,1908,chambre-des-représentants
Diss. Social,,913,Gand-Eeklo,1908,chambre-des-représentants
Liberal/Liberaal,3.0,39788,Gand-Eeklo,1908,chambre-des-représentants
autres/andere,,271,Gand-Eeklo,1908,chambre-des-représentants
Cath/Kath,2.0,24980,Hasselt,1908,chambre-des-représentants
Liberal/Liberaal,1.0,9932,Hasselt,1908,chambre-des-représentants
Cath/Kath,1.0,24575,Huy-Waremme,1908,chambre-des-représentants
onafh/indép,,402,Huy-Waremme,1908,chambre-des-représentants
CARTEL LIB/s,3.0,40068,Huy-Waremme,1908,chambre-des-représentants
Cath/Kath,3.0,41558,Liège,1908,chambre-des-représentants
Social,6.0,77396,Liège,1908,chambre-des-représentants
Liberal/Liberaal,3.0,40538,Liège,1908,chambre-des-représentants
christ democr,,9301,Liège,1908,chambre-des-représentants
Cath/Kath,2.0,28895,Mons,1908,chambre-des-représentants
Social,3.0,49863,Mons,1908,chambre-des-représentants
Liberal/Liberaal,1.0,20409,Mons,1908,chambre-des-représentants
onafh/indép,,639,Mons,1908,chambre-des-représentants
Cath/Kath,3.0,38610,Saint-Nicolas,1908,chambre-des-représentants
Liberal/Liberaal,1.0,12584,Saint-Nicolas,1908,chambre-des-représentants
autres/andere,,432,Saint-Nicolas,1908,chambre-des-représentants
Cath/Kath,2.0,27515,Soignies,1908,chambre-des-représentants
Liberal/Liberaal,2.0,39170,Soignies,1908,chambre-des-représentants
Cath/Kath,2.0,29550,Termonde,1908,chambre-des-représentants
Liberal/Liberaal,1.0,11908,Termonde,1908,chambre-des-représentants
christ democr,,470,Termonde,1908,chambre-des-représentants
onafh/indép,,206,Termonde,1908,chambre-des-représentants
autres/andere,,699,Termonde,1908,chambre-des-représentants
Cath/Kath,1.0,18711,Thuin,1908,chambre-des-représentants
Social,1.0,18276,Thuin,1908,chambre-des-représentants
Liberal/Liberaal,1.0,19423,Thuin,1908,chambre-des-représentants
onafh/indép,,521,Thuin,1908,chambre-des-représentants
Cath/Kath,2.0,30570,Tongres-Maaseik,1908,chambre-des-représentants
Liberal/Liberaal,1.0,10409,Tongres-Maaseik,1908,chambre-des-représentants
autres/andere,,142,Tongres-Maaseik,1908,chambre-des-représentants
Diss. Kath.,,6879,Tongres-Maaseik,1908,chambre-des-représentants
Cath/Kath,3.0,43306,Tournai-Ath-Mouscron,1908,chambre-des-représentants
Liberal/Liberaal,3.0,56308,Tournai-Ath-Mouscron,1908,chambre-des-représentants
autres/andere,,990,Tournai-Ath-Mouscron,1908,chambre-des-représentants
Cath/Kath,2.0,25971,Verviers,1908,chambre-des-représentants
Social,2.0,18929,Verviers,1908,chambre-des-représentants
Liberal/Liberaal,1.0,15211,Verviers,1908,chambre-des-représentants
