Parti,Nombre de sièges,Nombre de voix,canton,date,election
SP.A,,5613,Canton d'Aarschot,2009,parlement-flamand
SLP,,298,Canton d'Aarschot,2009,parlement-flamand
N-VA,,4150,Canton d'Aarschot,2009,parlement-flamand
GROEN!,,1850,Canton d'Aarschot,2009,parlement-flamand
VLAAMS BELANG,,4950,Canton d'Aarschot,2009,parlement-flamand
CD&V,,7665,Canton d'Aarschot,2009,parlement-flamand
open vld,,5446,Canton d'Aarschot,2009,parlement-flamand
Lijst Dedecker,,3348,Canton d'Aarschot,2009,parlement-flamand
LSP,,92,Canton d'Aarschot,2009,parlement-flamand
PVDA+,,316,Canton d'Aarschot,2009,parlement-flamand
Vrijheid,,132,Canton d'Aarschot,2009,parlement-flamand
U.F.,,25,Canton d'Aarschot,2009,parlement-flamand
BELG.ALLIANTIE,,100,Canton d'Aarschot,2009,parlement-flamand
SP.A,,11849,Canton d'Alost,2009,parlement-flamand
SLP,,690,Canton d'Alost,2009,parlement-flamand
N-VA,,10623,Canton d'Alost,2009,parlement-flamand
GROEN!,,4131,Canton d'Alost,2009,parlement-flamand
VLAAMS BELANG,,16177,Canton d'Alost,2009,parlement-flamand
CD&V,,14102,Canton d'Alost,2009,parlement-flamand
open vld,,14577,Canton d'Alost,2009,parlement-flamand
Lijst Dedecker,,5979,Canton d'Alost,2009,parlement-flamand
CAP,,103,Canton d'Alost,2009,parlement-flamand
LSP,,228,Canton d'Alost,2009,parlement-flamand
PVDA+,,744,Canton d'Alost,2009,parlement-flamand
RESPECT,,620,Canton d'Alost,2009,parlement-flamand
BELG.ALLIANTIE,,153,Canton d'Alost,2009,parlement-flamand
SP.A,,1489,Canton d'Anderlecht (MBPF),2009,parlement-flamand
SLP,,59,Canton d'Anderlecht (MBPF),2009,parlement-flamand
N-VA,,429,Canton d'Anderlecht (MBPF),2009,parlement-flamand
GROEN!,,652,Canton d'Anderlecht (MBPF),2009,parlement-flamand
VLAAMS BELANG,,1947,Canton d'Anderlecht (MBPF),2009,parlement-flamand
CD&V,,1344,Canton d'Anderlecht (MBPF),2009,parlement-flamand
open vld,,1444,Canton d'Anderlecht (MBPF),2009,parlement-flamand
Lijst Dedecker,,408,Canton d'Anderlecht (MBPF),2009,parlement-flamand
PVDA+,,88,Canton d'Anderlecht (MBPF),2009,parlement-flamand
B.U.B. (BELG.UNIE),,102,Canton d'Anderlecht (MBPF),2009,parlement-flamand
SP.A,,62169,Canton d'Anvers,2009,parlement-flamand
SLP,,3478,Canton d'Anvers,2009,parlement-flamand
N-VA,,37108,Canton d'Anvers,2009,parlement-flamand
GROEN!,,27676,Canton d'Anvers,2009,parlement-flamand
VLAAMS BELANG,,64549,Canton d'Anvers,2009,parlement-flamand
CD&V,,33782,Canton d'Anvers,2009,parlement-flamand
open vld,,31588,Canton d'Anvers,2009,parlement-flamand
Lijst Dedecker,,10684,Canton d'Anvers,2009,parlement-flamand
LSP,,821,Canton d'Anvers,2009,parlement-flamand
PVDA+,,7130,Canton d'Anvers,2009,parlement-flamand
BELG.ALLIANTIE,,748,Canton d'Anvers,2009,parlement-flamand
Vrijheid,,1520,Canton d'Anvers,2009,parlement-flamand
SP.A,,2836,Canton d'Arendonk,2009,parlement-flamand
SLP,,151,Canton d'Arendonk,2009,parlement-flamand
N-VA,,5948,Canton d'Arendonk,2009,parlement-flamand
GROEN!,,1191,Canton d'Arendonk,2009,parlement-flamand
VLAAMS BELANG,,4008,Canton d'Arendonk,2009,parlement-flamand
CD&V,,9374,Canton d'Arendonk,2009,parlement-flamand
open vld,,2460,Canton d'Arendonk,2009,parlement-flamand
Lijst Dedecker,,1408,Canton d'Arendonk,2009,parlement-flamand
LSP,,64,Canton d'Arendonk,2009,parlement-flamand
PVDA+,,143,Canton d'Arendonk,2009,parlement-flamand
BELG.ALLIANTIE,,40,Canton d'Arendonk,2009,parlement-flamand
Vrijheid,,94,Canton d'Arendonk,2009,parlement-flamand
SP.A,,9406,Canton d'Asse,2009,parlement-flamand
SLP,,504,Canton d'Asse,2009,parlement-flamand
N-VA,,15442,Canton d'Asse,2009,parlement-flamand
GROEN!,,6078,Canton d'Asse,2009,parlement-flamand
VLAAMS BELANG,,12675,Canton d'Asse,2009,parlement-flamand
CD&V,,17256,Canton d'Asse,2009,parlement-flamand
open vld,,17712,Canton d'Asse,2009,parlement-flamand
Lijst Dedecker,,5764,Canton d'Asse,2009,parlement-flamand
LSP,,175,Canton d'Asse,2009,parlement-flamand
PVDA+,,542,Canton d'Asse,2009,parlement-flamand
Vrijheid,,234,Canton d'Asse,2009,parlement-flamand
U.F.,,4093,Canton d'Asse,2009,parlement-flamand
BELG.ALLIANTIE,,315,Canton d'Asse,2009,parlement-flamand
SP.A,,2833,Canton d'Assenede,2009,parlement-flamand
SLP,,206,Canton d'Assenede,2009,parlement-flamand
N-VA,,1277,Canton d'Assenede,2009,parlement-flamand
GROEN!,,900,Canton d'Assenede,2009,parlement-flamand
VLAAMS BELANG,,2357,Canton d'Assenede,2009,parlement-flamand
CD&V,,3426,Canton d'Assenede,2009,parlement-flamand
open vld,,3778,Canton d'Assenede,2009,parlement-flamand
Lijst Dedecker,,1700,Canton d'Assenede,2009,parlement-flamand
CAP,,36,Canton d'Assenede,2009,parlement-flamand
LSP,,45,Canton d'Assenede,2009,parlement-flamand
PVDA+,,1199,Canton d'Assenede,2009,parlement-flamand
RESPECT,,37,Canton d'Assenede,2009,parlement-flamand
BELG.ALLIANTIE,,30,Canton d'Assenede,2009,parlement-flamand
SP.A,,3498,Canton d'Audenarde,2009,parlement-flamand
SLP,,242,Canton d'Audenarde,2009,parlement-flamand
N-VA,,2619,Canton d'Audenarde,2009,parlement-flamand
GROEN!,,1867,Canton d'Audenarde,2009,parlement-flamand
VLAAMS BELANG,,3068,Canton d'Audenarde,2009,parlement-flamand
CD&V,,7059,Canton d'Audenarde,2009,parlement-flamand
open vld,,8557,Canton d'Audenarde,2009,parlement-flamand
Lijst Dedecker,,2282,Canton d'Audenarde,2009,parlement-flamand
CAP,,26,Canton d'Audenarde,2009,parlement-flamand
LSP,,41,Canton d'Audenarde,2009,parlement-flamand
PVDA+,,130,Canton d'Audenarde,2009,parlement-flamand
RESPECT,,45,Canton d'Audenarde,2009,parlement-flamand
