Parti,Nombre de sièges,Nombre de voix,circonscription-électorale,date,election
SP.A,5,164889,Circonscription d'Anvers,2009,parlement-flamand
SLP,0,10266,Circonscription d'Anvers,2009,parlement-flamand
N-VA,6,180246,Circonscription d'Anvers,2009,parlement-flamand
GROEN!,2,78554,Circonscription d'Anvers,2009,parlement-flamand
VLAAMS BELANG,7,211819,Circonscription d'Anvers,2009,parlement-flamand
CD&V,8,238909,Circonscription d'Anvers,2009,parlement-flamand
open vld,4,135629,Circonscription d'Anvers,2009,parlement-flamand
Lijst Dedecker,1,56653,Circonscription d'Anvers,2009,parlement-flamand
LSP,0,2735,Circonscription d'Anvers,2009,parlement-flamand
PVDA+,0,14864,Circonscription d'Anvers,2009,parlement-flamand
BELG.ALLIANTIE,0,2321,Circonscription d'Anvers,2009,parlement-flamand
Vrijheid,0,4258,Circonscription d'Anvers,2009,parlement-flamand
SP.A,3,111066,Circonscription de Flandre occidentale,2009,parlement-flamand
SLP,0,12156,Circonscription de Flandre occidentale,2009,parlement-flamand
N-VA,2,85048,Circonscription de Flandre occidentale,2009,parlement-flamand
GROEN!,1,46406,Circonscription de Flandre occidentale,2009,parlement-flamand
VLAAMS BELANG,3,93465,Circonscription de Flandre occidentale,2009,parlement-flamand
CD&V,7,222744,Circonscription de Flandre occidentale,2009,parlement-flamand
open vld,3,101814,Circonscription de Flandre occidentale,2009,parlement-flamand
Lijst Dedecker,3,104160,Circonscription de Flandre occidentale,2009,parlement-flamand
LSP,0,2023,Circonscription de Flandre occidentale,2009,parlement-flamand
PVDA+,0,5206,Circonscription de Flandre occidentale,2009,parlement-flamand
VCD,0,1898,Circonscription de Flandre occidentale,2009,parlement-flamand
BELG.ALLIANTIE,0,2405,Circonscription de Flandre occidentale,2009,parlement-flamand
SP.A,4,142720,Circonscription de Flandre orientale,2009,parlement-flamand
SLP,0,11404,Circonscription de Flandre orientale,2009,parlement-flamand
N-VA,3,108710,Circonscription de Flandre orientale,2009,parlement-flamand
GROEN!,2,70474,Circonscription de Flandre orientale,2009,parlement-flamand
VLAAMS BELANG,4,147671,Circonscription de Flandre orientale,2009,parlement-flamand
CD&V,6,200788,Circonscription de Flandre orientale,2009,parlement-flamand
open vld,6,180583,Circonscription de Flandre orientale,2009,parlement-flamand
Lijst Dedecker,2,75143,Circonscription de Flandre orientale,2009,parlement-flamand
CAP,0,1419,Circonscription de Flandre orientale,2009,parlement-flamand
LSP,0,2665,Circonscription de Flandre orientale,2009,parlement-flamand
PVDA+,0,10184,Circonscription de Flandre orientale,2009,parlement-flamand
RESPECT,0,5692,Circonscription de Flandre orientale,2009,parlement-flamand
BELG.ALLIANTIE,0,2036,Circonscription de Flandre orientale,2009,parlement-flamand
SP.A,3,100141,Circonscription de Limbourg,2009,parlement-flamand
SLP,0,3476,Circonscription de Limbourg,2009,parlement-flamand
N-VA,2,64484,Circonscription de Limbourg,2009,parlement-flamand
GROEN!,0,23787,Circonscription de Limbourg,2009,parlement-flamand
VLAAMS BELANG,3,81663,Circonscription de Limbourg,2009,parlement-flamand
CD&V,5,142553,Circonscription de Limbourg,2009,parlement-flamand
open vld,2,80956,Circonscription de Limbourg,2009,parlement-flamand
Lijst Dedecker,1,31366,Circonscription de Limbourg,2009,parlement-flamand
CAP,0,792,Circonscription de Limbourg,2009,parlement-flamand
LSP,0,1023,Circonscription de Limbourg,2009,parlement-flamand
PVDA+,0,6115,Circonscription de Limbourg,2009,parlement-flamand
SP.A,3,100456,Circonscription du Brabant flamand,2009,parlement-flamand
SLP,0,6983,Circonscription du Brabant flamand,2009,parlement-flamand
N-VA,3,95681,Circonscription du Brabant flamand,2009,parlement-flamand
GROEN!,1,52165,Circonscription du Brabant flamand,2009,parlement-flamand
VLAAMS BELANG,3,84984,Circonscription du Brabant flamand,2009,parlement-flamand
CD&V,4,127218,Circonscription du Brabant flamand,2009,parlement-flamand
open vld,4,105916,Circonscription du Brabant flamand,2009,parlement-flamand
Lijst Dedecker,1,43770,Circonscription du Brabant flamand,2009,parlement-flamand
LSP,0,1592,Circonscription du Brabant flamand,2009,parlement-flamand
PVDA+,0,5778,Circonscription du Brabant flamand,2009,parlement-flamand
Vrijheid,0,1970,Circonscription du Brabant flamand,2009,parlement-flamand
U.F.,1,47319,Circonscription du Brabant flamand,2009,parlement-flamand
BELG.ALLIANTIE,0,2556,Circonscription du Brabant flamand,2009,parlement-flamand
SP.A,1,8580,Ressort MBPF,2009,parlement-flamand
SLP,0,449,Ressort MBPF,2009,parlement-flamand
N-VA,0,2871,Ressort MBPF,2009,parlement-flamand
GROEN!,1,6825,Ressort MBPF,2009,parlement-flamand
VLAAMS BELANG,1,8962,Ressort MBPF,2009,parlement-flamand
CD&V,1,7661,Ressort MBPF,2009,parlement-flamand
open vld,2,11712,Ressort MBPF,2009,parlement-flamand
Lijst Dedecker,0,2084,Ressort MBPF,2009,parlement-flamand
PVDA+,0,702,Ressort MBPF,2009,parlement-flamand
B.U.B. (BELG.UNIE),0,712,Ressort MBPF,2009,parlement-flamand
